,BTC,XRP,LTC,DOGE,DASH,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0353982769390774,0.153656859074028,0.146044981173451,0.00457902262271876,0.0160119710640344,0.10527904551719,-0.0792386324290967,-0.0291957555181462,0,0.0662803065167738,0,0,0
XRP,0,0,-0.171772886041481,0.202177183910749,0,0.395520900057737,0.144775969882276,0,0.059293971627269,0,0.338521717694448,0,0,-0.0185709991567099
LTC,0.722969706016727,-0.143914544185088,0,0.0200226568385484,0,0.0443434242268602,0.107150700215499,0.268489337394003,0,0,-0.0762468443777007,0,0,0.172194065263022
DOGE,0.639722784921059,-0.0518135759452238,0.031521725818825,0,-0.273478027905475,0.489970908546891,0.0563473927385503,0.0580487941044746,0.403150370266501,0,0,0.588699803088458,0,-0.152335626564844
DASH,0.15344707104565,0.0646120657043176,0.0877838910105321,0,0,0.0394022229970761,0,0,0,0,0.0710759950367286,0,0,0
XLM,1.88508171033965,0.328780003160715,-0.0518150244342025,0.088101846118682,0,0,0,0.250053469335653,-0.0996727113180982,0,0,0,0,-0.245825981319928
XMR,0,0.0745784889908892,0.0845367881756102,-0.131481783610662,0.795377722184464,-0.527175125635035,0,0.011578767311853,0,-0.522285367302932,-0.0724835929434395,1.32945503043504,-0.248210440549487,0
XEM,-2.31862046712067,0.0703781648082776,0.400891224518207,0.462688697785764,0.26742854909624,0.270997616180559,0.456595366590879,0,-0.666539841271543,0,0.163132770088138,0,0,0.525718333675193
DGB,0,0.12322922010315,0.0798304702382716,0.229561429083769,-0.10107318854589,0,0.4150849134458,-0.0227099988896633,0,0.285704851597011,0,-0.856197357495577,0,0.170816717678538
BV010082.INDEX,-0.448584592430981,0.0359045183837521,0.0346531793070534,-0.02586336439792,0.0972490815584143,0.0172402311281113,-0.0184557213041755,0.000966047814027291,0.115152489616163,0,0.0824096261230095,1.01065220564207,-0.882990904891347,-0.107770936783786
CVIX.INDEX,0,-0.0567905007239918,0.0224390697721814,-0.00000000000000000693889390390723,-0.1768632440485,0.146759344482925,-0.109308325195021,-0.08616083376302,-0.156754544334369,0.963079736250325,0,0,0,0.130935191844955
DXY.INDEX,0,0.0191696140994951,-0.00437082234899108,0.0391709252670331,0,0.0110339026291661,0,-0.0185646899304255,-0.0684930558567947,0.080981392375393,0.0921927238296266,0,0,0
SPX.INDEX,0.00100286856841238,0.0123081014647767,0,0.0220640165020597,0.00300441253592272,-0.0163303555105343,-0.00386613860624013,-0.00566472673615947,0.000879170887519411,-0.071180913701118,0,0,0,-0.0778814056230077
VIX.INDEX,0,0.13376547404643,0,0.169026348089144,-0.145944149468477,0,-0.205497799244826,0.0740173340723894,0.450506490941042,-0.111276069369736,0.236777643039021,-0.775888850867806,-6.68137273419588,0
