,BTC,XRP,LTC,DOGE,XLM,DASH,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0395837852989282,0.124522368208153,0.0966008047444942,0,0.117361556164686,0,0,-0.0371910238539493,0,0.0607215847337898,0,0,-0.0480663442858725
XRP,0.815647094939023,0,0.147973427494289,0.136178419575431,0.147420975761379,0.251218335757943,0,-0.324425862577748,-0.174017961429711,0,0.321456267892229,0,0,0.112364667637278
LTC,1.48394397619866,-0.149156548993224,0,0.0190785825654178,-0.122894343759673,0.38824904200707,0,0.0058386535654496,0.263841670509163,0,0.249504957959659,0,0,0.161134117406448
DOGE,0,0,0.171383653025519,0,0.41760285261668,0,0.187618501568315,0.232223215934025,0.198793935824816,0,0.37964843700566,0,0,0
XLM,1.45304991359496,0.414276153091719,0.13903499296448,0.1349811057291,0,-0.357524880570041,-0.291142969851257,0,-0.256150442579902,-0.401951398007401,0,0,0,-0.218216657988972
DASH,0,0,0.0441891005620415,0,0.116742190475451,0,0,0,0.086708272792535,0,0,0,0,-0.13723711587355
XMR,0.976612366896777,0.571412241143923,0.16283773354454,0.0480629061933541,-0.374236994165952,-0.612044274277607,0,0.104180460486296,0.120583633599108,-0.451023656385302,0,0,0,-0.432319995637847
XEM,0,-0.190749610000742,0.394698378240508,0.266158266240202,0.0869342557038574,-0.170477453263296,0.234593690539879,0,-0.887645196786766,0,0,0,0,0.214576791218388
DGB,-0.0617666099661223,-0.0598580332798443,0.128320376915334,0.123438284442079,-0.209730062068344,-0.0288125173463732,0.0974921501224742,0,0,0.230865013897227,-0.250503149459376,-0.913675320658782,3.6119537241722,0.46584926070513
BV010082.INDEX,0,0,-0.03452004201917,-0.0634756294401398,0,0,-0.0178025071225497,0.0444228143569191,0,0,0.114458694493516,0,0,0.0283800098801514
CVIX.INDEX,0,-0.0169848114876496,-0.00000000000000000346944695195361,-0.0266243558071263,0.145705875288973,-0.138685793601384,-0.0317226513886835,-0.026109269518103,0,0.775300003584644,0,0.25748194502427,0,0.189299242701148
DXY.INDEX,-0.0518297644511928,0.00926118293844918,-0.0195280091980153,0.045047409656608,0.00919480102530065,0.0147872074331185,-0.00213790431279587,-0.00426433658718547,-0.0459957293872013,0,0.11169069110268,0,0,-0.00472221805772975
SPX.INDEX,0.00521606387912455,0.014525534247956,-0.00635480066418484,0.0249163411121957,0,0.00494126569237729,0,-0.00824962391731931,0,-0.0366896207553121,0,0,0,-0.0758093994021455
VIX.INDEX,0,-0.0852307294349222,-0.146889595830411,0.163312007251293,-0.00290187762781563,0,-0.163286659112439,0.0801366039487628,0.61360693437431,0,0,0,-4.52157669940686,0
