,BTC,ETH,XRP,BCH,BSV,LTC,EOS,BNB,XTZ,LINK,ADA,XLM,XMR,TRX,HT,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0233876635270808,0,0.0859196691298877,0,0.0546790547860901,0.0808074785058193,0,0,0.0392311812709127,0.0648247957642438,0,0.0994010470142519,0,0,0,0,0,0,-0.0025429165219627
ETH,0,0,0.213920721479151,0,-0.000000000000000000867361737988404,0.018142518937513,0.13506957000982,0,0.057920817168106,0,0.108249450608161,0,0.0634270511723175,0.205853672874696,0,0,0,0,0,0
XRP,0,0.0653256857645376,0,0.0739918347953098,0.0200773662636636,0.179736780227063,0,0,0.0524043835135343,0,0,0,0,0.240171023875505,0,0,0,0,0,-0.0290562864159444
BCH,0,0,0,0,0.251734832888532,0.189181794873893,0.044920273902927,0.115742691630983,0,0,0,0,0.129943072523521,0.0773096712007131,0,0,0,0,0,0.000000000000000000867361737988404
BSV,0,0.615693393314423,0,0.84173872160945,0,0,0.665830887669923,0,0.0415666045331335,0.154056945159429,0,-1.35675683315917,-0.485281838743636,0,0.0310400516646864,0,0.139849508463205,0,0,-0.0276966532726189
LTC,0,0.173856885581964,0,0.165555345295182,0.041769363835329,0,0.113505616082524,0,0,0,0.150997524678878,0,0.0453851165884948,0.208848054099471,0,0,0,0,0,0
EOS,0,0,-0.000000000000000000867361737988404,0.0922563691834186,0.132596659240667,0.0439608707439171,0,0.233544462644467,-0.0589218660656938,0,0.052457770758268,0,0.30491533560701,0.25625480006564,0,-0.0985220304755877,0,0,0,-0.00818486410306364
BNB,0,0.133441237471554,0,0.156471693079369,0,0,0,0,0.0433064772249308,0.0374871375443423,0.178878729814832,0,0,0.12790684074923,0.0596127620357094,0,0,0,0,0
XTZ,0,0,0,0,0,0,0,0,0,0.395183315250427,0,0,0,0.294330719303103,0.143085480296931,-0.0717242541336045,0,0,0,-0.039701277992113
LINK,0.207007373546545,0,0,0,0.0120803781189082,0.17617037846859,0,0.078373168652898,0.179838473449326,0,0.0966533374012214,0,0,0.125080120189528,0.118556406586758,-0.119634729982793,-0.0289890082450805,0,0,-0.0505945474908025
ADA,0,0,0,0,0,0.0456880735245626,0.296811300309974,0,0,0.0653127293331315,0,0.0450660087052754,0.279658413670932,0.259346796049037,0,0,0,0,0,0
XLM,0,0.0841669741685473,0.0768223339595682,0.13488850859649,0,0,0,0,-0.00000000000000000346944695195361,0,0,0,0.03736879346048,0.220218110270093,0,0,0,0,0,0
XMR,0,0,0,0,0,0,0.0655256484219733,0,0,0.0185881501514787,0.323439703991503,0.0673345825730589,0,0.272658343944606,0.0254770411469591,0,0,0,0,0.0133952435935109
TRX,0,0,0.269548197222962,0.0327068843101485,0,0.203436792251197,0.184661321099841,0,0.0285958269496324,0,0.238792807429693,0.00574105137726954,0,0,0,0,-0.0197005094768641,0,0,0
HT,0,0,0,0,-0.0243565845048053,0,0,0.154393108954094,0.214990589707692,0.0953565473593321,0,0.0873936092799902,0.134409140516532,0,0,0,0,0,0,-0.00728069900489485
BV010082.INDEX,0,0.311655727810361,0,0,0.101059238884701,0,-0.251249879629989,-1.77348367793747,0,0.0809209761163193,0,0,0.630492917177729,0.586904921994703,0.030443712208749,0,-0.0163207746582633,0,0,-0.196402302470637
CVIX.INDEX,0,-0.241029716775618,0.246845251108342,-0.0990191653144166,0.0794264785663808,0,0,0,-0.0399751426448505,-0.02570578638007,0.3603217406863,0,0,-0.493549499264305,0.119831674982129,0.079868345156515,0,0,1.25513350668436,0.211794431547717
DXY.INDEX,0,0,0,0,0,0,0,0,-0.0104726133046858,-0.00215884849274028,0,0,0,0.0106857638517541,0,0.0442583702556823,-0.0205302669529565,0,0,-0.00125074575639242
SPX.INDEX,0,0,0,0,0,0.0210290066554628,0,0,0,0,0.0122041512845835,0,0,0.0145628369227607,0,0.0804107182692876,-0.00253926050807986,0,0,-0.101101994687189
VIX.INDEX,0,0,-0.314049115829665,-0.301230813976208,0.0264200147268689,0,0.239704561590329,0.125361260393104,0,0.0958998258195861,0.277257320234076,-0.269555479405404,0.110490651043184,0,0,-0.0449326210863623,0.0861045114747667,0,-4.0336932332657,0
