,BTC,ETH,XRP,BCH,EOS,LTC,XLM,ADA,MIOTA,TRX,NEO,DASH,XMR,BNB,XEM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0186206655080468,0.0945300187544675,0.100772334518351,0,0,0.064618746262907,0.000989217113522211,0.115549244590278,0,0,0,0.0104796810637591,0.0709740386978289,0,0,0,0,0,0
ETH,0,0,0.207804812755468,0.143584872958618,0.0502645191883917,0.0969066030268429,0,0.110384280589583,0.0944481944272003,0.0169337670346364,0.0448572656638889,0,0,0.145540555818146,0,0,0,0,0,0
XRP,0,0,0,0,0,0,0.0906473112903005,0.0363809651122536,0.146492131821189,0.0153047059242912,0,0,0.146246595567573,0,0.321659889969173,0,0,0,0,0
BCH,0,0.234198585378937,0,0,-0.000000000000000000216840434497101,0,0,0.164813583722278,0.203678093989351,0,0,0,0,0,0.172211217406743,0,0,0,0,0
EOS,0,-0.273285978147939,0.515181944508515,0.345047468735937,0,0,0,0.261716874087761,-0.0125474939278383,0.0795378221102806,0,-0.519872375534715,0.34080142807942,0.376916167934015,0,0,0,0,0,0
LTC,0,0,0.238088824072888,0.0675576645656856,-0.00000000000000000346944695195361,0,0.0174696534142421,0,0.0441950626432512,0,0.115402270633765,0,0.0516364412256293,0,0.14299655372395,0,0,0,0,0
XLM,0,0,0,0.100799709016588,0.199623065298613,0,0,0.272066077042075,0.0343580254601295,0.0204011516387127,0.0583578278336605,0,0,0,0,0,0,0,0,0
ADA,0,0.0225825613412243,0.292745564163626,0,0.118718316929142,0,0.024594623868852,0,0.13102938394361,0.167112313967747,0.0778447960001774,0,0,0.0754561532806717,0,0,0,0,0,0
MIOTA,0,0,0.0687922450041768,0.0854295639995378,0,0,0.450071431831327,0.279875362554063,0,0,0.0684261762572226,0,0,0,0,0,0,0,0,0.122448887060183
TRX,0,0,0.0542937284573435,0.135210706585152,0.186732117499941,0,0.324300349871426,0,-0.129874860220717,0,0.112146683604726,0.114743503824657,0.140370665704057,0,0.168006857504413,0,0,0,0,0.00695123077372981
NEO,0,0,0,0.077798893369299,0,0,0.0822091320656269,0.00222725389353249,0.0863241867131367,0,0,0,0,0,0.457071203095357,0,0,0,0,0
DASH,0,0.0487470554796832,0.190358293959385,0.122925488048745,0,0.0339469442775586,0,0,0.103767453852843,0,0.167201587825278,0,0,0.0480466024441573,0,0,0,0,0,-0.0376495795524791
XMR,0,0,0.226357800449015,0.175636855472109,0,0,0.0609839162089474,0.180147642979047,0.0404707068337939,0,0.000000000000000000867361737988404,0.0310075578578365,0,0.023562666070324,0,0,0,0,0,0
BNB,0,0.355485289389717,0,0,0,0,0.163333345856331,0.113811370831919,0,0,0.0338061185308385,0,0,0,0,0,0,0,0,0
XEM,0,0.344419828029705,0.119900401766421,0.0132540570998777,0,0,0.0282402424356978,0,0,0.11576449302736,0.163761633848999,0,0,0.0961769398494842,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0.00276523105195718,-0.0187732731903782,0.0530012768955807,-0.129431575524443,0,0.0642639150162684,0.0335460991767891,0,0,0.0570333696626447,-0.0303261950480183,0,0,0,0,0,-0.255406128799902
CVIX.INDEX,0,0,0,0,0.0472514867204908,0.107251694923522,-0.0404525513554501,-0.163032144234444,0.114056282876686,0.0968856896758738,0.0389811766161179,-0.242744830294382,0,0.033669293271244,0.0426998272970828,0,0,0,0,0.0754962872511578
DXY.INDEX,0,0,0.0354431157736918,0.00432475901961601,0.00227945175348289,0,-0.024648507510653,0.00937887505111432,-0.001810952299075,0.0127183721467955,0,0,0,0,-0.0199956539847556,-0.0666467027016495,0.0141733426244109,0,0,0
SPX.INDEX,0,0,0,0,-0.0126873277414809,0,-0.00206912657452211,-0.0000000000000000000135525271560688,-0.018620208600415,0.00501415884462483,0.01566573515803,0,0.0181428505806537,0.00558874512642568,0,0,0,0,0,-0.0913370102451228
VIX.INDEX,0,0.167767978726048,0,0,-0.237698780867061,0,-0.42179324736448,0,0.261528800763537,0,0.436069045941061,0,-0.0757045579950627,-0.200205996660343,0,-1.43768350419569,-0.539810278594929,0,0,0
