,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.0384501572697302,0.125076000773097,0.0912805169196354,0,0,0.0109774698358005,0.104933122230916,0,0,0,0,0
XRP,0,0,-0.0157225667604718,0.00000000000000000173472347597681,0.0898174790097672,0.467842367545993,-0.117419835492471,0.0600870279705882,-0.0107065296843525,0,0,0,0,-0.0520737107190431
LTC,1.42808440056558,0.24446489684638,0,-1.57569544277937,0.622430716523636,-0.175423471678038,0,0,0.505636337522088,-0.160740267337122,1.64800922582672,0,0,0
DASH,0,0.135078359198191,0.173934447975042,0,0,-0.0280369055063402,0.149686653829908,-0.0415070379005721,0.190897446206137,0,0,0,0,0
DOGE,0.659744161636994,-0.150792005155724,0.0281669144911603,0,0,0.535503360327436,-0.162153274709692,0.170318812370616,0.334688460984397,0.300034072835552,-0.460017568493803,0,0,-0.0835404023812087
XLM,0.721208171309541,0.238438157160546,0,0.0633785717710779,0.292037963893026,0,0,-0.0541469552866826,0.096893713358855,0.315930577586526,0.0977387149954659,0,0,-0.127902625730422
XMR,0,0,0,0.237121398482581,0,-0.0890687066178757,0,0.207035800906677,0,0,0,0,0,0
XEM,0,0,-0.152155639564881,0,0,0,0.35771045856382,0,0,0,0,0,0,0
DGB,0,0.323069601109289,0.0519599497369043,-0.347463932881687,0.0806697957933847,0.151891292691432,0.656278189576672,0.228212617958782,0,0,0.0893869775129197,1.69593853924476,0,0.15834691821593
BV010082.INDEX,0,-0.0337429662681634,-0.0157963941577888,0,0.0158747005810967,0,0.0585854422769182,-0.0321773550405492,0,0,0.184893872173033,0,0,-0.107066324331607
CVIX.INDEX,0,-0.0337212637712155,0.0569401689704675,-0.0728341467680989,0.00942161982520716,0.05416795701668,0,-0.053505693745785,0.0433259396377687,0.658391987447944,0,0.390060853621939,0,0.0711770386035793
DXY.INDEX,-0.102375283837867,0,-0.00154337790955985,0.0406173286312297,-0.0121699701070143,0.0265795280141003,0.0428188901762729,0,-0.00223313106036156,0.0922112906206917,0.0128774545993573,0,0,0.000000000000000000216840434497101
SPX.INDEX,0,-0.00128583368018702,0.00875140032254225,0,-0.0246803605325274,0.0261319790496125,0,-0.00357333290135041,0,0,0,0,0,-0.0685191014233038
VIX.INDEX,0,0.00705890366691581,0,0,0,0,0.0000000000000000277555756156289,-0.0222309963028302,0.160672837768898,-1.17761458118134,0.357831041768577,0,-7.3150203009361,0
