,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0561127503812463,0.00170623905423234,0.350980349978823,0.0193678327785818,-0.00669187157236874,0,0.0692774319904301,0.129830615942285,0.0374946445506623,0.0687192224479457,0,0,0,0,-0.114163477877718
ETH,0,0,0,0,0.0463487559821968,-0.0386730497439981,0.161894327010476,0.212244173841091,0.408276590453823,-0.0358335386853896,0.274814928354059,0,0,0,0,0
XRP,0,-0.0533860254111539,0,0,0.030594820872578,-0.010008162478141,0,0.0433668768886949,0,0.146737648410349,0.0545513772982009,0,0,0,0,0.077416846593496
LTC,0.632640776851459,0.0390207247688575,0,0,0.0104789189490429,0.00477902195854235,0.00299383895790023,0,0.096836660029567,0,-0.00504192990059872,0,0,0,0,0
XMR,0,0.637294972424724,-0.394654902251009,0,0,0.0546554953752109,0.69295657409904,-0.372504906942242,0,0.695235111351282,0,0,0,0,0,-0.0207849952989368
ETC,0,-0.512200082315525,0,0,0,0,0,0,-0.90007881490411,0.354810639412047,0,0,0,0,0,-0.361206998614976
DASH,0,-0.000000000000000000433680868994202,0,0,0.0462579661324648,0.0166341932151732,0,0.160280957912187,0,0.136609772618676,-0.136193867087053,0,0,0,0,-0.231027357389094
XEM,0.732591874882547,0.317332305249754,0.149122784330126,0,0,0.0422403140899476,0.382232737592008,0,0,0.0565015137006702,0,-0.075811338599085,0,0,0,-0.100402409113888
DOGE,0,0.181060580926411,0.189556733761816,0,0,0,0,0,0,0,0,0,0,0,0,0
XLM,0.316878102095668,-0.0490906534215386,0.494452490359618,0,0,-0.0421126397499994,0.0839898196402088,-0.018384590793142,-0.0529034380806473,0,0.0315114941471527,0,0.147350398447459,0,0,0.0918470336758297
DGB,0,0.495489298192537,0.242453939280767,0,0.011524681763745,0.104775550279706,0,0.140202122876007,0,0.268334697717836,0,0,0.494998244270947,0,0,-0.00000000000000000173472347597681
BV010082.INDEX,0,-0.0447103553378459,0,-0.0478479632491189,0.0186412201680139,0,-0.012059386264215,-0.000627745688464267,-0.106311708659568,-0.0887288548344419,0,0,0.120301910244565,0.958040965884961,0,0.0462082188844758
CVIX.INDEX,-0.120940529844778,-0.108011628392369,0,0,-0.0166511909194187,-0.00475346749952425,0.0580879076115397,0,0.113736867885694,0.0251542209053103,0.101915923615168,0,0,0,0,0.164307297928895
DXY.INDEX,-0.0109817886225687,0,0,0,0.0037440243768096,0.00240007606213331,0.0251060561254678,-0.00844661085445267,0,0.0400891339332446,-0.0274631952065409,0.173530726093613,-0.00485826002250318,0,0,0
SPX.INDEX,-0.0404669037148455,0,-0.00498310277911373,0,0.0024789730057944,0,0.00192630847087093,0.00556737463113002,0.0149876048132616,0,0,0,0.0147554127046053,0,0,-0.0683487392704371
VIX.INDEX,-0.730366698648541,0,0.0514304575058881,0,0.0912834696037624,0.0744343856325496,0.0186139619749687,-0.125536431803527,0.0000000000000000138777878078145,0,0.0744841052208708,0.0704555229961805,1.21260894568906,0,-2.23038796672525,0
