,BTC,ETH,XRP,EOS,LTC,BCH,XLM,TRX,BNB,ADA,BSV,XMR,MIOTA,DASH,MKR,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.0715591724189569,0,0.0785190679821546,0.0161315201603003,0,0,0.0336300520931428,0,0,0.210796579394619,0,0.169562416846241,0.0191642476149019,0,0,0,0,-0.0208911106136461
ETH,0,0,0.242041739868663,0.268881377088841,0.0647751123292403,0.106779182082217,0,0.0548287328767762,0,0,0.0935376655141723,0,0.015437108469044,0.09645607706521,0.041365792789833,0,0,0,0,0
XRP,0,0.169425374013477,0,0.2045902735602,0.0227443755351561,0.0033747828245115,0.225313222185188,0,0,0,0.0677508390429045,0,0,0.00538619646666157,0,0,0,0,0,0
EOS,0,0,0,0,0.265044161283716,0.0351128228351132,0,0,0.239311027596596,0.227451528279738,0,0.0950035442466539,0.0642367069912737,0,0.163221233720249,0,-0.0746149085363618,0,0,0.0613213864768664
LTC,0,0.179688704584578,0,0.417488475822364,0,0.0353569176788199,0.106499383237583,0,0,0,0,0.197211946702759,0,0,-0.178231856689243,0,0,0,0,0
BCH,0,0,0,0.294698875725261,0.207731072125348,0,0,0.100140745177772,0,0,0.526301214277552,0,0,0,0,0,0,0,0,0.0965973477210612
XLM,0,0.293110785332502,0,0,0,0.112268578351825,0,0,0,0.127920376370255,0,0,0,0.0784213150709304,0,0,0,0,0,-0.0522876096921785
TRX,0,0,0,0,-0.12300322519316,0.121460963197772,0,0,0.0543176550487523,0.666734527064094,0,0,-0.000000000000000000433680868994202,0,0.00000000000000000173472347597681,0,0,0,0,0.177356457232098
BNB,0,0,0,0,0.263300730034127,-0.0944106924082561,0.523030922080804,0.175152327679847,0,0.133659143261607,0,0,0,0,0,0,0,0,0,0
ADA,0,0.271062506437253,0,0.148544869620738,0.160148983371881,0,0,0.0664544853408218,0.0663533564698047,0,0,0.051148827894429,0.0810415222386082,0.0874548529721047,0,0,0,0,0,0
BSV,0,0,0,-0.0655790756810426,0,0.582612101895182,0.241865479386634,0.0451279741112092,0.000000000000000000867361737988404,0,0,0.0862852734325353,0,0,0,0,0,0,0,-0.0467298907700998
XMR,0,0.252128152953272,0,0.0370537868092855,0.0276497042359321,0,0,0,0,0.155824274307568,0.140996131672081,0,0,0.0991059034699806,0.0965093611879806,0,0,0,0,0
MIOTA,0,0.232921406005233,0,0.39674961565476,0.0304045392947511,0.0605886663141644,0,0,0,0,0.0205639258496311,0.0151722404539405,0,0.0631261396870985,0,0,0,0,0,0
DASH,0,0.116732002129579,0,0,0.0596450478042635,0.0330685331446396,0.141858615250448,0,0,0,0.0576856008983275,0.27248478292997,0.204368921750194,0,0,0,0,0,0,0
MKR,0,0.306177327802786,0,0.392199975703151,0,-0.0666588204751216,0,0.109820994226473,0,0,0,0,0,0,0,0,0,0,0,-0.203864465974024
BV010082.INDEX,0,-0.315378891700444,0.150194435124127,0.0744667020127321,-0.0453424823644267,0,0,0.0445035992926122,-0.176185879975202,0.101688489193815,-0.0138791069212733,0,0,0.116681563938558,0.143707332692766,0,-0.0369065999927164,0,0,-0.0747718527171909
CVIX.INDEX,0,0.156686489180481,0,0,0,0,0,-0.164338585626889,-0.0267926382719143,0,0,0,0,0,0,0,0,0,0,-0.0642138871725373
DXY.INDEX,0,0,0,0.00861153046654785,0,-0.0261113001351639,0,-0.0402570012902895,0,0.00876586820170592,0.0228307525904485,0.0153907981735296,0,0.0216567245549418,-0.0035592080140277,0.0867452705968674,0,0,0,0.0241687000437422
SPX.INDEX,0,-0.0567868519025873,0,0.0669547563071031,0,-0.0203903663787256,0,-0.0120218737887604,0,0,-0.0166514608836806,0.0264635524355563,0,0,0,0.14715129150053,0,0,0,-0.0925653986637293
VIX.INDEX,0,0,0,0.344878356543826,-0.302420133191347,0,0,0,0.39102651815295,0,-0.0903570032390013,0.0868317645346997,0,0,0,0,0,0,-2.21429133969109,0
