,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,MIOTA,TRX,NEO,XMR,DASH,XEM,ETC,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.215835376923208,0,0.105272254665191,0,0.0307800195746386,0,0.0995290011727218,0,0.0208077830865867,0,0,0,0.0822544858735018,0,0,0,0,0,0.0240425584268984
ETH,0,0,0.137202238080509,0.115094265999236,0,0.397025305829032,0,0,0.000694228196698912,0,0,0,0,0.205729135322273,0,0,0,0,0,0
XRP,0,0.283422663114715,0,0,0,0,0.142554832568397,0.115645641444793,0,0,0.127046188733656,0.065528207109162,0,0.0137173318567793,0.077123675173447,0,0,0,0,0
BCH,0,0,0,0,0,0,0.0559744975667168,0.137201317887627,0.204676172556089,0,0,0,0,0.17302217225407,0,0,0,0,0,0
EOS,0,0,0,0,0,0,0.210393200857191,0,0,0,0,0.264164939681013,0,0,0,0,0,0,0,-0.0338659757920971
LTC,0,0.451368623745998,0,0.120606067534243,0,0,0,0.118910122201148,0,0,0.11788732618432,0,0.00654081600446593,0,0.110740476058668,0,0,0,0,0.0192448070576488
ADA,0,0,0,0,0.0339507442402237,0,0,0.017196613420974,0.131673791079267,0,0.292809506630559,0,0,0.202615783483633,0,0,0,0,0,0
XLM,0,0.0332112026312514,0,0.0259785726232047,0,0,0.206586600696937,0,0,0.0246734506129338,0.124738117819771,0.205732160695861,0,0.25567127146835,0.0776434003364527,0,0,0,0,0
MIOTA,0,0,0.279825112029253,0,0,0,0.0924748619542811,0.11927839928747,0,0,0.0851758440634023,0,0,0,0.254658600276857,0,0,0,0,0.0176596843418931
TRX,0.297455704077601,-0.216332026509834,-0.659688301882092,0.29970121424904,0.0858564850027863,0,0,0.453809977839972,0.091153640572482,0,0,0,0.36848529714978,0,0.0782863458061619,0,-0.0985722270720032,0,0,0
NEO,0,0,0,0,0.095810202703509,0,0.0196640336372219,0.137205473226684,0.20779873409988,0,0,0.0842448689463341,0,0,0.252327202718397,0,0,0,0,0.049158209999382
XMR,0,0,0.234289603444015,0.0189802755804714,0,0.255175458799313,0,0,0.0504885632288439,0,0,0,0.156409049537834,0.0850224526869398,0,0,0,0,0,0
DASH,0,0.028854793772243,0,0.117731374258499,0,0,0,0.196047357590039,0.170499586405085,0.0277773772564918,0.118385661884048,0.108989445899521,0,0,0.00275140848650242,0,0,0,0,0.037854381534821
XEM,0,0.17020762481567,0.158974125108678,0,-0.0337375940290875,0,0.0652207817110038,0.369840310845341,0,0.118382157129963,0.0684244794448634,0,0,0,0,0,0,0,0,-0.0841015081034581
ETC,0,0,0.279484790026233,0,0.00501698663776818,0.344630404592704,0.102121478716229,0.103552282228955,0.00332276413037081,0.0488102202737537,0.0639736987630083,0,0.0259866238821754,0,0,0,0,0,0,0
BV010082.INDEX,0,-0.00425608358951502,0,0,0.00445343746086223,0,0.0233612090290844,0.0198704170908967,-0.00833276206796928,-0.00518856591942538,0,-0.0415909970713741,0.112340596982453,-0.106664339925456,0,0,0,0,0,-0.0569712348794629
CVIX.INDEX,0,-0.00203504823512996,0,0,0.0292126477211877,0,-0.104578074747264,-0.0195335708903685,0.0391252829990236,-0.0220155135459172,0,0.102096581752256,-0.186874185888862,0.121192437786682,0,0.280290119033956,0,0.471523136852938,0,0.0776655062496227
DXY.INDEX,0,0.0365362487458482,0.011595261274013,0.00397334753940788,-0.000000000000000000216840434497101,0,0.0191020842213141,-0.00789495736820365,-0.0200846187121984,-0.00035816799140016,-0.0000000000000000000135525271560688,0,0,-0.0317236500317872,0,0,0.0490369951432656,0,0,-0.00368075146809419
SPX.INDEX,0,0,0,0.0327900961708092,0.00252531509527783,0,-0.00651641896547331,0,-0.00734728161794458,-0.0275154031092185,0,0,0,0,0,0,0,0,0,-0.127662142772292
VIX.INDEX,0.247312030567576,0,0,0,0,0,0,0,0,0,0.198324739608999,0,0,-0.0855720580321335,0,0,0,0,-1.17893744388691,0
