,BTC,ETH,XRP,BCH,LTC,EOS,BNB,BSV,XLM,ADA,XMR,TRX,LEO,HT,DASH,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.342933786718019,0,0,0,0,0.362425627775902,0,-0.114798451415236,-0.132374257980445,0.216122034996914,0.0257653724235525,0.0100179443501699,0.00960671538117719,0.0365339935325406,0,0.154079631295223,0,0,-0.029840389278628
ETH,0.155453471137188,0,0.0486075874693867,0.101250459241793,0.0553200089775246,0.304879496460661,0,0,0,0,0.112702113015351,0,0,0,0.0752598729643041,0,0,0,0,0.0347425605866644
XRP,0,0,0,0,0.0048102086049757,0.102751016103128,0,0,0.118415869453323,0,0.0989884677688386,0.275449496541324,0,0,0,0,0,0,0,0.0110948284562627
BCH,0.0884811615592753,0.314832215008457,0.00808598350045081,0,0.234973594811043,0.0717336690171303,0.0516156578334957,0,0,0,0.0182803464040026,0.0590619428587894,0,0,0,0,0,0,0,0
LTC,0,0,0,0.237161640242034,0,0.203215373014729,0,0,0,0.244974446720683,0,0.0305182326544975,0,0,0.0819168264447338,0,0,0,0,0.0125454507560155
EOS,0.00888342304061203,0.0896915615365468,0,0,0.221080630097852,0,0,0.34899324022242,-0.0830355267505812,0.34279984340102,0,0.00000000000000000173472347597681,0,0,0,0,0,0,0,-0.020402355381166
BNB,0,0,0,0.316061799982223,0,-0.100610206577186,0,0,0,0,0.146442251824856,0.20058839615096,0.00128566375518948,0.19438001035503,0.0918882109224824,0,-0.0950042620175063,0,0,0
BSV,0,0,0,0,0,0.244054631713641,0.0820732543111596,0,0,0,0,0.269327886998758,0,0,0.0229456573498416,-0.123963681290532,0,0,0,0.0157006405873404
XLM,0,0,0.147388208770651,0.396080874729146,0.119301588449997,0,0,0,0,0.063420374895252,0.133271882640008,0,0,0,-0.0592310596104192,0,0,0,0,0
ADA,0,0,0,0,0.240846657058899,0.121363971544239,0,0,0.162902563832,0,0,0.317050068767205,0,0,0,0,0.0370623428732831,0,0,0.0109141408189448
XMR,0.498181930363873,0,0,0,0,0.0241266052331768,0.148085505523969,0,0,0,0,0,0,0,0.340856881894915,0,0,0,0,0
TRX,0.0489893941656011,0.232940522379396,0.765408128245077,0.188573085472597,0.171731132332929,0,0,0.0892184204144342,0,0,0,0,0,-0.139380928367978,0,0,0.0459135613085763,0,0,0.0682195153287942
LEO,0,0.0634924943593968,0,0,0,0,0,0.0956082512715276,0.0262562145066879,0.0237787694664401,0,0.0849576987913718,0,0,-0.00764287190583632,0.348093324327395,0.110081957759795,0,0,-0.0401063752023416
HT,0,0.306624984932943,0,0,0,0.00312466317598131,0.496180893472445,0,-0.0165985454441273,0,0.00000000000000000346944695195361,0,0,0,0.0645408595835802,0,0.262318017412754,0,0,0.00503056037913974
DASH,0.205591783696456,0.00978996757038505,0,0,0.112646684599582,0.00419054906765342,0.0158734391577169,0,0,0,0.274708781242103,0,0,0,0,0,0,0,0,-0.00826337016637905
BV010082.INDEX,0,0,0,0,0.381755653948753,0,-0.00908253933975039,0,0,0,-0.473890191453813,0,0.211468576992111,0,0,0,-0.107123179356857,0,0,-0.134255873608244
CVIX.INDEX,0.218425868992282,0,-0.187589175089666,0,-0.344765380995882,0,-0.671893317330602,0.298868568589286,0.0576784029243573,0,0,0.458542496753013,0.241386631601669,0.139572295667463,0.0269715060470288,0,0,0,0,0.0644673212284978
DXY.INDEX,0.0176826555238858,0,0,0.012323632390162,0,-0.011096804324493,-0.0227134374982183,0.0117628790835781,0.0126913336324722,0,-0.0427190259071589,0,0,0.00805672337148136,0,0.0186455278614437,0.0151787139906304,0,0,-0.01097781657635
SPX.INDEX,0,0,0.0699626214230323,0.00587083682118057,0.0349044629221642,-0.0652987745085549,0,0,-0.00864443098710563,0,-0.018374115156391,0,0,0,0,0.0687753477308168,0,0,0,-0.0956325483178943
VIX.INDEX,0,0,0.473985075561429,0,0.586638787395292,-0.224475145429314,-0.0048266229531068,0,0.00000000000000000693889390390723,0,-0.267749913685438,-0.130066393960312,-0.24457705519859,0,0,-0.107276476782714,0.126422460509295,0,-5.54475000813398,0
