,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0500188846371239,0.706019736605401,0,0.0649086864052553,0.0183671581115963,0.0733577323111715,-0.0190528059158584,0.0273240557778938,0,0,0,0,-0.0399206255419591
XRP,0.474291995778315,0,0.257930913516572,0.170189619980899,0,0,-0.163741474041971,-0.128853591160362,0.0553735961539764,0,-0.00000000000000000693889390390723,0,0,-0.0422724111365584
LTC,0.634962590635236,0.13227675950391,0,0,-0.00000000000000000173472347597681,0,0.0396244140899998,0.00654527195061235,0.00845793583428513,0,0,0,0,0.0292255545854458
DASH,0,0.0756201365773101,0.326931833438637,0,0.240849402417336,0,0,0,0,0,0,0,0,0
DOGE,0.117230805544346,0,0.603206559456804,0,0,0.053613711693954,0.0483040965979479,0.0493308782889308,0,0,0,0,0,-0.0426818532757771
XLM,0.449892405010524,0,0,-0.101498041034717,0,0,-0.339872468855133,0,0,0,0,0,0,-0.235054168086168
XMR,0.0800351708747506,-0.474823483409125,1.52004585947141,-0.191624498540182,0.219482086706097,-0.124872113984568,0,0,0.135677174809008,0,-0.906843479839554,0,0,-0.744516204988785
XEM,-1.43478282441246,-1.04995040710691,2.90696089061658,0.0788169537388345,0.85762674466964,0.695431503199387,-0.614635739584963,0,0,0.670176016342888,-0.483838761124716,0,0,-0.733122075524808
DGB,0.66700284204994,0,0,0,0,0,0.0380782219279991,0,0,0,0.0840983634056259,0,0,0
BV010082.INDEX,0,0,0,0.00349638272025131,0,0.0326971887163806,-0.0269547229589529,-0.0453032704829743,0,0,0.0556375355359405,0,0,0.0586400782614838
CVIX.INDEX,0,0,0,-0.0304297623064745,0,0,-0.0818989272278847,0,0,0,0,0,0,0.0906594902492196
DXY.INDEX,0.0173477764410232,-0.023970301520643,0,-0.00993525685039894,0.0317774448995199,0,0,-0.0294107751658559,0,0.24757505135661,0.068492830841612,0,0,-0.0125817730048991
SPX.INDEX,0,0.00837622938085006,-0.00761973626906371,-0.00747217226945998,0,0.0210302825416367,-0.000557255588609499,-0.00144283784933474,0,0,0,0,0,-0.0964351438427829
VIX.INDEX,0,0,0,-0.0000000000000000000271050543121376,0,0,-0.316117693582002,0,-0.0465454627593273,0.278350277497001,0.0624337862988651,0,-3.02463438342527,0
