,BTC,ETH,XRP,LTC,ETC,DASH,XEM,DOGE,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.00101194148891223,-0.0371118403795225,0.563815603623704,-0.0218270522452057,0,0.0538930940081852,0,0.141857729432646,-0.0258873169559382,0.0787074229591691,0,0,0,0,-0.00978588159310905
ETH,0.334325468495113,0,0,0,-0.214685674819169,0,0,0,-0.83399049982706,0.0879569601784603,0.858027253218398,0,-0.299469376113679,0,0,0
XRP,0,-0.0303035839113595,0,0.0273215350813763,-0.022328775470945,0.0676283355315781,0.00166131322743631,0,0.0352774713268663,0.0843876581662676,0,0,0.347097650152501,0,0,-0.0749388127937596
LTC,0.825561728096949,-0.0364844165413901,0,0,0,0,-0.0502678934653769,0,0,0.085201474239494,0,0,0,0,0,-0.0754612399204178
ETC,0,-0.603489415472111,0.174737647972478,0.588478058800747,0,0,0,-1.01630582058469,-0.977671895098256,0.204296675133233,0.462353076595724,0,0,0,0,-0.164851145522034
DASH,0,0.0321471417477393,0.138404382722768,0.144263163021177,0,0,-0.0381390071006809,0,0.0420266662035766,0.116376221975719,0.129903645494379,0,0.150943628849022,0,0,-0.0304239908749512
XEM,1.21278567830995,0,0.168144241106458,0,0.0582673376534116,0.430747632521828,0,0.191292622505293,0,0.555396760052226,0.183925275666424,0.440259486323879,0,0,-0.724322060570043,0.224421060348854
DOGE,0.375716019922732,0,0,0.352505359434445,0,-0.00000000000000000173472347597681,-0.0222383600072597,0,0.0207140425575637,0,0.00818974406375544,0,0,0,0,0.107417998635648
XMR,1.36468595430339,-0.0456788252717092,0,-0.218865268967665,-0.0575825612053337,0.0985481701592677,-0.0975872778056565,0,0,0,0.02381609060356,0.663152816304412,0,0,0,0.0992600427779058
XLM,0.272509390995899,0,0,0,-0.0387163750817612,-0.0729658085597705,0.189116604932976,0,0,0,-0.178528207176988,0,-0.150260088029507,0,0,0.116227220458628
DGB,-0.177454710572355,0.532839970748724,0,0,0.115619463816023,0.337723887928996,0.0903425098470225,0,0,0.168337430960682,0,-0.130819853873343,0.835819382392,0,0,-0.271427579396097
BV010082.INDEX,-0.258933293964551,0,0,0,0.0332124491020259,0.0754611038045472,0.0683412983516094,-0.0779170699229501,0.0516724083850642,-0.0120395037860507,0,0,-0.0459203887981125,0,0.594743135043697,-0.0422875369332244
CVIX.INDEX,0,-0.122326811090447,0.062682383507848,-0.154569549811478,0.0157683143768731,0.379527208690319,0,0,0.0453371809190662,0.053616642466889,-0.00395200186272953,0,0,0,0,0.141398002710052
DXY.INDEX,0,-0.000612950845746099,0.0152729970254916,-0.0162072253871723,0,0.0124918240462529,-0.00367953442215738,0,-0.00805307940648444,0,-0.0129800067416085,0.080576111431404,0.0957889511000706,0,0,-0.0198703626993314
SPX.INDEX,0,0,0,0,0,0,-0.00671171880620448,0,0,0.0111937524110544,0,0.00731263593639916,-0.00426928281628554,0,0,-0.0830476391171778
VIX.INDEX,0,0.275975925149307,-0.53457921520975,-0.200726633312702,0.133504799487537,0.303578232565422,-0.0962962804309766,-0.510084197084558,0,0.449641008577821,-0.198870285050062,0,1.012770287194,0,-0.635615914085867,0
