,BTC,ETH,XRP,LTC,EOS,BCH,BNB,XLM,TRX,ADA,BSV,XMR,MIOTA,DASH,MKR,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.144625092710899,0,0,0.0723593903394235,0.147684670850724,0.0195525209884922,0,0,0.0840272068013559,0,0,0,0.0168367474646151,0.030028126682647,0,0,0,0,0
ETH,0,0,0,0.19754140706703,0.0913006707066468,0.268220336214543,0,0,0,0.182624534454961,0,0,0.0795259975041527,0,0.0938685195894659,0,0,0,0,0
XRP,0,0,0,0.0458058469203451,0.181287950771711,0.129163341070426,0,0.0727586059835112,0,0.125400329683913,0,0,0,0,0,0,0,0,0,0
LTC,0,0.296534431851395,0,0,0.323551862212739,0.10224948007113,0.0375012311417257,0.0887592662035326,0.0555579964235746,0.222214399456251,0,0,0.0976764891255453,-0.254824078386736,-0.204052040894886,0,0,0,0,0.137616122747393
EOS,0,0.307570732261591,0,0.277045905838953,0,0.169714489481054,0.129430668835517,0,0,0.0149548989386706,0,0,0,0,0.203571748307922,0,0,0,0,0
BCH,0,0.0344739672022262,0,0,0.387165360595541,0,0.0164522967639219,0.0398057535276096,0,0,0.270137489766283,0,0.0193002218877942,0,0,0,0,0,0,0
BNB,0,0,-0.291644994310126,0.392913621369824,0.0304035139415708,0,0,0,0.473017353318039,0,0,0.114133585226972,0,0,0,0,0,0,0,-0.0645388550755576
XLM,0,0,0.15338575387543,0,0,0.0903338878464509,0,0,0.0161354547042125,0.327306938141425,0.0829914875063531,0,0.0925853870235462,0,0,0,0,0,0,-0.0440898016770575
TRX,0,0.184243899164768,0,0,0,0,0.153188932117679,0.14897856189492,0,0,0,0,0.0650977147443198,0,0,0.0196613866032954,0,0,0,0.301507635291204
ADA,0,0.199978092041188,0,0.117827945286969,0.109859571375413,0.213003215207034,0.0450898765075802,0,0.0354632214596464,0,0.0269754465835958,0,0.161210428377527,0,0,0,0,0,0,0
BSV,0,0.0724223225537119,0,0,0,0.499900749131941,0,0.104429913148871,0.0348554516185214,0,0,0,0,0,0.0762487685820749,0,0,0,0,0
XMR,0,0.231364707522716,0,0,0.000000000000000000433680868994202,0.0987313445446488,0,0,0,0,0.0492205100902146,0,0.160207609131576,0.058947188169297,0.0489191040387697,0,0,0,0,0
MIOTA,0,0.258308523514823,0,0,0.00000000000000000346944695195361,0.0391352192328383,0,0,0,0.338931685492009,0.05242490369096,0.0960715178361294,0,0,0,0,0,0,0,-0.0419881561101799
DASH,0,0,0,0.0434179978267602,0,-0.00000000000000000693889390390723,0,0.0224688748045902,-0.0487619597228432,0.374419615581753,0,0.184313312450428,0.262307990914554,0,0,0,0,0,0,0
MKR,0,0.607171575852608,-0.427778288500216,0,0,0,0.00000000000000000173472347597681,0,0,0,0.373815425491405,0.381944253282475,-0.0893942985439574,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0.0497151344148399,-0.0706082191387068,0,0,-0.0269182043585852,-0.122588725500175,0.0594699102261332,0,0,0,0.0596299271465017,0.0430040872671572,0.0647359922341277,0,-0.117973702301404,0,0,0
CVIX.INDEX,0,0,0.231635548187015,0.0735192235737843,0,0,-0.016296025966329,0.127985304636136,0,0,-0.110052558670235,-0.181330302066766,-0.287744461873907,0,0,0,0,0,0,-0.120512001555222
DXY.INDEX,0,0,0.0184107357428364,0,0,-0.0213351854205536,0.00255267363731811,0.0234602434790654,-0.0414790997939065,-0.0102889529716014,0.0115949407421712,0.0194628082897191,0,0.0237422024103909,0.00296055377932258,0.0572880362516759,0.0399288194593003,0,0,0.0258112347613964
SPX.INDEX,0,0,0,-0.00169080112002592,0,0,0.00604161992344549,0,0.00660102631081345,-0.0166422716663628,-0.0161778284362693,0,0,0,0.00609855652860282,0,-0.0412376304154902,0,0,-0.0707952567676736
VIX.INDEX,0,0,0,-0.0624525259600515,-0.0503501804219136,0,0.196739230531704,0.198223477227175,-0.107872337751183,0.0401326560159565,-0.285373229264476,0,0.437059714706335,-0.392256326698212,0,0,0,0,-3.5180656862462,0
