,BTC,XRP,ETH,LTC,DOGE,DASH,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.688270269526479,-0.0156069231891705,0.130569676577247,0,0.255985509972993,0.00502827561306929,0.0403668394188758,0,0,0,0,0
XRP,0,0,0,0,0,0,0.114949715185406,-0.0334308832801531,0.0548896961436968,0.0991054621420304,0,0,0,0,0.0195840256795088
ETH,0,0,0,0,-0.148505016118032,0,0,0,-0.00988267749808254,0.0778878715274428,0,0,0,0,0.119598457402576
LTC,0.694746970384145,0,0.0334325607974213,0,0.0594500842258294,0,0,0,0.0209144617998726,0,0,0,0,0,-0.0424769076806226
DOGE,0.0000000000000000277555756156289,0,0.0504995811577727,1.02601906898364,0,0.0744298224960787,0.37110249089137,0.169886079364195,0,-0.287876829088623,0,0.47676589245041,0,0,0
DASH,0.400049497489756,0.29541994854891,-0.386514467171763,0,0,0,-0.331040208464882,-0.35202556623602,-0.095933302143165,0.0364175146280568,0,0,0,0,-0.0199596369277636
XLM,0,0,0.0102407768039037,-0.0000000000000000138777878078145,0.348828296275069,-0.142252758220334,0,-0.120140062496152,0.130226090804812,0.120282460891906,-0.667445089520121,0.565230671020868,0,0,-0.198752470296778
XMR,0.777944942212662,0,-0.152558515668039,0,0.0197737987943573,-0.102713466764303,0,0,-0.105662341510655,0,0.862032815976402,0,0,0,-0.0344244427345995
XEM,0,0.0457618225366513,0,0.18053935335611,0,-0.155741975604514,0.0973015484987531,-0.0972536975367198,0,0.0361671371142967,1.36296936809809,-3.07337219849563,0,0,0.160263998135874
DGB,0.974910461374677,0,0.0144765061694728,0,-0.212153833174506,0,0.250741450864535,0,0.131497432765007,0,-1.10371767644716,0,0,0,0.112361143729589
BV010082.INDEX,0,0,0,0.0617538224859,0.0218649172482485,0.0277029819272844,0.0378914625093927,-0.00000000000000000173472347597681,0.0175288599287373,-0.0605281754863411,0,-0.263928397673273,0,0,-0.0189992252020295
CVIX.INDEX,0,-0.0953278146870883,-0.066446845701634,0.0631393196848345,-0.00481150559620359,-0.0433036027665505,-0.0151801124554186,0,-0.0353118429055765,0,0,0,0,0,0.116740151219187
DXY.INDEX,0,0.00415550213419696,-0.000000000000000000216840434497101,0,-0.00299570164003604,0,-0.0365692121584097,0.0316757160900058,0.0014733678945161,0,0,0.0624378113266515,0,0,-0.0293724120747222
SPX.INDEX,0,0.0253117567151585,0,0,-0.00577742561560163,0,0.0122083636442831,0,0.00122100627226106,0,0.0231684129575182,0,0,0,-0.121689381391206
VIX.INDEX,0,0,0.00342618046320909,0,0,-0.00000000000000000693889390390723,0,-0.24457700943121,-0.099918585802504,0.271770644448208,0,0.149455912978305,0,-3.44372446901934,0
