,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,MIOTA,TRX,NEO,DASH,XMR,XEM,ETC,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.140888792294105,0,0.0373753456732279,0.031233815628486,0.138076869010379,0,0.0487449741959839,0.187265754044841,0.0495034898919057,0.00892150667609419,0,0,0.0373136478678362,0,0,0,0,0,0.0301418497817366
ETH,0.196407019760644,0,0.175591420106476,0.105991499773094,0,0.434668134426834,-0.000000000000000000433680868994202,-0.0793278565422435,0.00000000000000000346944695195361,0,0,0.0334401692272889,0.0386805067560916,0.0516970472903819,-0.0025622634204598,0,0,0,0,-0.00711110699802549
XRP,0,0.287813806233928,0,0,0,0.0764861560381212,0.159197579397956,0.0377047001070222,0,0,0.158896690573856,0,0,0.00312585866646274,0.0880917817173303,0,0,0,0,-0.0545516816785629
BCH,0,0.152587096688314,0,0,0.0502958993262092,0.0355934321328842,0,0,0.232833448658585,0,0,0.2477849023532,0,0,0,0,0,0,0,0
EOS,0,0,0,0.429942004730395,0,0,0.192396063785622,0,-0.180398533978868,-0.00000000000000000346944695195361,0,0,0.229828937653069,0,0,0,0,0,0,-0.155291948812181
LTC,0,0.17483959224166,0,0.209692492380095,0,0,0,0.131989481473144,0.0915767417830748,0,0.0536234916510377,0,0,0.0812658618205681,0,0,0,0,0,0
ADA,0,0,0,0,0,0,0,0,0.0782855116095191,0,0.333450166659199,0,0.178844870007904,0.318390127988052,-0.000000000000000000433680868994202,0,0,0,0,0
XLM,0,0.0302669057484124,0.118262359478895,0.0928773536499976,0.0195353436983934,0,0.164518359795853,0,0.0584859953525805,0.0401523218046909,0.113686804896723,0,0,0.190642008378353,0.0822293637964255,0,0,0,0,0
MIOTA,0,0,0.187945672081265,0,-0.0107181862299544,0,0,0,0,0,0.232263575263193,0.0549774427912936,0.201784456932956,0.119280551303406,0.176765212899765,0,0,0,0,0.0613166841378631
TRX,0.387401776658357,-0.231639597839462,-0.730826873267795,0.286782639581101,0.0859375370612513,0,0,0.366245021276017,0.10206788090659,0,0,0.348281779912401,0,0,0.230152727215807,0,-0.264086194370165,0,0,0
NEO,0,0,0.00277264314967215,0,0.0681984334223519,0.126212250638713,0.036545243959837,0.140997759618871,0.119994945442295,0.0380431327595463,0,0,0.20342592194701,0.0370655241475084,0.197309352777659,0,0,0,0,0
DASH,0,0.367098225088531,0,0.0997973566213341,0,0,0.0721455668480667,0,0.11364597360566,0.102588414062554,0.0705870659266535,0,0,0.0449655344466622,0,0,0,0,0,0.0455712294235346
XMR,0,0.0406129946015729,0,0.155342304410261,-0.0335242326759417,0.157252664982443,0.0517309188453269,0.250594720208474,0.052181985720101,0.157835598215749,0,0.0756556482757828,0,-0.0948185230954142,0,0,0,0,0,0
XEM,0,0.600886083088172,0,-0.0398945053507315,-0.158704730773633,0,0.216742984145333,0.520457352567634,-0.261543512423727,0.222510461924653,0,0,-0.162280938322521,0,0.145052580052096,0,0,0,0,-0.0178090586931384
ETC,0,0.322357003160347,0.0385550769306277,0.0189561870776159,0.103342950408014,0.077859521024077,0.0712208323498631,0,0.12433130265778,0.0854123323299536,0.0233675101474984,0.048784494427093,0,0.0680435908855809,0,0,0,0,0,-0.0177067873927181
BV010082.INDEX,0,-0.0412972110846077,0,0,0.00331964363511537,-0.015641570200154,0.0184053458468915,0,0,-0.02261427560656,0,0.0926015904683104,-0.0343661437798415,-0.00608188396327596,0,0,0,0,0,-0.0460694840260681
CVIX.INDEX,0,0,0,0,-0.00446951731756024,0,-0.101059388650488,0,0.075174782609723,-0.0382697989734932,0,0.152303223506978,-0.0788393028192093,-0.13332063305577,0.122565460749611,0,0,0,0,-0.0252771955232127
DXY.INDEX,0,0.0123430324511895,0.00666191823242849,0.00435118323856678,-0.0024320943357437,0,0.0163869190374869,-0.0273559377969927,-0.0251600679917046,-0.00839668531540122,0,0.0353819140039101,0,0,0,0,0.0532091816220922,0,0,-0.00766726453753718
SPX.INDEX,0,0,0,0,0.00276642052589922,0,0.00348196063723254,0,0,-0.0275997165211541,0,0,0,0,0,0,0,0,0,-0.129268769526384
VIX.INDEX,0.041303749011855,0,0,0,0,0,0.0110882322487901,0,0,0,0.077379619178287,0,0,0,0,0,0,0,-3.34000335287758,0
