,BTC,ETH,XRP,LTC,DASH,DOGE,XMR,XLM,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.77493132841083,0.0658755809863045,0,0,0,0.0108850051774622,0.0103951319009447,0,0,0,0,0
ETH,-0.822996274159207,0,0.393277520522025,0,0.100614103616,0,0.271126423090581,-0.629520628781115,0.185049931727168,-0.0237610599907706,0,1.07290288127734,0,0,0.237873026421314
XRP,0.148171098920701,0.0215664071668796,0,0,0,0.0343426288390629,0.0531832639442943,0,-0.0178158915758269,0,0,0,0,0,-0.0842785575349706
LTC,0.72575135751793,0,0.0792766260258718,0,-0.0161581373329851,0.0212350750493536,0,0.0292085157662608,0.0111796736999679,0,0,0,0,0,-0.0246601366767582
DASH,0.774308202050857,-0.0803808446231341,0,0,0,0.0525965825924039,-0.196388942717935,-0.178011564240329,-0.0631459684737943,0.4078260577845,0,-0.646791186143438,0,0,0.318730889562861
DOGE,0,0.294738198533172,0.0815436391675339,1.14700265213588,0.261242241957913,0,0.119219841491299,0.655040240156947,0.0653883757137009,-0.136562558744008,0,0,0,0,0
XMR,0.321906964110058,0.306307085857763,-0.137532667628991,0,0.0545933163973058,-0.377345596070001,0,0.967354076001779,-0.374535131893317,0.160551487804944,0,0,0,0,-0.222555718992097
XLM,0,-0.0990259750993672,0.3573271790155,0,-0.347723232543394,0.248392759701379,0.15103451073268,0,0.178966555935327,0,0,0.515109750280464,0,0,0.367924725609616
XEM,-1.68257868475944,0.0710752035719136,0,2.12242674284855,0.251045254300023,-0.0573852700657649,-0.0360056046983954,0.130853733860551,0,0.0454977954765271,1.70410208073313,0.534449678156042,0,0,-0.310584333507837
DGB,0,0.135661917331689,0.268027726841388,0,-0.0722743612606987,0,-0.234440508316392,0.487622879015907,0,0,0,0.550480207633279,0,0,0
BV010082.INDEX,0,0,0,0,0,0.0146702124418821,0,0,0.0202917434788816,-0.0177219437280913,0,0,0,0,-0.0975161933321721
CVIX.INDEX,0.332012680714093,0.0306481853722996,-0.125063146955759,-0.468680136938358,0.0170009517354703,-0.0154833463322569,0.0433254290030408,0.064132748285995,0.0136314148566335,0.0101470476904562,0,0,0.657237085030252,0,0.16504043226648
DXY.INDEX,0,0,-0.0941605946310642,0,0,0.00321584725047582,0,0,0.00462602300334289,0.0049799103088175,0,0,0,0,-0.0156343869947774
SPX.INDEX,0,0,0,0,0,0,0,0.00951117914589936,0,-0.0122945238120757,0,-0.0771052108126416,0,0,-0.135273493260144
VIX.INDEX,0,-0.0713453575708435,0,-0.249082294876228,0.20430793712901,0.0955710331624698,-0.0681755124452942,0,0,0.048375879654802,0,0.416984059621913,0,-1.39733257852575,0
