,BTC,ETH,LTC,XRP,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.118112300641366,0.289238354263678,0.0986232094925187,0,-0.047239137182329,0,-0.0079178707230218,0,0.0433166525619368,-0.115881726165906,0.00941995946074642,0,0,0
ETH,-1.43372050177341,0,0.13366423524732,0.33338767661603,0.0464875036188604,-0.930823788029148,0,0,0,0.207873025543495,0,-0.103005343863752,0,0,0
LTC,0.566942458969922,-0.0191484551273307,0,-0.0269630743740146,-0.218193326171397,0,0,0,0,0,0,0,0,0,-0.0164595098042615
XRP,0.643356916917845,0.115487469991115,0,0,0.136345968459227,0,0.0696249689179475,0.147250109201308,0.225587282866798,-0.236449471318654,-0.275816136790821,-0.0367228276171084,0,0,0.0735340464627265
DASH,0,0.224862072641515,0,0,0,0.191782579087303,0,0,0,-0.0116102071620376,0,0,0,0,0.031475261408494
DOGE,0.0582878906449955,-0.0829122413944456,0.313804049246276,0,0.0326197313189751,0,0,-0.0832029116361544,0.0935052482775177,0.0844286079312268,0.457706360757316,0,0,0,0.100508295200355
XEM,0,0,0,0,0,0,0,0,0,0.253924682714124,0,0,0,0,0
XMR,-0.532325534378055,0.442963854306319,0,0.138554066101137,0.217524059326797,0.341037353683121,-0.204342906181396,0,0.441301175810533,-0.179321313751399,0.1983988580352,0,0,0,-0.731339025048741
XLM,0,0.0715563892471102,0.285042752872086,0.346242925451147,0.0363662286263512,0.0734973120458349,-0.055583562024146,0.183655870547248,0,0.0772312855869758,0.0411125278489911,0.394680608627395,0,0,-0.0634925670032986
DGB,0,0.363390026048342,-0.304600667505116,-1.2485787373137,0,0,0.517607917781173,0.494617105432138,0.241107123566511,0,0,-0.589729036297164,0,0,0
BV010082.INDEX,0,0.0534555284816139,0.000000000000000000216840434497101,0,-0.0387503286894494,0.116614342987937,0.0654030162969137,0.0987546624588949,0.191891715621298,-0.0817876746258056,0,0.149233388586123,0.635898991772092,0,-0.0231241540754492
CVIX.INDEX,0,0.0354967612122319,-0.207649687619105,0.109039280593543,-0.1826491314863,0.0804702874788954,0,0,0.327770477937752,0.0585017120106389,0,0,0,0,0.114925282738652
DXY.INDEX,0,-0.0174495323138053,0.028673502594889,0.0173218256260175,0,0,-0.0137561207346266,0.006009465238986,0,0.0250008487607393,0.0748204880390071,0,0,0,-0.00608697664667598
SPX.INDEX,0,-0.00932233211696718,-0.0333797771523474,0.0165394802811879,0.00706772652784481,0,0.00952033855309365,-0.0150193498368151,0,0.0084379934611998,0,-0.0227643994506487,0,0,-0.0887997277828309
VIX.INDEX,0,0.129616886294926,0,0.000345603599654212,0.448363424779358,0.468042531467396,0.0530144676446757,-0.411489918933665,0.122674311424579,-0.141769958257632,-0.252710168757633,0.0166408572500549,0,-2.64428739608511,0
