,BTC,ETH,XRP,LTC,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.0903553074358142,0.00199582361641534,0.25229730099894,0,-0.0412891483473935,-0.0447125077674788,-0.0271889557716673,0,0.0151959767743672,-0.0645154170939316,0,0,0,-0.00197710512157079
ETH,-1.35718763548717,0,0.340071066229489,0,-0.124914193225357,-0.991147393321431,0,-0.0560366233408531,0.230478067469502,0.0816437229584769,0.192677294238044,-0.340415450626652,0,0,0
XRP,0.865641611358778,0.0806199037448533,0,0.066997430224551,0.347080569671992,0,0.154387133351812,0.160219962378815,0.214943437261175,-0.152408518733404,-0.151374414356739,0,0,0,0.0845696874610666
LTC,0.66956899303778,-0.0766335866295465,0,0,-0.0663511796927303,0,-0.0261240042879422,0,-0.0390333793789906,0.044881218010452,0,-0.0201323783527902,0,0,-0.0475228578305772
DASH,0,0.23508352551996,0,0,0,0.1559734562389,0,0,0,0,0,0,0,0,0
DOGE,0.202085096939664,-0.0590544997214295,0,0.189261715593138,-0.048069492597421,0,0.0390191664213412,-0.0792265744340656,0.083292885186968,0.0505744772906116,0.469809151011404,0,0,0,0.0572384241338892
XEM,0,0.0697843837983226,0,-0.137225151966993,0,0,0,-0.000000000000000000867361737988404,0,0.0875418956102903,0,0,0,0,0
XMR,-1.00628586853164,0.313208808944452,0.221579112746508,0,0.387416835771364,0.177254925714498,-0.198141498428804,0,0.45528347260241,-0.140522192761815,0.269062705883606,-0.306228365065982,0,0,-0.594892951476257
XLM,0,0.161831141859524,0.402428187744893,0.438201897088126,0.0969189891013844,0.155351328330174,-0.0342108776855036,0.0899720267738306,0,0.0154744410689924,0.0476721951688113,0,0,0,-0.0590908973894055
DGB,0,0.258131444329989,-1.12683074901019,-0.474343299467425,0,0,0.697159382915883,0.682570313667166,0.598949612167666,0,0,0,0,0,0
BV010082.INDEX,0,0.048748244661991,-0.0967125484687469,0.155954821548216,-0.0877598331676459,0.119121277258724,0.058773527358135,0,0,-0.00593964624033233,0,0,0,0,-0.121923635310045
CVIX.INDEX,0,0.0490376628068063,0.31386981747002,-0.127223327519591,0,0.152110709185247,-0.148245864107676,0,0.0569335479206796,0.0535954804716068,-0.128060484329437,0,0.768443126967988,-0.29391108003063,0.04181616875575
DXY.INDEX,0,-0.0188673621754261,0.00622854755061704,0.0452659158480204,0,0,-0.00170552586842289,0.0269780858825291,0,0.0121234594953487,0.0569054651139665,0.00613130687369116,0,0,-0.00516739096031274
SPX.INDEX,0,-0.00233254171825223,0.0153271295697497,-0.0232729849750499,0,0,0.0160138546130319,-0.0119598602268337,0,0.00283325322003647,-0.0305940082620686,-0.0264316339320603,0,0,-0.0900518579634155
VIX.INDEX,0,0.0843767839711161,0,-0.0476960729981223,0.160080063265102,0.367160096705695,0.0742482277732131,-0.215019573375756,0.157564370875388,-0.0758116850270193,-0.24390279795234,0.193648003088872,0,-5.27124302917121,0
