,BTC,ETH,XRP,LTC,XEM,DASH,DOGE,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.394699277071072,0.0408112897507427,0,0.140163995584689,0.00181418908548489,-0.0841483039529632,-0.00374176832092065,0,0.273080278944203,0,0,-0.0762429789586714
ETH,0,0,0.549931592852119,-0.0770870060050087,-0.200776064083428,1.40707319637869,0,-1.11862347096242,-0.376053679698442,0.297034263156485,0,0.19629696390763,0,0,0.480997576863414
XRP,0,-0.0619253190391305,0,0.0605921444209029,0.00549200575757027,0.0687597072841533,0.0568484264903128,0.00000000000000000173472347597681,0.186819201360209,-0.176266272173972,0,0.235209570533805,0,0,-0.0206947489427913
LTC,0.607431205296358,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XEM,0.688488354622133,-0.0561803038817764,0.47298388338528,0.0321210561926781,0,0.425089717773638,0,0,0,0.178886109636829,0,0.621470496402315,0,0,0
DASH,-0.212442186998439,0.0823467588041895,0.0467554379441316,0.20364612783116,0.00706994140299211,0,-0.00000000000000000173472347597681,0.193060306236598,0,0.0712753172266835,-0.583085145014652,0,1.12529959590129,0,0.0175497255290984
DOGE,0.272873976228171,0.00467995066803167,0,0.252874125514247,-0.128470802296881,0.217400414482124,0,0.037674124363059,0.384599335013206,0.0641378566606691,0.106464765836739,-0.223831675761268,-1.26111942618629,0,0.113990159657801
XMR,0.925234370000522,0.154384161765357,0.831537878653442,-0.0702471106146077,-0.171991411076894,0,0,0,0,0.0918286039217519,0,0.0557401404564833,0,0,-0.0907893980870086
XLM,0,0.012665392434479,0,0.0950598997196205,0.0289366227140741,0,0,0.135645024312913,0,0,0,0.223705926351853,0,0,0.00000000000000000173472347597681
DGB,-0.292677060723601,0.329832964865239,0,0.111066571643489,0.222943118677559,0,0.010331651891833,0.000680495035370039,-0.0845539535947838,0,-0.839612904817413,-0.023143906978088,0,0,0
BV010082.INDEX,-0.283962789790204,0.0554988246986288,0,0.127945540578066,0,-0.20284598878562,0,-0.0257241125152721,0.0525355400071638,0,0,0.145872280555545,0,0,-0.12073042243371
CVIX.INDEX,0.328674745655347,-0.040428973948496,0.0311840888288633,-0.393762133051354,0.0146553132878989,0.00000000000000000010842021724855,0,0.0119623614825504,0,0.0286708580559865,0,0,0,0,0.254118071191222
DXY.INDEX,0,-0.00213765178706984,0.0525820653708207,0.0771187472937066,0,0,-0.00083742788051154,0.0241266609340837,-0.0650292841878888,0.0194115001952312,0.136891718899814,0.0573807413495188,0,0,0
SPX.INDEX,0,-0.0076439537034847,0,-0.0219621586606696,0.00330819349613548,0.00116557931525079,0,-0.023085926166875,0,0,0.0104737874106879,0,0,0,-0.0864941441856267
VIX.INDEX,-0.0774414495750615,0.0590178771340714,0,-0.271798606346017,-0.0170317382074932,0.235395669819122,0.360281954854094,-0.150436776077607,-0.0692799596584883,-0.231570016622499,-0.427450570219487,0.738135843963504,0,-3.38850870034188,0
