,BTC,ETH,XRP,LTC,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.0115991661546619,0,0.720620088513528,0,-0.0330253455430922,0.00640770266192163,-0.00358442417111761,0.0388074178505751,0.0211317699358237,-0.0889877536553107,0.105185506688963,0,0,0.00987033576593708
ETH,-0.740080815985987,0,0.14448346209458,-0.567704571628859,0.467761242586014,0,0,0.193479929750069,-0.195522284411495,-0.0845979643712817,0.85333538012019,-1.00329411744389,0,0,-0.144787664284517
XRP,0,0.0868147104566839,0,0.83559369215112,0.135511292910614,0.217291562462695,0.031130683840336,0.072680821302493,0.130353351539009,-0.0735688009275867,-0.431889048193585,-0.224409266501037,0,0,0.0228671973994225
LTC,0.320783370810677,-0.0342841177702441,0,0,0,0.0341718868521296,0.0136794335389596,0,0.0245540578563117,0.00281606480328459,0,0,0,0,0
DASH,0.635999209342334,0,-0.00155412235739201,0,0,0,-0.0285121856015925,0.0648760272976999,-0.104930741953542,0.00855666925158835,0.11868994477728,0.593656062461975,-2.59082402719346,0,0.164440129442577
DOGE,0,0,0.0964066279444936,0,0,0,0.00718644928290297,-0.036991398476301,0.320246222494426,0.0452283732047155,0.258750645435431,0,0,0,0
XEM,0,0,0,0,-0.0763790570982108,0,0,0,0,0.14451935207743,0,0,0,0,0
XMR,1.53358761893726,0.38973707845758,0.276595872060472,0,0,-0.0739192910201645,0,0,0,-0.0448983563433237,0,-0.708235441544848,0,0,-0.267358782850081
XLM,2.48863041649927,-0.121793680038574,0.387689483363314,-1.23095412604016,-0.0422313205917319,0.497736256061384,0.197446557535604,0.00623062791873207,0,0.0433459699472361,0.213278307251144,0.186234316090421,0,-1.41292036545465,-0.174251227852596
DGB,0,0.0346516170794993,-0.193765986567434,1.33268975445073,-0.358338797922075,0.628288064255703,0.153434168194326,0.182726222063693,0,0,0,-0.251500694033635,2.53375500464951,0,-0.437081739650804
BV010082.INDEX,0,0.0900043731658391,0.00715966130381357,0.31109095434266,0.0606051321674945,0.0307744381056456,0.0370317592956983,0,0.0887988322030957,-0.09418030810005,0,0,0.287745775042815,1.39550290996391,0.0973213947165031
CVIX.INDEX,0,0.0394948908688109,-0.172607712199889,0,0.023061392438664,0.114347386722356,0,0.0219308726151301,-0.0168570250008227,-0.00429934119212371,0,0,0,0,0.193849507896824
DXY.INDEX,0.0831590896973977,0.0194656420302152,-0.0274629425096753,0,0,0.00666349256143364,0.00552236303743683,0.00259009268729695,0,0.00688653922378403,0,0.0532334254113127,0,0,0.0259029138033966
SPX.INDEX,0,-0.00713100712987729,0,-0.0607003401456006,0,-0.0138597705443163,0.00291497403818476,0.00319829353789843,0.00650660410648391,-0.0116753947694168,0,-0.0334773004441799,0,0,-0.0837842398631103
VIX.INDEX,0,0,0.0894590887745916,0,0.311357159505695,0.0454665054633243,0.0412080635364542,-0.118061587853399,-0.00000000000000000346944695195361,-0.043566289058885,0,0,0,-3.3527826773644,0
