,BTC,XRP,LTC,DASH,XLM,DOGE,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.555744315840294,0.0120946004743669,0.0663866027063596,0.293316740082503,0.0559382690571004,-0.0405077419212989,-0.000000000000000000216840434497101,0,0,0,0,-0.0133346670179337
XRP,0.298224473525859,0,0,0.111331475004677,0.240567584798797,0,-0.103194758086156,-0.149296864909631,0,0,0,0,0,0
LTC,0.544029365242013,-0.0426305425826293,0,-0.0407471413148929,0.0888893288890953,0.153175199523213,0.0304218246079766,0.100188236065126,0.0300837350067,0,-0.0317866814734104,0,0,0.138049232408153
DASH,0,0.198033352797497,0,0,0,1.1249876840673,-0.0918604777953433,0.0260465369040541,0,0,0.20462281949404,0,0,0.0230697168202389
XLM,0,0.510213662849246,0.671642481483679,0,0,0,0.0130526504276576,-0.0858631307739407,-0.20242317308739,0,0,0,0,-0.145778247594101
DOGE,0.505424369420984,0.0215379001156096,0,0.0461342264182361,0,0,0,0,0,0,0,0,0,0
XMR,0.618688087176639,-0.347997362474213,0,0.186125084713121,0.0205224801249356,0.941572851580439,0,-0.100455422476681,-0.126305271072953,0,-0.235622502533265,0,0,-0.635223557170954
XEM,0,-0.123540461999194,0,0.686526264305284,-0.730798244431924,0.665207037768061,0,0,0.215684196349808,0,0,0,0,0
DGB,0,0,0,-0.164834073400748,0,0,0.402630239719586,0,0,0,0,0,0,0
BV010082.INDEX,0,-0.0137375050252806,-0.150053155493211,0,-0.0464457973607728,-0.0509211947365008,-0.00324015996007375,0.015722923021783,0.00137117865805263,0,0.06549448517312,0.891604269104091,0,0
CVIX.INDEX,0.409821207449746,0,0,0.0136615185686436,-0.220767767644548,0,0,0,0,0.210926778647591,0,0,0,0
DXY.INDEX,0.0798743224913455,-0.00709900359699898,0,-0.00929242793633939,0.0114798810768285,0,0.0114462182579914,0.0030956165505472,-0.0145653285578906,0.139728547039878,0.121182171951405,0,0,0.037644535018891
SPX.INDEX,0,0.00244192854556075,0,-0.0123691882441304,0.0191029088313818,-0.0297855830534032,0.00346238898629715,0.00215817210332849,0.011900535063873,0,-0.0207983068392507,0,0,-0.108718447232462
VIX.INDEX,0,0.273414153257932,0,-0.00000000000000000173472347597681,0,0,-0.0109413476301894,0.0751300549113136,-0.148693279349861,0.750494277341603,0.180062134089498,0,-2.80791487919887,0
