,BTC,ETH,DASH,XRP,LTC,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.280416935626924,0,0.472377583427369,0.12470540054741,-0.0343484809609953,0,0,0.0474037704551034,-0.081944011960147,0.0129956711746078,0.106554740386958,0,0,0,0,0
ETH,0.113589497172007,0,0.0633370165423441,0,0,0.178523409859629,0.140556402556214,0,0.0527849655280832,0,0,0,0.204753442041777,0,0,0,0,0.0524839846290385
DASH,0.617647161055093,0,0,0,0,0.41287668822706,0,-0.000000000000000000433680868994202,0,0,0.0255783255136243,0.0822190941207962,0,0,0,0,0,0
XRP,0,0,0.0610388050086679,0,0,0.0364090931579919,-0.116076353284815,0.0645842115987492,-0.00968145067235558,0.603001969198061,0,0,0.0635083143693524,0.0869258163109194,0,0,0,0.0946461115451074
LTC,0.694164521279312,0,-0.0827994911754911,0,0,0,0.08180248862201,0.058169128940768,-0.00000000000000000693889390390723,0,0.146582274346334,0.0842497066878803,0,0,0,0,0,0.0387452317183404
XMR,0.449150294946203,0.28885143083964,0.159317613853303,-0.281919585232995,0,0,-0.0965894680220259,0,0,0.211361777105858,0.0358928957448455,0.103564074848861,-0.129211272330195,0,0.433235921823963,0,0,-0.190172929332249
ETC,0.177446297422985,0.388484072811808,0.063867200890166,0.029060713113887,0.268529763356495,0,0,0,0,0,0.156568217755925,0.180431919884173,0.00775238919633799,0,0,0,0,0
XEM,0,0,0.151930673886829,0.287907809355317,0,-0.0937721259409814,0.0963258270016311,0,0.427905552625836,-1.01116922077244,0.399047529063856,0.166393161051587,-0.0773301076002221,1.07408955106888,-0.461178339189716,0,0,0.235369362069161
ZEC,0.22553855976835,0.109274823313837,0.12789188715496,0.0410153606062333,0,0.0537653949562731,0.203512507571563,0,0,0.0196109586868537,0,0,0.0499405415028983,0,0,0,0,0.103977040836849
DOGE,0.285568335303217,0,0,0.0581513022523571,0,0,0.0533229405492706,-0.06596026831326,0.0924508116481235,0,0.120110318596802,0,0,0,0,0,0,0
XLM,-0.0580863556840952,0,0,0,0.228542051572665,0.103456773451223,0.255078715305876,0,-0.0938102444878271,0,0,0.0291602202129227,0.017819114937227,0,-0.131940781595979,0,0,-0.0320802026262347
NEO,0.409629375073003,-0.298277434819146,-0.0915614964695784,0,0.154201910198079,0,0,0,0,0,0.190314784000126,0,0.19370504002211,0,0,0,0,-0.255864375289451
DGB,1.21316552120359,0,-0.333408026016004,0,-1.04331877950387,-0.119093916372208,0.198701649617746,0,0.25253408594464,0,0,0.386778531122333,0,0,0,0,0,-0.0228735727317907
BV010082.INDEX,-0.224510826374454,0,0.0727189888756229,0.00942615879744719,-0.0345401247980888,0.111983886118169,-0.0361953807849623,-0.0161168603787872,0.0483756953262126,0.191182477013825,0,-0.00926438916836561,-0.0358942881712452,0,-0.0561765276690329,0,0,-0.0472475148403293
CVIX.INDEX,0.0471128489598157,0.105579081447916,0,0,0,0.0361542226265424,0,-0.0615297890468674,0,0,0,0,0.0421482719815326,0,0,0,0,0.0473366479895903
DXY.INDEX,0,0,0.0134480085745043,-0.0256041889340674,0.034112949903304,0,0,-0.00447248992105965,0,0,-0.00266789668846554,-0.0113588331881329,0,0.105296552220475,0.0325057022495517,0,0,-0.0136718165658777
SPX.INDEX,0,0,0.00200784752919573,-0.00363191776282746,0,0,-0.00886397659343836,0.00509170361061966,0.00402397518326205,0,0,0,0,0.044315830424142,0,0,0,-0.0549736329811782
VIX.INDEX,0,0,0.0266708307404192,0.197324495528386,0.228425911751958,0.125550441301628,-0.420992197146295,-0.158737670881236,0.0881729585441718,0,0,0.0337291911185406,0,0,0.0647328497979798,0,-4.6096964258193,0
