,BTC,ETH,LTC,XRP,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.0279324543286821,0.26561898492363,0.109915450156689,0.0511836853218384,0.0429507404280337,-0.026699904512403,-0.0658024960951432,0,0.0117582439134071,-0.224994426594326,0,0,0,-0.0140511127004503
ETH,0,0,-0.306068666449419,0,0,-1.14288305430002,0,0.234174085851996,0,0,0,0,0,0,0
LTC,0.553775423584674,0,0,0,-0.174151677681175,0,0,0,0,-0.0446848616379561,0,0,0,0,0
XRP,0.151032492826038,0.121427906411848,0.0623434451089884,0,-0.106027339324008,0.0966889735277283,-0.0531275791538338,-0.194934949431041,0.59278313795621,-0.0445038898334337,0,0.162550892664774,0,0,0
DASH,0,0.106289615397297,0.232401180552306,-0.2111241121484,0,0.146499663686079,0.12614158866694,0.215605430691507,0,0.0741085253218948,-0.134132699686702,-0.149265555187289,0,0,0.0962119208365592
DOGE,0.151770372481545,-0.0239578303655555,0,0.131013643260143,0,0,-0.0847354178516315,0,0,0,0,-0.250796830037454,0,0,0.0423387107339903
XEM,0,0.0548001967565284,0,0,0.471358596019486,-0.0288276809829204,0,0,0,0.119054611384705,0,0,0,0,0.141021901443488
XMR,0.348400318409649,0.404853735552492,0,-0.280223642508397,0.0710833903033953,-0.193098230331396,0.00000000000000000693889390390723,0,0.66969391385235,-0.133713944683071,-0.137892363110426,0.13098976890572,0,0,-0.18857514018428
XLM,0,0.0114768034567274,0.0310788248933611,0.400461755205016,0.251944461746653,0.371592197019558,-0.0685829238924968,0.140730471509864,0,0,0,0.27725922639049,0,0,-0.0955737067088505
DGB,-0.647905173840666,0.190917667744805,0.0551653495415212,-0.370179363668923,0.000765728961888256,-0.497115489191119,0.212287805474087,0.439804312398471,-0.263933853674986,0,0,-0.303583865276393,0,0,0
BV010082.INDEX,-0.147427159131196,0.129705828395351,0.0298576109119767,-0.00909196826815986,-0.167979000507028,0.204240238501727,-0.0313131629669188,-0.121161557043175,0.0383748977527137,-0.0452210131443841,0,0,0.806576774910445,0,-0.0772109595124563
CVIX.INDEX,0,0.0443177943815392,-0.216166865151484,0.101374349510176,-0.28410936371455,0,-0.00105238951595005,0,0.317352378076319,0.0435694152144476,0,0,0.205950399169866,0,0.0722188816379907
DXY.INDEX,-0.0213193012821257,-0.00330146151810699,0.106150352557548,0.0565368270704922,0.0199967794956938,0,0.0449542226595374,0.00853923832124582,0,0.0220045746685244,0.151504527237221,0.0628022515758428,0,0,-0.0120254751052775
SPX.INDEX,0,-0.0128722371572688,-0.0265834226862504,0.0170409079806574,0.0155972492484369,-0.0190549827080392,0.0199088072284168,-0.0228709549700218,0,0.0104755209273094,0.0258343584304945,-0.0225792026640916,0,0,-0.0799606868530645
VIX.INDEX,0,0,-0.212036473625817,0.0149776737396085,0.171457323051093,0,0,0,0,-0.270783890906177,-0.508062937364432,0.798033008298923,0,-2.42184756428066,0
