,BTC,XRP,LTC,ETH,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.101129181004903,0.0188418991538827,0.0728498675317757,0.0355838105183731,0,0.0811703503040111,0.0522838381459742,0.0887748816842817,0,0,0,0,0
XRP,0,0,0.0656523445471302,-0.0512169689092759,0.0415371788280594,0,0.271907095866014,-0.0919970652544955,0.0773096274516747,0.0995307268046113,0,-0.527368925653528,0,0,-0.0173118531078234
LTC,0.431935715008888,0.542455967211451,0,0.00869788490369072,-1.77945227146467,0.79488625898937,0,0.00948898073809564,0,0.433396523091795,0,0.571932787336198,0,0,0
ETH,0,0,0,0,0,0,0,0.191995549564497,0.125974936477578,0,0,0,0,0,0
DASH,0.206759437238388,0.0879590009196824,0.0435646815722382,0.000887101088861374,0,0.111235661793294,-0.0442355660219744,0,-0.112255265376283,0.145289072607726,0,0.298867641391268,0,0,0
DOGE,0,0,0.173483735748053,0.000823020783111447,0.144413404550294,0,0.204659495764335,0.0993566677295264,-0.0299189554864678,0,0,-0.12650422791883,0,0,-0.0569276640896866
XLM,0.252521894596367,0,0,0,0,0.337262718443287,0,0.0538707875550903,0,0,0,0,0,0,-0.0665844488668319
XMR,0.73690423900572,0,0,0,0,0,0,0,0.0948799159366003,0,0,0,0,0,0
XEM,0.847687030172987,0.191529976996135,-0.116567570153886,-0.00000000000000000173472347597681,0,0,0,0.0190278390184363,0,0.041015638179687,0,0,0,0,0
DGB,-0.0000000000000000138777878078145,0.290963039599967,0.062029541857999,-0.00521959711596039,0.0310287856671089,0,0.304077210863857,0.246896086562091,0,0,0,0,0,0,0
BV010082.INDEX,0,0.0623080506065419,0.00981968006843749,-0.0229129986853751,0,0,-0.0538442874095022,-0.00559515427124875,-0.0304279998728588,0.0391700170774292,0,0.119823369774185,0,0,-0.0907584364336697
CVIX.INDEX,-0.108887142815803,-0.122399048843321,0.0560564480514994,-0.00201285306269543,-0.0128696223860146,0,0,0,-0.017253963422841,0.0891345288243607,0,0,0,0,0
DXY.INDEX,-0.0385923100036812,0.0426242691343787,-0.00275526969073343,0.00299676430722216,0.0385204911332711,-0.0348821288588375,0,0.016295192687812,-0.0180242974536215,-0.00688437312995081,0,0,0,0,-0.011686727317097
SPX.INDEX,0,0,0.00420991451651965,0.000407729031248098,0,-0.00782382266667511,0,0.0196453999064947,-0.00174308188091804,-0.0030715606058333,0,0,0,0,-0.0713595963130761
VIX.INDEX,0,0,-0.00787509531295484,-0.0424704463483479,0,0,-0.0954027556595033,0,-0.0734750941658473,0.248693640921303,-1.39976987664139,0.332300160286092,0,-3.78438884340357,0
