,BTC,XRP,LTC,DOGE,XLM,DASH,XMR,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0268669568507862,0.193603626235559,0.23527996640507,0,0.246819098515174,0.132248793103969,0.0263786712259424,0,0,0,0,0
XRP,0.187811570732451,0,0.0463365254860503,0,0.438073412225795,0.117357008418321,0.0539881361098489,-0.0529417155610196,-0.169985574604961,0,0,0,0.198595600262109
LTC,0,0.150634251036351,0,0.813415142237841,-0.00000000000000000346944695195361,0.349751251981048,-0.109163800625557,0.168503771781052,0.809746852597162,0.707726548613673,0,0.788249944289567,0.0687476012676129
DOGE,0.134730315697665,0,0.16062766429077,0,0,0.210858975193467,0.0921087809244082,0.0483345427944231,0,0,0,0,0
XLM,0,0.722631335347939,-0.00000000000000000173472347597681,0,0,0.213034856052432,-0.143669429427203,0,0,-0.188086566112802,0,0,0.088592207285233
DASH,0.876759391514834,0,0.0634620428716341,0,-0.0100713623351946,0,0.0863494766506737,0.0629747349342025,0,0,0,0,0.0302279399063329
XMR,1.08630142617394,0,0.00781105287434398,0,0,0,0,0,0,0,0,0,0
DGB,0.342062364990475,0,0,0.355943864553261,0.140299901304993,0.0912596457344887,0,0,0,0,0,0,-0.126497275529574
BV010082.INDEX,0,0,0.0312572440637171,-0.0728439759044103,0.0240931900209678,0,0,0,0,-0.0364503043375642,0,0,-0.0420758591117346
CVIX.INDEX,0.258531509947523,-0.00618450436650654,0.0629718408725188,-0.180056401634631,0.0615404803135881,-0.0594302155038302,0.0242226060282952,0.00672204940159561,-0.249584154378665,0,0.307158526254692,0.6370628340109,0.116958081668638
DXY.INDEX,0.0181473077924374,-0.0105976656767541,0.00685882512194533,0,0,0,0,-0.00618081807189497,0,0,0,0,-0.00852846162417908
SPX.INDEX,0,-0.0386242198146444,0.000610024061730496,0.0445051124827407,0.0103332180718508,0.0084015368635545,-0.0265325392449344,-0.0116507261121808,0,0.00000000000000000173472347597681,0,0,-0.102856030399597
VIX.INDEX,0.181801665920208,0.000000000000000000216840434497101,0.105970681439501,0,-0.134217935247883,0.145482380488497,-0.283845943002947,-0.0319153108275781,0,0,0,-4.94371009289275,0
