,BTC,ETH,XRP,LTC,DOGE,DASH,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0315565752935481,0,0.968352883533012,-0.0570523725975036,0.00450654797208211,-0.0183116643630308,0.11747294391537,0,0,0,0,0,0,0.105802790003795
ETH,0,0,0.193410822467176,0,0.0342667407786189,-0.174701595449685,-0.363073021126398,0.118769932811466,0,-0.00838167194210374,0,1.28048086760602,0,0,0.0790712380112874
XRP,0.0523417260398843,0.0322565721148423,0,0,0.0641773835247259,-0.0207919931066435,0,0,0,0.0701643290289,0,0,0,0,0
LTC,0.752336126014536,0.0058219298644567,0,0,0.0323226005351309,-0.0474282891755275,0.034079707482295,-0.0070475411392038,0.00482716595747172,0.0159926308402879,0,0,0,0,-0.00419121113124174
DOGE,0,0.204241765051536,0.263534204212832,1.56906740545437,0,0.144918222061589,0.769826359158097,0,0.0576117193110478,-0.31728553577569,0,0,0,0,0.0633818271091889
DASH,0,-0.25672254660869,0.195965841329785,0,0,0,-0.107002364297504,-0.303942714530337,0,0.0379107117773258,0,0,0,0,0.135753106316985
XLM,0,0.0253530203654264,0,0,0.235097387337145,-0.0963054426899806,0,0.151645652192148,0.0621828594255361,0.150384041778125,0,0.375138910450369,0,0,-0.0299284776791692
XMR,0,0.072402619654839,-0.13064816978229,0,-0.00132610247245622,-0.0492726610222847,0.769630915059911,0,0.056862847669083,0.068112026949207,0,0,0,0,0
XEM,0,0.0606567790624252,0.406055090358912,0,0,0,0,0,0,0,0,0,0,0,-0.0331645230214116
DGB,0,0.0749887545302225,0,0,0,0,0.95530267665485,-0.27873044433696,0.146626515586651,0,0,0,0,0,0.254995488040301
BV010082.INDEX,0.0060374766197679,-0.0245662004616203,0,0,0.0375544845934395,0,0,0,0.0128343664238204,-0.0174995858003267,0,-0.10065283817076,0,0,-0.0536638054856613
CVIX.INDEX,0,0.00125444123193751,0.130276387442411,-0.0689308674520259,-0.0241668664315581,-0.0809499107737448,0.0190144931080218,0.0165079127313063,0,0.0231977546979395,-0.226616436820174,0,0,-0.363950782878767,0.0466273406513172
DXY.INDEX,-0.0165098988100267,0,0,0,-0.0206614664062139,0,0.0181534233848972,0.00502170446048095,0,-0.0103101190586645,0,0,0,0,-0.0135293490141518
SPX.INDEX,0.0211563252969728,0,0,0,0,-0.000581709085239539,0,0.0140772428801407,-0.00710697797222604,0,0,-0.0558632978922905,0,0,-0.130206289700087
VIX.INDEX,0,-0.210406911927227,0.126918190452255,0,0,0.0882076620866777,0,-0.0494773180310063,0,0.118152021361342,0,0,0,-1.99339581075476,0
