,BTC,ETH,XRP,LTC,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.010016105623959,0,0.724651068066916,0,-0.0317076559880432,0.0079600353891951,0,0.038904778916318,0.0223223819769608,-0.0818986261144963,0.102842979718927,0,0,0.0127206329457528
ETH,-2.09868615745628,0,0.995678482643442,0,0.35788498434449,0,0.154620390051563,0.310040432701069,-0.388218997290571,0,1.20403203661754,0,0,0,-0.293800960944011
XRP,0,0.0868147104566842,0,0.835593692151121,0.135511292910613,0.217291562462696,0.0311306838403359,0.0726808213024931,0.13035335153901,-0.0735688009275868,-0.431889048193585,-0.224409266501038,0,0,0.0228671973994222
LTC,0.365736187294521,-0.0327862586004909,0,0,-0.00756904574357102,0.0367525925467425,0.0103708896101895,0,0.0228176854827989,0.00101429353830573,0,0,0,0,0
DASH,0.543561844326401,0.0538570510074103,0.147664419608809,0,0,-0.119498441686866,-0.0555015169713215,-0.010900858163231,-0.2529819626509,0.0440090019533354,0,0.788091081993879,0,0,0
DOGE,0,0.0138121970526101,0.12788247458161,0.273022104014123,0,0,0.00713347163770037,-0.130364054931826,0.200821411738748,0.072446391953354,0.182177937805571,0,0,0,0.103589697651076
XEM,0,0.167663541626042,0,0,0,0,0,-0.140027272046643,0.294824271160894,0.152161229339546,0,0,0,0,-0.359882635629313
XMR,0,0.742994962368283,0,1.90941336722399,-0.181408232178826,0,-0.0469588374890547,0,0.455443962595355,-0.305975455868255,-0.0894253060871333,0,0,0,-0.488093398906015
XLM,0,0.00296052596584237,0.635315471714223,0.298789475508072,-0.700141938941567,0.235283960092837,0.150212540596921,0.125154174645298,0,0,0,0,-1.23625298807575,-0.89675335432322,0.160589897910278
DGB,0,0.237529346561879,-1.01248673148524,0.935881592508965,0,0.781396155611532,0.0426099262143009,0.0867393291201743,0.482862471595342,0,-0.974951266640571,-0.381168428903961,0.91814641210819,0,-0.596848435130725
BV010082.INDEX,0,0.0217512535151276,0,0,0.0596099284190688,0.0995657745048577,0,0,0.113763759242321,-0.121738097200078,0,0,0,0,-0.0535738407819254
CVIX.INDEX,0.0844421295472007,0.0402934914715413,-0.0804763997681358,0,0,0.114244403866114,0,0.044043321335611,0,-0.0194011699888441,0,0,0,0,0.196957757965498
DXY.INDEX,0.0405871528303657,0.00450533359586379,-0.0590504891093561,0,0,0.00245348841430545,0.00720511510713614,0.00922680324834991,0,0.00376615051686768,0,0.0635065464920391,0,0,0.024268558201629
SPX.INDEX,0,-0.00856323190801747,0,-0.0605025863048601,0,-0.00031344962352104,0.00381545132468116,0.00401600922468962,0,-0.0131471149707922,0,-0.0481213862281254,0,0,-0.0843321805165575
VIX.INDEX,0,0,0.127050310033429,0,0.26139748694869,0.00475946695169985,0,-0.118029551255113,0,-0.0551259919302947,0,0,0,-4.32074819328286,0
