,BTC,XRP,LTC,DOGE,DASH,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0172144327416654,0.125158847121505,0.107695495861746,0.113287964791524,0,0.0786102863400582,0.0327033813213255,-0.0230802712137375,0.00492839258636237,0,0,0,-0.0328444441242305
XRP,0.664218795796695,0,0.0938966579899117,0.152141927385704,0,0.201460649609845,-0.115096868759021,-0.17694827004051,-0.0567885866995177,0,0.0706004173807788,0,0,0
LTC,0.691000989695114,0.187808569836263,0,0.0939915225469167,0,-0.168903969351526,0.138861473626005,0.10964091788959,0,-0.0183175663136049,0,0,0,0.0888771130507662
DOGE,0,0.0137808171756642,0.206948496951283,0,0,0.390092461316007,0.235707921427023,0.267742263376814,0.0802079619310789,0,0.542671472708716,0,0,0.0349242558751254
DASH,0,0,0.109818600686356,-0.13526589225677,0,0.525879538846293,0,-0.124457336045253,0,1.42445877251892,0,0,0,-0.109725052686217
XLM,1.50822575544309,0.392430727766126,0.398233832452571,0.153855424339989,-0.341690456685677,0,-0.457704116923526,-0.0990512557147412,-0.102996224071452,-1.03824159531834,0.229151012900281,0.504110865888534,-3.83511461473028,-0.607425692116866
XMR,0.355954724178324,0.267539891656438,0.233193724444827,0.127186943467,-0.322761752253847,0,0,0,-0.179740559087659,0,0,0,0,-0.154780141970799
XEM,0,-0.961755782995823,0.480099084178879,0.566728698949477,-0.124664057976688,-0.138303823752164,-0.18325766822879,0,-0.502479088936274,0,0,0,0,-0.348712140513548
DGB,0.203491881913045,-0.0108066367884576,0.331549660982148,0.15912811451785,0.111169254315524,-0.091933911020352,0.166774775850355,-0.136428025896766,0,1.89365163522403,-0.600327626650746,0,0,0.455241023381274
BV010082.INDEX,0.0837652403877956,-0.0493466335988568,0,-0.0690993089353513,0.051866129764073,0.0259204383248863,0.0530059285541711,0,0,0,0.199921224475887,0,0,0.0305438175673474
CVIX.INDEX,-0.124796238533557,-0.0229306473147313,-0.0261397700519074,0,-0.0799766692557817,0.160625138679319,-0.0679679920360133,0.0264624159530088,0,0.366822246120691,0,0.189771581348242,0,0.13423825479227
DXY.INDEX,-0.0480752428387032,0.00210929039661332,-0.0572470855515786,0.0539037895737467,0.0135204080726068,0.0317594871587829,0,0,-0.0245772004509471,0.0965235077131341,0.09001990074486,0,0,0.00847179724365456
SPX.INDEX,0.00666715061097027,0.00284810487227426,-0.0102859652340969,0.016854314258794,0.00269357372424179,0,0,0.00510876644332297,0,0,0,0,0,-0.0885537597403163
VIX.INDEX,0.216696454102439,0,-0.135573225171453,0.18201119883968,0,0,-0.177859558076094,0.000000000000000000867361737988404,0.114401302091532,0,-0.134302446669127,0,-9.63065584785511,0
