,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0382024393157142,0.00949017731140732,0.300514908229816,0.0345993475265845,-0.0118744025703894,0,0.0696514501172404,0.190230392810585,0.0219368218919764,0.0697008268676455,0,0,0,0,-0.0924987181997374
ETH,0.331797824081411,0,0.123916180602268,0,0,-0.0516191654989766,0,0.339919854532113,0.401605679902838,-0.128866424584411,0.123839961851021,-0.22077298004574,0,0,0,0.103563717280923
XRP,0.0116715982680263,-0.0577608994694437,0,0,0.0299534234338805,-0.00994036859180442,0,0.0399599089782945,0,0.156063619598961,0.0548906196710287,0,0,0,0,0.0770160863526897
LTC,0.509001032121429,0.0151284082885472,0,0,0.0134124484556984,0.000330080088769902,0.0153643436777237,0,0,0,-0.0165812762990057,0,0,0,0,0
XMR,0,0,-0.421630688946593,0.331063336701634,0,0.0180381514566654,0.290332689341303,0,0,0.622021103934687,0,0,0,0,0,0
ETC,0,-0.512200082315525,0,0,0,0,0,0,-0.90007881490411,0.354810639412048,0,0,0,0,0,-0.361206998614976
DASH,0,0,0,0,0.0462579661324648,0.0166341932151727,0,0.160280957912187,0,0.136609772618676,-0.136193867087053,0,0,0,0,-0.231027357389094
XEM,1.063312967995,0.188232042942624,0,-0.530002793350141,0.0161290584348804,0.0179436415323483,0.201841638740468,0,0,0.288706481915938,0.118063393519412,0,0,0,0,-0.0602842082155856
DOGE,0,0.155600441091586,0.182672019808768,0,0,0,0,0.0358746061910302,0,0,0,0,0,0,0,0
XLM,0,0,0.488967305707991,0,0.00775581690786093,-0.0357257971078936,0.0450145811788072,0.0238332424015404,0,0,0.0755435622906816,0,0,0,0,0.122477021162258
DGB,0,0.628701708788012,0,0,0.00501116001851316,0.120444657575586,0,0,0,0.416133047236012,0,0,0.70492740125501,0,0,-0.0563931918783131
BV010082.INDEX,0,-0.0510149990717245,0.00554003447644463,-0.0510910329900906,0.0170728995338154,-0.0114788818583328,0,0,-0.108149531021829,-0.0946442254019133,-0.0000784932187572801,0,0.0989687176847898,1.081417656966,0,0.0458091378158885
CVIX.INDEX,-0.132870526414512,-0.11483517212461,-0.00195456267294272,0,-0.0201547027059164,-0.00725365371077042,0.0668050711283332,0,0.114977241313823,0,0.104641067449994,0,0,0,0,0.164533128525327
DXY.INDEX,0,0.0147050370609083,0.0190817607018535,0,0.000972816357879177,0.00267994648447496,0.036088883665162,-0.0214570704380988,-0.0109966469752257,0.02709564327713,-0.0280052984252676,0.178109542396293,0,0,0,0
SPX.INDEX,0,0,-0.00108712499426953,0,0.00233380159775299,0,0.0136701591229562,-0.00710907123318522,0,0,-0.0050343676867332,0,0,0,0,-0.0693519029692832
VIX.INDEX,-0.394869015412445,0.0914279435774822,0.0409886214721408,0,0.0893559337587876,0.0652714246230146,0,-0.354096867466472,0,0.131319965621504,0.0683961624420332,0.0315521317327025,0.340829587150639,0,-7.03173363559551,0
