,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0445330792465675,0.0731748759053264,0.303948760342356,0.0347265687130745,-0.00997146521809709,0,0.0697075828817974,0.162034856248249,0.0207703847875216,0.063432061369615,0,-0.0602717150753925,0,0,-0.108307874631648
ETH,0,0,0,0,0.0471944371419706,-0.122659467099185,0.222592376467261,0.162476313794517,0.324112535403328,0,0.268055186356828,0,0,0,0,0
XRP,0.230580394700228,-0.0187654654843173,0,0,0.00825798247134294,-0.0178812393427241,-0.061207344333701,0.0452194314726834,-0.11677074629532,0.0542975151353134,0.0039466411019195,0,0,0,0,0
LTC,0.549150836606567,0.0353729505763563,0,0,0.0106923587428625,0.00257670658327287,0,0,0,0,-0.0239641059744697,0,0,0,0,-0.0330579552458829
XMR,0,0.0745546285198169,-1.69027001798585,2.08079302568816,0,-0.103442812126786,0.388883892733395,0,0,0.538559762535761,0,0.239667211072349,0,0,0,0
ETC,-0.600386627128841,-1.21617830001461,1.68708711830443,0,0.13926694141167,0,0.847043784223394,-0.541982540967547,-0.519598662796277,0,0.352988310300028,0,0,0,0,-0.454234380688156
DASH,0,0.207057113385587,-0.666518013886332,0.155554737396585,0.0467570380848391,0.00945777349273595,0,0,0.0452585168194455,0.17916084268509,-0.147686439783316,-0.190354515180828,0.150509071618804,0,0,-0.373917003675119
XEM,1.41964694467673,0,0.578619670024932,-0.612156961928599,0.0795097540090999,0.0262081384385187,0.157137195988932,0,0.15456643995688,0.10925155163752,0,0,0,0,0,0.0125846734325112
DOGE,0,0.175516446318958,0,0,0.033756280014428,0,0,0,0,0,0,0,0,0,0,0
XLM,0.156303799739037,0,0.419674506965914,0,0,-0.0386772518578878,0,0.0548830296583569,0,0,0,0,0,0,0,0.121722816985272
DGB,0.40512201029852,0.77691170637359,0,-0.535886930011595,0,0.132218919118023,0,-0.21830480694083,0,0.520141015242753,0,0,0.856210539107497,0,0,-0.130616045004714
BV010082.INDEX,0,-0.0354737950237988,0.13200681757277,-0.0779064905616189,0.0185743113017576,0,0,-0.0183461276514154,-0.111611218982548,-0.0974178032118948,-0.000415302619559043,0,0.139413159415647,1.06322112513466,0,0.0352200776382327
CVIX.INDEX,0,-0.0869711926711043,0,0,-0.0264439062711846,-0.0056807657798942,0.0654411242935909,0,0,0,0.0962720634455113,0,0,0,0,0.154194053441114
DXY.INDEX,0,0.0123203669765137,0,0,0.0056269414051772,0.000654995455531545,0.0172474780304255,-0.0134310541874608,0,-0.00552582139073792,-0.025508009975154,0.180674782428914,0,0,0,-0.00875338941363603
SPX.INDEX,0,-0.00314395590448804,0,0,0.00119348427985135,0.0000000000000000000135525271560688,0,0,0,0,0,0,0,0,0,-0.0572493339432423
VIX.INDEX,-0.28361697724226,0.0140538833104373,0,0,0.0743476666263971,0.0573256187195293,0,-0.238240501166814,-0.0000000000000000138777878078145,0.158479883086247,0,0.250585471829792,0.271813780554568,0,-6.97783143077876,0
