,BTC,ETH,XRP,LTC,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.0337803691810148,0.0672552322149696,0.321015207663482,0.0751885761116402,-0.0447186503234291,0.0213320829538984,0,0.0165942274968885,0.00223767247473974,-0.115402511668373,0,0,0,0
ETH,-1.30497591873621,0,0.393226453919252,0.254108777311397,0.216283326136234,-0.724645793875828,0.0888962035349384,-0.0129063680061499,0.446448843591518,-0.0473396223919989,0.674175965024158,0,0,0,0
XRP,0.0313425554700391,0.164698167720708,0,0.269181927373941,0.359809265103566,0.189802427871779,0.0308622261093002,0.0659314346239466,0,-0.178200667571226,-0.535967920252614,0,0,0,0
LTC,1.21953862641025,-0.0477964338056269,-0.0373848503796587,0,-0.106204120832754,0,-0.0157537431841406,0.0260952993342399,0,0.0272962986670636,0.284876582604791,0.0281320913203209,0,0,0
DASH,0,0.103318683217224,-0.19529284931406,-0.353743751398074,0,0.0809899776927546,-0.0350865951533774,0.128144992118309,0.138460780351582,-0.0595444312133385,0.064865013440595,0.205263326034963,0,0,0.0972639549412685
DOGE,0,-0.106863166302819,0.113554947208229,0.47442443368487,0,0,0.0612846880653578,-0.0128601217385645,0.0745020313381597,0.0578459298924309,0.512767567142927,0,0,0,0.128512281694126
XEM,0,0.0943986817690505,0,0,-0.119437515069806,0,0,0.0636010926146854,0,0.194255436673709,0,0,0,0,0
XMR,0,0.413049001823663,0.199177582439118,0.425739595783944,0.118687395212359,0.146982325240968,-0.274098256001291,0,0.873278751882202,0,0,0,0,0,-0.699853754823264
XLM,0,0.112658237458181,0.271143550982514,0.33306946148822,0.0808933694005761,0.14015972005752,0,0.0460462460239042,0,0.0741946773670326,0,0,0,0,-0.0736091855291432
DGB,0,0.595279292710227,-1.18651546173551,-0.367612689356982,0,0.696349040710528,0.621531070212359,0.327287757182846,0,0,-0.747946154417462,-1.06655052375346,0,0,-0.0496711654891505
BV010082.INDEX,0,0.116130337296344,-0.0413414812671028,0.0583981129831365,0,0.097344249822046,0,0,0.00250169951515492,-0.111197390318317,0,0.133088330834751,0,0,-0.112863366145282
CVIX.INDEX,0,0.0590452302377326,0.102333377498054,-0.0873905335867605,0,0.05455001497278,-0.151165947307985,0.0522217214829202,0,0,0,0,0,0,0.184634438293103
DXY.INDEX,0,0,-0.023546950068942,0.0548253746603979,0.0222867638879682,0,0,0.00120843222024439,0.0775461490549331,0,0.0249142839336493,0.00583279484289205,0,0,0
SPX.INDEX,0,0,0,-0.00347250193501736,0.0276664917933209,0,0.0258834995007582,-0.00852667080230856,0,-0.00818755380676343,0,-0.0350092572914666,0,0,-0.0899354662767283
VIX.INDEX,0,0,0.116385387449807,0,0.428962721190705,0.45901925363081,0,-0.246410176943856,0,-0.0837146691730168,-0.363463628996589,0.0612133175668928,0,-2.31958028671201,0
