,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.185885184848662,0.173889125746416,0,0,0.269089737748286,0.0225283398763878,0,0,0,0,0
XRP,0,0,0.145927342399725,0.176779503333462,0.164822626690818,0.335595730714847,0.0644200143396472,-0.0800282454179129,-0.15309270421797,-0.232319548797778,0,0,-0.243016870952213
LTC,0.237604003517854,0,0,0.082112563569569,0.491532078607599,-0.196549655050787,0.0865588167870148,0.0401430000399012,0,0,0,0,-0.155931567866728
DASH,0,0,0.375780144128783,0,1.00245350998687,0,-0.352582845894722,0.0439419824790767,0,0,0,0,0.0388044820186738
DOGE,0.311072807483418,0.0869509508750769,0.149867811733632,0.0715376938361378,0,0,0,0,0,0,0,0,0
XLM,0.617732253945263,0.73541988617244,0.0394586342471764,0,0,0,-0.23059152281413,-0.0544110010849398,0.661501853710663,-0.160515490360666,1.5834321687049,0,0.0297344960102602
XMR,0.938752189254585,0.0686213512629811,0.216936639590571,-0.0556381301720365,0,-0.000000000000000000867361737988404,0,0,0,0,0,0,-0.230368573156438
DGB,0,0,0.523960454659611,-0.426254431972344,0.537976548794197,0.666837175089731,0.17765121433416,0,0,0.608514121816772,0,0,0
BV010082.INDEX,0.107482984476594,-0.105353853246092,0,0.0106067232461727,0,0,-0.0845294281122038,-0.00455154577834803,0,-0.0236049379992417,0,0,0.000000000000000000433680868994202
CVIX.INDEX,0.211139648362038,-0.0502115230000411,0.0372981909176734,0.0924508346342309,-0.757286867005086,0,0.1229590081226,0.101191646489943,-0.015517356213604,0,0.814339365170302,0,0
DXY.INDEX,0,-0.0515612240600929,0.00481743172172322,0.00293831647247278,0.0429608136692376,-0.0207770091206459,0.0197391761352798,0.00909597080224467,0.0648962598118995,0.00910666899973296,0,0,0.0232621274627521
SPX.INDEX,0,0,0,0.0140016365475363,-0.0403339458679128,-0.0112433011752952,0,0.00585369700079332,0,-0.012985710528831,0,0,-0.121216382034242
VIX.INDEX,0,0,0,0,0.206270335148937,-0.0548515729501535,-0.249241997360939,0,0,0,0,-5.8401936857308,0
