,BTC,ETH,XRP,LTC,ETC,XMR,DASH,XEM,DOGE,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0461211324969967,0,0.0486199944975485,-0.00000000000000000010842021724855,0,0.0316413689139715,0,0.0131546995915174,-0.00104095904489584,0.0109849299707875,0,0,0,0,-0.0257168251451646
ETH,0.182344760940889,0,0,0.0757938417003546,0.126809063711994,0.0210848022910135,0,-0.0739223366939944,0.0582974930414012,0,0.000000000000000000867361737988404,0.484576063690925,0,0,0,0.0440251197424225
XRP,0,-0.41692710763916,0,0,0,0.0452044938034336,0,0.118418155262834,0,0.409260123688634,0,-0.590313273806059,0,0,0,0.177431725279617
LTC,0.401933424082363,0,0,0,0.0767520437080206,0.0101430583818453,0.00613847833549468,0,0.158511709645676,0.012651091473222,0,0,0,0,0,0.0315663337495444
ETC,0.410087808274505,0.0537249080491174,0.0422133924603202,0.020228096610082,0,0,0.0431294368672892,-0.0381331750579254,0,0,-0.0934383585701163,-0.386845480973466,0,0,0,0
XMR,0,0.506594185619696,-0.0996095477008236,0.795432087911523,0.0676562805447994,0,0.25287518390451,-0.197595096181493,-0.555581927008753,0,0,-1.29077942526251,0,0,0,0.107388521766625
DASH,0,-0.270236033810936,-0.0760922124488696,-0.179352442842344,-0.0113636530855779,0.0327562995902611,0,0,-0.165734575380995,0.119221194780811,-0.202297948428837,0,0.306332547822229,0,0,-0.146866537327807
XEM,0.982203820673883,0.295611599999969,0.11733579683929,-0.705597656055866,0.291472173096883,0.112862075621918,0.00990048791807368,0,0,0,-0.0209303006021204,0,-0.788737559683236,0,0,0
DOGE,0,0.229051437999075,0.115936413631044,0,0.0490947429540359,-0.116518915154633,0.134132461714515,-0.168003584219149,0,0,0.0582813460133632,-0.291549091665448,0,0,0,-0.0123922023198125
XLM,0,0,0.478227652211694,0,0.08715441542158,0.0242747236510458,0,-0.070334167487195,0,0,0.0682491859374383,0.472074918197927,0.392677284719549,0,0,0
DGB,0,0,0.207964445507127,0,-0.457784520374669,0,-0.528233189542896,0,-0.134546574004939,0,0,-0.269913239000227,0.95177559386529,0,0,0.0325538358138647
BV010082.INDEX,0,0.125493153910472,-0.0895031841785235,-0.0157859805587643,-0.0411556197324467,0.0201953953056705,-0.0763166004958681,-0.0121765930039081,-0.144595473258988,0.0790589527374598,0.00548630417090922,0,0,0.514093071450728,0,0.0383910317413194
CVIX.INDEX,-0.158225258075681,0.145093790909514,0,0.152254072681187,0.0947123390792078,0,0.136333749735066,-0.103699724230234,0,0.106389062570542,0.0686478138174521,0,0,0,0,0.0881299130269894
DXY.INDEX,0,0.00569240411908328,0.00729984949041976,0,0.00177499062211947,0.00172205867165552,0,-0.0149474169551846,0.00552845053059483,0.00494957195005662,0,0.121046888491717,0,0,0,0.000334275833511933
SPX.INDEX,-0.00522876025464139,0.0219894843744998,0.0205129905048403,0,0,0.00477405904845161,0,0,0,-0.0208846734553747,0,-0.0219090450650844,-0.00411340756010781,0,0,-0.0668308572503474
VIX.INDEX,0,0.342602881986722,0.0513938703476018,0,-0.154436120578184,0.0122572370162182,-0.636943871326645,0.475747307379615,0,-0.125830887266327,0,0,1.34809663486089,0,-4.43416006479092,0
