,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,ZEC,XLM,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.107577709261078,0.0163644476023665,0.345195463415649,0.1452322624547,-0.0485665385969733,0.281823578835934,0,0,0.0155307821820967,0,0,0.0525621050229848,0,0,0,0,0
ETH,-0.138703028785903,0,0.322050922158399,0.111109180613715,0.253132697999332,-0.159758058546353,0,0.0655111292521556,0,0,0.273278978491874,0.280048851264434,0,-0.322170848214051,-0.308447715635181,0,0,-0.0118755757340521
XRP,0.0448503725700017,0.109054471157618,0,0.078680780559402,0.0181894952051658,0,0.0822396229509453,0.0125968341625341,0,-0.0791077585782065,0.075674866415893,0,0.0746571208776672,-0.100782243750878,0,0,0,0
LTC,0.842260911336937,0,0,0,0,-0.0334190097301473,-0.0665166965333409,0,0,0,0,-0.0622781897944398,0,0,0,0,0,0
XMR,0.0331611233803988,0.216189018123129,-0.777792010523507,0,0,0,0.405280077057376,0.405966264336778,0,-0.0176472223782681,0.0657067550577701,0.268988309614813,-0.387221221501083,0,0.283543354139933,0,0,0.244730373520744
ETC,0.295623436358061,0.170064846261088,-0.606483057307766,-0.155783040934232,0.0606750715308356,0,0.112712807391196,0.217948261194594,0,0,-0.00000000000000000173472347597681,0.0899984749449833,0.326137286865519,0,0,0,0,0.0019924661044579
DASH,0.760889512453471,0,0,0,0.0719467984590099,0.326258784600139,0,0.152197272503928,-0.285467886291779,0,0.0842274976691508,-0.0270799782636309,-0.0910309818284497,0,0,0,0,0
XEM,0,0.164243781153546,0,0.106426969803768,-0.0871558801346694,0.0359897134267755,0.229133814533946,0,0,0.0441914643253894,0,-0.0654614954311381,0,0,0,0,0,0.16112785732456
DOGE,0.283053062400681,0.00694342592450784,-0.0852896091272435,0,-0.0535049988711886,-0.000000000000000000867361737988404,0,0,0,0,0,0.121794354173509,0,0,0,0,0,-0.0387223452295271
ZEC,0,0.866179898796824,-1.29750240673973,0,-0.235033750104423,0.167898143655061,0.116849125964309,-0.187966246823202,0.348583534230082,0,0.0816754029214111,0,0,0,-0.84226477858075,0,0,0.603073137648807
XLM,0,0.23011047967946,0,0,0.0130345350162385,0,0.147910096536816,0,0,0.0267628066655957,0,0.0729850894644814,0.159332468854005,0,0,0,0,0
NEO,-0.150826312528084,0.199438281667268,0.551287834903161,-0.245425265873062,0.0685077872224101,-0.144693831478851,0,-0.171766083204813,0,-0.00569294621860068,-0.0749740298315444,0,0,0,0.036564475476001,0,0,0.0000000000000000138777878078145
DGB,0.27577860444091,0.399417077893348,0,-0.862887755981392,0,0.0519899413352309,0,0.0977296241621853,0,-0.0178503535768327,-0.0929639665323472,0,0,0.512673407840916,0,0,0,0.112903401871742
BV010082.INDEX,0.00136106360237349,-0.0480342760761741,0,0,0.0737497092389985,0.00636135184110815,0,0,0,-0.0342274097117284,0,0.021722266343632,0,0,-0.139632260282648,0,0,0
CVIX.INDEX,0,0.118004385491079,0,0.196435546502102,0.0485470993526568,0,0.0564912574968242,0,0,-0.0397819154909703,0,0.0510125682610528,-0.034327608368535,0,0,0,0,0.259487657629041
DXY.INDEX,0,0,-0.0115927065247463,0.0131155058012433,0.00119860884291474,-0.00937736775347343,0.0146054525619246,0.0282699990719904,0.0263670537350319,-0.00154909180375403,-0.0122718737623363,0.00387670690206754,0,0.0890415953162305,0,0,0,-0.0188619556573844
SPX.INDEX,-0.030294030994636,0,-0.021999178707975,0,0.00643749178350867,-0.00342724344257805,0.017221430334165,0,0,0.00376270982752781,-0.00610279262937418,0.0214613730589391,-0.000749101208380194,0,0,0,0,-0.0487393310676468
VIX.INDEX,0,-0.160841546004597,0,0.0919187504303771,0.0947155448894624,0.213045758422292,-0.210834322570302,-0.169229621416917,0,0.124011794253102,-0.0261154192010892,0.0593900595411296,0,-0.197942898117867,0.684315162380448,0,-3.08607811469083,0
