,BTC,ETH,XRP,BCH,LTC,DASH,XEM,NEO,MIOTA,XMR,ETC,ZEC,ADA,XLM,EOS,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.0191502830564553,0,0,0.015492379125457,0.0459115476775945,0.146428539795852,0.00839664441805205,0.214275689314837,0,0,0,0,0,0,0,0,0
ETH,0,0,0,0.0458999471645567,0.121538211453995,0,0.154350726915925,0,0.203639565233404,0.0117602362909076,0.0447756550317764,0,0,0.144871583915043,0,0,0,0,0,0
XRP,0,0,0,0.0400468028065263,0.0367923483377565,0,0.160518521814424,0,0.000000000000000000433680868994202,0.0668590775506462,0,0,0,0.127371008734364,0,0,0,0,0,0
BCH,0,0,0,0,0.321468643180524,0,0.0914625145040559,-0.0344177306431862,0.317852841137727,-0.191163720493713,0,0.355955389880274,0,0,0,0,0,0,0,0
LTC,0,0.224645171564948,0.0465102249327735,0,0,0,0,0,0,0,0.709844247607277,0,0,0,-0.0213572481639042,0,0,0,0,0.0140793282539887
DASH,0.18444508179514,0,0,0.101956929901164,0,0,0.111727619717589,0.00000000000000000173472347597681,0.19693545273046,0.0285916317811129,0,0,0,0.127492152911875,0.00379482095636189,0,0,0,0,0
XEM,0,0.194910522802068,0,0.080289235106385,0.172502681823672,0.259811110848408,0,0.133264915879157,0,0,0,0,0,0.132001221769002,0,0,0,0,0,0
NEO,0,0,0,0,0,0.0527868839145535,0,0,0.294109944988378,0,0,0,0,0.34110838534905,0.0720074543732312,0,0,0,0,-0.27260543206525
MIOTA,0.0452492910831584,0.0695543442529799,0,-0.0992586135196715,0,0.064379735726704,0,0,0,0.0681226756669304,0,0.383530260734232,0,0,0.303197196905472,0,0,0,0,-0.00000000000000000173472347597681
XMR,0,0,0.311034283361108,0.0819094126472355,0,0,0.102005346124813,0.0489301942414998,0.0181670871419564,0,0.144910065550165,0.032047498244408,0,0.121720494595383,0,0,0,0,0,-0.00339314830355904
ETC,0,0,0,0.00700212922746947,0.568696385859244,0.0107037127948784,0.0656687198644082,-0.00000000000000000346944695195361,0.0987703370563385,0.068124112000613,0,0,0,0.117339439254842,0,0,0,0,0,0
ZEC,0,0.128192180257159,0,-0.00000000000000000173472347597681,0,0.104372351830251,0.0861856040439388,-0.0148491389316277,0.195025956743169,0,0,0,0,0.169111919858409,0,0,0,0,0,0
ADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XLM,0,0.395541503286684,0.367156033564381,0,0,0,0,-0.0273635064877435,0,0.168676091884763,0.0768985633233824,0.0962536650812931,0,0,0,0,0,0,0,0.0224618454742172
EOS,0,0.181151903981153,0,0.0358147516002782,0.30903531140736,0.0469223086768293,-0.0799774118844128,0.214190777713711,0.122416075964551,0.0872556473676719,0,0.105536315836666,0,0.243697908229829,0,0,0,0,0,0
BV010082.INDEX,0,0,0,-0.0123659080773475,0,-0.0675321106953675,0.0355946416400096,-0.0141604168171353,-0.0344941372119839,0,-0.00310438216447229,0.0475406679360592,0,0,0.0478003139068881,0,0,0,0,-0.0634792459488315
CVIX.INDEX,0.182443244555856,-0.0812693201378537,0,-0.00313118523816026,0,-0.0951696533338071,0.0995389757026035,0.0276620327757199,0.0347543387562697,0.0779624453983036,-0.0402857145370075,-0.0251047352062894,-0.0418606433964806,0,-0.113908001666819,-0.749174008741944,0,0,0,0.0612104037996484
DXY.INDEX,-0.00412452155017136,-0.00306478775984364,0,0.00417362132080783,0,-0.0342850361379062,0,0.00759863664539129,0.0040196233504359,0.0065988451973685,0,0.0128083945009292,0,0.000324008849974084,0,0.0503902576229971,0,0,0,-0.000148594521764544
SPX.INDEX,0.00159056028940195,0,0.000634923621890548,-0.0111883734330425,0,-0.0073047859724523,0,0.000186029049268725,0.00224755970985317,-0.00639918269444735,0.00678323218644181,0,0,0.00539251495729799,0,0,0,0,0,-0.0349573658462758
VIX.INDEX,0,0.261575471718751,-0.00490545469659361,0,0,-0.434080953673175,0.0990006626369053,0,0,0,-0.0721976619859689,0.361369606163137,0,0,-0.264050525345896,0,0.608825328445653,0,0,0
