,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,ZEC,XLM,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0037537457986088,0,0.349769842438665,0.149353757635144,-0.0344433866853544,0.264071154537683,0.0784389050639667,0,-0.000000000000000000867361737988404,0.0308907474360412,0.0611682133420888,0.0832797699416176,0,0,0,0,0.0687038209894671
ETH,0,0,0.27008170400591,-0.00726212173347552,0.22185280428946,0,0,0.225767419148255,0,-0.0473005447442146,0.0609719424541451,0.151538394749695,0,-0.27264305712811,0,0,0,0
XRP,0,0.0925734424313914,0,0,0.0340265754485745,0,0.0658085565313631,0,0,0.0516219639758791,0.0845357883450224,0,0,0,0,0,0,0
LTC,0.465500050324882,0,0,0,0,0.0245212300665952,0,0.0930960277549235,0,0.134810926044894,0.0833815838675861,0.0548547039126972,0,0,0,0,0,0
XMR,0.405930413252496,0.202540376026162,-0.223190342644363,0.234167909035916,0,0,0,0,0,0.08647489530381,-0.0615156092322098,0.0149337084326785,-0.137436104592371,0,0,0,0,0
ETC,0.531400110800274,0.428720595699551,0,0,0,0,0.104646564307578,0,0,0.0656696071659329,-0.104576529575093,0.07938136305368,0,0,0,0,0,0.118451133312316
DASH,0.494594715260861,0,0,0,0.19248423875606,0.304214941810167,0,0.0918420389441842,0,0,0.127203643663036,-0.0129335850648154,-0.063582500295371,0,0,0,0,0
XEM,-0.299816820881003,0.12104575687213,0.0153304332284392,0.255325907462153,-0.0607208305847518,0.0978724630819464,0.331745253436402,0,0,0.0075785940151739,-0.0252269253080161,-0.0177099445942241,0,0,0,0,0,0
DOGE,0.358947197454989,0,0,0,-0.0368436145964936,0.0167421473508712,0,0,0,0,0.00140021516862641,0.122958390386993,0.0270011932745769,0,0,0,0,-0.0670781800350569
ZEC,0,0.182559756988128,0,0.405182740110748,0,0,0.211320197562665,0,0,0,0.00296155872381568,0.189586321797561,0.328312486391007,0,0,0,0,0
XLM,0,0.135585569428005,0,0,0.0347022079368225,0,0.0907484859969697,0.0972218336869529,0,0.123229414403417,0,0.0889571944762426,0.137710943896991,-0.451001842338613,0,0,0,0
NEO,0.313409475580248,0.0953467849315092,0.694053852960127,-0.308786098152504,0.184670714573187,-0.00000000000000000346944695195361,-0.175817995029921,0.129528669430125,0,-0.0546066874201171,-0.0190531599070445,0,0.0652242386167784,-0.0925324652854515,0,0,0,-0.153426943394821
DGB,0.888430766159296,0,-0.256560067093163,-0.557326381359835,-0.117330670184919,0.149948600389446,0,0,0,-0.0094108946889212,0.0474229759817601,0.204129156600231,0,0,0,0,0,0
BV010082.INDEX,0,-0.074476494279302,0,0,0.0389894974988026,0,0.0112576999417798,-0.00440909472922445,0,0,0,0,0,0,0,0,0,0
CVIX.INDEX,0,0.0310756625864815,0,0,0.0853078794690472,0.0694678876683404,0.0108145097692411,0,0,-0.0405264934285765,-0.0180846669891,0.0251316575246022,0,0,0,0,0,0.0748318144606435
DXY.INDEX,0,0,0,0.0144347855557304,0.00366676483440834,-0.00341725367948716,0.0111473891792491,0,0.0302595262109967,0,-0.0111607218984423,-0.00312435007244991,-0.00916155223882726,0.0617827850003131,0,0,0,-0.0142843941512702
SPX.INDEX,0,0,0,-0.0231886123157828,0.0108758388996874,-0.00288921026995686,0.00954981873486783,0,0,-0.0030536496822059,-0.0107183324709964,0.0151879394368936,0,0,0,0,0,-0.0546197892376797
VIX.INDEX,0,-0.383554959104041,0.460610645394123,0.0528368013077753,0.14765957460284,0,0,-0.0883962301278889,0,0,-0.0706924081267086,0.103925438284739,0.0518613030986962,0,0.311884808256752,0,-3.13300199401339,0
