,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.00000000000000000693889390390723,0.809853360738098,0.0238816229725426,0.307951397203678,0.0669965144438404,0.0140574975880802,0,0.0123250157863783,0,0,0,0,-0.0943209597740969
XRP,0,0,0,0.205117940057184,0,0,-0.0370507470344672,0,0.0940043587315178,0,0,0,0,0
LTC,0.671506976327761,-0.0150355056774268,0,-0.00472218415786184,0,0.0420202630201294,0.0270418934701004,0,0,0,0,0,0,0
DASH,0.870565372260953,0.0828372017095508,-0.689587098670533,0,0.589037800558904,0.0548215121978459,-0.308277828791447,0.31621393316784,0,0,0.216176374012639,0,0,-0.074685480749113
DOGE,0.443604549159828,0,0.0754192294699292,0.0260710249492984,0,0,0,0.0076938134323865,0.0102108110715616,0,-0.0421749735361876,0,0,0.0578319892019817
XLM,0.134626188877033,0.613196906375169,0,0.170709390636613,0.566786423080634,0,-0.0780192019480009,-0.194702983556967,-0.0838321376283742,0,0,0,0,0
XMR,0.994454092080571,-0.0655651213871674,0.0488144054883774,-0.0206144765779066,0,0,0,-0.0550651177661254,-0.000000000000000000867361737988404,0,-0.532586923832362,0,0,-0.117019366160742
XEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGB,1.0186393029348,0,-1.00355617173768,-0.0486411542179297,1.51988044859559,0,0.0593303499078239,0,0,1.99931566515785,0.902907528076675,-4.07851665599235,0,0
BV010082.INDEX,0,-0.102133234363026,0,0.0303095265683049,-0.163019828794469,-0.0355547938906474,-0.00743868574777426,0,0.023361197041769,0,0.0313141418845282,0.740047511153842,0,0.0544552892524325
CVIX.INDEX,0.723890489162065,0.0184067920498124,-0.340899828454513,-0.013790332938165,-1.00059737228073,-0.0608657958361265,0.0211977784322487,0,0.0494425287556322,-0.133093105783223,0,1.11232607657602,0,0.0808577080457626
DXY.INDEX,0,-0.0178314961694914,0,-0.0243780672843248,0.0814746583250925,0,0.0102605217098444,0.0323007912586904,0,0,0.064019222606428,0,0,0.0154416258081205
SPX.INDEX,0,0,0,-0.00252471003868005,-0.0375376681730902,0.0100755455323421,0,-0.00640346880765293,0.010891863809995,0,-0.0117098405291874,0,0,-0.118724098207765
VIX.INDEX,-0.0141566817533751,-0.17455932784989,0,-0.124330250529332,0,0,-0.0593113987154368,0,-0.0131153789585035,0,0.3148270570857,0,-4.08256419167797,0
