,BTC,ETH,XRP,LTC,XMR,DASH,ETC,XEM,DOGE,ZEC,XLM,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.00757900527765592,0,0.341703502120862,0.137866830027276,0.254917835092708,0,0.121121474789617,0,0.0699544217481756,-0.131179388735896,0.0927327747162731,0.069604394498137,0,0,0,0,0
ETH,0.203992391418423,0,0,-0.202339255910567,0.0971549586996796,0.272840954195903,-0.0102014749213535,0,0,0,0.056695940141652,0.119258408692474,0.197018232199404,0,0,0,0,0.00902146971080281
XRP,0.142885358138227,0.0888709719713736,0,0,0.0138652428305586,-0.000000000000000000867361737988404,0,0.0620875418078634,0,0.0250812497583718,0,0.0185321389244132,0,0,0,0,0,0
LTC,0.66594454847668,0,0,0,0.0159723244489379,-0.159814152321003,0.117592630443981,0.117215267552935,0,0.0796204269763031,0.119716457465326,0,0,0,0,0,0,0.0100854514310121
XMR,0.690462664784391,0.124768405114282,-0.170141639722268,0,0,0,0,0,0,0,0.19033423879538,0,-0.231542724256009,0,0,0,0,-0.0248692458963867
DASH,0.310211483435252,0,0,0,0.190567535467786,0,0.310003111873708,0.162079706497044,0,0,0,0,0,0,0,0,0,0
ETC,0.280902030923067,0.331415662953921,0,0,0,0.0364377718859638,0,0,0,0.0879286698906342,0.29650805353313,0.0648856879626306,0.117491940947973,0,0,0,0,0
XEM,-0.309636701536497,-0.239514271529667,0,0.194731234567134,-0.112170734230024,0.650264229220374,-0.00000000000000000173472347597681,0,-0.231907674233582,0.301133488191911,0,0.0926585823288474,-0.00930455120325913,0,-0.228776488309696,0,0,0.314569610413262
DOGE,0,0,0,0.164510586667013,0,0,0.105376190243311,0,0,0,0.135306182131197,0.0327371233098674,0.0467092487880133,0,0,0,0,-0.121881422106967
ZEC,0.111288424557786,-0.112491636963418,0,0.300239055236423,0,0.0534898858056451,0,-0.0306582271221714,0,0,0.624323229013411,-0.207668721347325,0.2445689036953,0,0.0975590257067618,0,0,0.238247751534716
XLM,0,0,0,0,0,0,0.21836733277613,0.0916747621936526,0,0.10742176169231,0,0.103374600276943,0.00656312280500605,0,0,0,0,0
NEO,0,0,0.588348206781286,-0.242320920184981,0.236589236173741,-0.36725474696859,0.0543326920385212,0.094971644206953,0,-0.0651343577628317,0.625098327200569,0,0.0781032636872702,0,0,0,0,-0.340488623318833
DGB,1.24366829666275,-0.00650073778334925,-0.029706347261746,-0.885050859170406,-0.243523657545618,0,0.176897717232129,0.114930853096499,0,0,0,0.188736279793074,0,0,0,0,0,0.0518262461407396
BV010082.INDEX,0,0,0,0,0.084222656212807,0,-0.00917489136308313,0,0,0,0,0,0,0,0,0,0,0
CVIX.INDEX,0,0.120266277622139,0,0.122734056169517,0.0399231905686965,-0.0359961891562601,0.0339226864403387,-0.104128921177584,0,-0.0309102847056417,0,-0.0172405188866381,0,0,0,0,0,0.0603495176651625
DXY.INDEX,0,0.0144985004175853,0,0.0190649762784181,0,0.00633382288941086,0,-0.00407715635632314,0,0.00566558891677687,0,-0.00735051833884144,-0.0111521469409422,0.125027873929211,0.0188478425000604,0,0,-0.00217247565561605
SPX.INDEX,0,0,-0.000000000000000000433680868994202,-0.00500578866526295,-0.00448546548154808,0,-0.000293711591699464,0.00267787351966158,-0.00555685359470123,-0.00246782852182568,0.00688695629817406,0.00734044728428209,0,0.0964829212961817,0,0,0,-0.0608280954836844
VIX.INDEX,0,-0.140114681186472,0.419595524453643,0.172090314436818,0.235043200560213,0,-0.362888307460218,-0.226782509821965,0,-0.19006133309546,0.240471414049179,0.0566807502170402,0.0340792216158406,0,0.183298260787632,0,0,0
