,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0684468191180234,0.11145808464499,0.252553375270502,0.0452632881876225,-0.0174548253656993,0,0.0129232642851697,0.17536871312364,0.0639911209177486,0.0598526853308081,0,0,0,0,-0.118820980295899
ETH,0,0,0.369148524384242,0,0.0301348908736972,-0.0374960001658533,0.126325077520444,0.206580501771044,0.499696681414062,-0.114186658389551,0.259145692467275,0,0,0,0,0
XRP,0,0.0402382675004982,0,0,0.0428104248711938,-0.00200711847051511,0,0,-0.0154629286375817,0,0.0674130994913612,-0.0734132203375571,0,0,0,-0.0659845142519258
LTC,0.703943494691242,0.0575681049823265,0,0,0.0127728576507931,0.00768649592924827,0.00726262351702007,0.0342852698365753,0,0,-0.00634745896445505,0,0,0,0,0
XMR,0.49419258118096,0,-0.626864623560738,0,0,-0.0746630294234478,0.302818155694678,-0.074033783128209,0,0.203325481304028,0.136417710273912,0,0,0,0,0
ETC,-1.46899432826536,-0.805728843607691,0,0,0.137379891495326,0,0.59360367703985,-0.135101515447154,-0.564993379472375,0.61960248319288,0.285768458943079,0,1.28321010480768,0,0,-1.06517500238933
DASH,0,0.216882308955598,-0.504067200219538,0,0.0513028824878262,0.0250296959097909,0,0,0.0761886277596534,0.169799373423508,-0.131525663631926,0,0,0,0,-0.35676043891799
XEM,1.65780952298229,0.132602409093708,0.562931917012224,-0.0665800660551965,0.0753065418722734,0.0826153348392114,0.166112332658888,0,0.208085060029401,0.332650614805598,0.00144381889601168,0,0.668336309206506,0,0,-0.253435412679019
DOGE,0.456288661895557,0.0348138216530139,0.268307426135437,0,0.0095737227405955,0.0193857383543061,0,0,0,0.0984744013857763,-0.0627639096306208,0,0,0,0,0
XLM,0.44870236392331,-0.0883364109269378,0.330413945129353,0,-0.0108132335876835,-0.0544391774111935,0,0.0647946576207526,-0.069683931470455,0,0,0,0,0,0,0.18893251199069
DGB,0,0.649390835567047,0,0,0,0.118369317707102,0,0,0,0.427659167627825,0,0,0.612923436974936,0,0,0
BV010082.INDEX,0.102422222610048,-0.0381237428373527,0.153473067895293,-0.0742442359503902,0.0183951358095162,0,0.0554265674763496,-0.0758988898039944,-0.0649422452405502,-0.0945108974761264,-0.046466709550984,0,0,0.271889350547058,0,0.0616681945334774
CVIX.INDEX,0,-0.111436570221726,0,0,-0.0100572681233665,-0.00998992538640464,0,0,0.149412079926099,-0.028735417430305,0.0927298032190014,0,0,0,0,0.189762798181405
DXY.INDEX,0,-0.00387870651597082,0,0.0249431902009377,0.00149302691991138,0,0.0336727657528758,-0.0122881874961176,0,0.000861925642536722,-0.0230301940342715,0.123288497280667,0,0,0,-0.000173238017861161
SPX.INDEX,0,-0.00476616003158072,0,0,0,0,0,0,0,0,-0.00651318848246428,0,-0.00296212656253803,0,0,-0.0455459025342135
VIX.INDEX,0,0.077545288340177,0,0,0.0854434246509903,0.0890631324241547,-0.00690626783412138,-0.279610492261247,-0.126189078911636,0.197569425372792,-0.00000000000000000693889390390723,-0.199998141269001,0.857603825905534,0,-2.26000806367714,0
