,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,ZEC,XLM,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0668108233278594,0,0.289711819778901,0.217883182087427,-0.0315536250378549,0.229272221962298,0.13385922307384,0.0436495274153844,0.0444140874871894,-0.0730073800313612,0.0391256704269066,0.088626502822732,0,0,0,0,0
ETH,0,0,0,0,0.110994435231289,0,0.273037062219679,0,0,0.0000000000000000000271050543121376,0,0.233455454178631,0,0,0,0,0,0
XRP,0.121246550647929,0,0,0,0,0,0.102553368625789,0.0327184335343703,0,0,0.043748621956255,0,-0.0035499569326939,0,0,0,0,0.0377714607259619
LTC,0.666227003889526,0,0,0,0.0155330030839816,0.118569612232493,-0.159360308202535,0.11667743815721,0,0.0798928620019038,0.115638845797409,0,-0.00000000000000000346944695195361,0,0,0,0,0.00853427228372419
XMR,0.599198798563012,0,-0.314244506183805,0.229344172498702,0,-0.0647355479903958,0,0,0,0,0.0779189726697175,-0.0058135373155669,-0.0709669359391535,0,0.401644234948111,0,0,0
ETC,0.212647227229667,0.369872436415039,0,0.0389314409741006,0,0,0,0,0,0.00000000000000000693889390390723,0.2658508076546,0.0295302849163427,0.108408817457037,0,0,0,0,0
DASH,0.489990323726735,0,0,0,0.205957563064537,0.344860658035553,0,0.176019429007638,0,0,0.112200118261082,0,-0.0394231498714687,0,0,0,0,0.0245734430247322
XEM,0,-0.355451443202196,0.193638697148998,0.0253664578377956,-0.306790650568403,0.0275678134561633,0.530292517266706,0,0,0.305673405432693,0.0926354077652781,0,0,0,0,0,0,0.101136126067191
DOGE,0,0,0,0.194212216330132,0,0.108296012837403,0,0,0,0,0.0536653740767306,0.0420067244339803,0.0519715421235389,0,0,0,0,-0.123949069307876
ZEC,0.482152479946362,0.0441919646708727,0.202275954765835,0,0,0,0.0608638603511896,0,0,0,0,0.0695993248733842,0.315818092801884,-0.288129970622277,0.0273825887655279,0,0,-0.190274275018495
XLM,-0.518305403449701,0.352255132479841,0,0,0.158465424246192,0,0.284403624609042,0.128720392639492,0,0.204789658820798,0,0.191635792786187,0.0454932507676221,-0.481612337424694,0,0,0,-0.00289944560959666
NEO,0.228465761107713,0.147926479483161,1.28333092190007,-0.221118232537964,0.198977293006646,0,-0.279986726786435,0,0,-0.0713847696927948,0.0709776355758601,0,-0.0568201863181956,-0.402920978514031,0,0,0,-0.228083645515096
DGB,1.24374402647387,-0.00650443868591787,-0.0297104533112165,-0.8850712611707,-0.243572356051995,0.176900106160742,0,0.114911174637069,0,0,0,0.188725260894155,0,0,0,0,0,0.0518724607972486
BV010082.INDEX,0,0,0,0,0.059257735509169,-0.0112807856464033,0,-0.0661153564367433,0,0,-0.00803299799566324,-0.0488679494587239,-0.00904056088671221,0,-0.0964122928990837,0,0,0
CVIX.INDEX,0,0.0639290877915588,0,0.0863916216264825,0.0481024836755731,0.0675881090175213,0,-0.0935190119478568,0,-0.0381629154759724,0.0113363728317247,0,-0.0303258692595468,0,0,0,0,0.0676517422487998
DXY.INDEX,0,0,0,0.0170976504218247,0,-0.00477765945493454,0.0199292957237801,0,0,0,0.00234784819432973,-0.0130921596452288,-0.0053947650975927,0.0594840679465235,0.0178521039903253,0,0,-0.0173355827617898
SPX.INDEX,0,0,-0.00000000000000000173472347597681,-0.0194702607474147,0.000145285309049021,-0.0129514400883752,0.0194610398095969,0.00912572705350275,0,0,-0.00517822062606587,0.016979643700618,0.00661670727746486,0,0,0,0,-0.0586948853766849
VIX.INDEX,0,-0.396240367494448,0.416353757994819,0.0207472303639148,0.134178268303959,-0.0612324392768127,0.108190200016545,-0.0779802415074388,-0.063780487855828,-0.0108598124104802,0.00215021297508472,0.122001311925102,0.128758638760399,0.0756873867889502,0.117942824995707,0,-5.51751841724032,0
