,BTC,XRP,LTC,DASH,XLM,DOGE,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0202227267908653,0.121196303946162,0.112390331850184,0,0.10536327743604,0.0814663958161833,0.0335038185600937,-0.0222794672350338,0,0,0,0,-0.0244432839571829
XRP,0.467386525816729,0,0.0769244595931544,0,0.266353048365423,0.134770935072775,-0.0876991071201782,-0.110235969212705,-0.0640076918151666,0,0.0936237339456796,0,0,0
LTC,0.802944360368981,0.169762941160299,0,-0.0460640919283875,-0.288584255192388,0.0843254546875557,0.0101887467857942,0.0190306088415902,-0.0309374668809093,-0.0000000000000000138777878078145,0,0,0,0.0580760876491186
DASH,0.794647458353674,0.00000000000000000693889390390723,0.0675865118263828,0,0.650935598628374,-0.171195094775606,-0.438746722590949,0,-0.0239498968205501,0.951320088363695,0.157446311513918,0.167223063479587,0,0
XLM,1.11255423115035,0.421729638962743,0,-0.113744473731143,0,0.110990874324952,-0.0744396729305355,0.0414767354081362,-0.20449923360762,0,0.341781663549046,0,0,-0.223956651154663
DOGE,0,0,0.206546475831476,0,0.396596789027646,0,0.192436435649243,0.236160796796028,0.0931091966134383,0,0.520587160803224,0,0,0.0285146493596228
XMR,1.18541391493365,-0.0000000000000000277555756156289,0.279845072392532,-0.716482492230845,0.113509944972293,0,0,-0.040221433979505,-0.000323500180092095,2.03635596072324,0.016265783307346,0,0,-0.333007591489693
XEM,0,0,0.178950928164038,0.483016051408064,0,0.946191374594199,-0.459787358159424,0,0,0,-0.635909086650332,0,0,-0.41401194490733
DGB,0,0,0.257341745461409,0.078192131041816,0,0.100408946988212,0.37072444103097,0,0,0,0,0,0,0.212196960491447
BV010082.INDEX,0.0386577641475681,-0.0333749037486782,0,0.0733229778588944,0.0505120780678513,-0.0670922782535347,0.0446018512560178,-0.019114920637901,0.0553830200446472,0,0.0858047983289148,0.474015806230241,0,0.0581231581890624
CVIX.INDEX,0,0,-0.00750207535320619,0,0,0.0404911281155667,0,0,0.138329890091018,0,0,0,0,0.0602628044189511
DXY.INDEX,0,0.0115856303794211,-0.0486681430380992,0.0227229245236704,0.0199698681511997,0.0391821274052943,-0.0120594756193917,-0.0194616561031534,-0.0210002438696137,0.216666879115022,0.0641642079941214,0,0,0
SPX.INDEX,0.0131268774422033,0.00163869483500006,-0.0107885608803593,0.00199309591333622,0,0.0157242827491381,-0.000886407875809344,0.00530127052884237,0,0,0,0,0,-0.0883164351536672
VIX.INDEX,0,0,-0.0943479807887068,0,0,0.0805230164940132,-0.214097048751391,0,0,0,0.0699181153523916,0,-5.66358672503857,0
