,BTC,LTC,XRP,ETH,DOGE,DASH,XLM,XMR,DGB,XEM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.207404914513051,0.318309128131315,0.0235668476870589,0,0.0686023916256023,0.0285997950801163,0.0166375183145149,0.0293974334842241,0.0443301770947755,0,0,0,0,0
LTC,0.261178826729877,0,0.264950745841341,0.0620203837876235,0.19597476994428,0,0.053712678045607,-0.073957325822159,0.0276398825544519,0.0404083164504005,0,0,0,0,-0.105573099727667
XRP,0,-0.093747658962308,0,-0.0269652870818964,0.772902022853092,-0.0606695956416811,0.25287627762538,-0.00282100808244431,0,-0.00000000000000000346944695195361,0,-0.417107504397831,0,0,0
ETH,0,0,0.48304122895195,0,0,0.632226894695613,0.574950274003502,-0.0784405314151157,-0.0235262506270357,-0.232608687595707,0,0,0,0,0
DOGE,0.275508244987751,0.166018984672188,0,0,0,0.192918612337659,0,0,0.018012546823281,0.0649189911844906,0,0,0,0,-0.00693991236754952
DASH,0,0.615108950678816,-0.103014667319029,0,0.174583625587203,0,-0.326954160333194,0,0.00974213149580054,0.00843134077848025,0,0.0171900715952435,0,0,0
XLM,0.135483796407358,0.193654923114156,-0.139629275684272,0.1380208645607,-0.410244640244905,0.0649139135008765,0,0.0969849283227183,0,0.136744418883747,0,0,0,0,-0.225539065878281
XMR,0.082372263280874,0,0,-0.0985276200618739,0,0.59478591394764,0.0148863632416412,0,0,-0.0519001613972615,0,-0.420606446005728,0,0,-0.397023843353436
DGB,0,-0.757945650459886,0,0.0210590601075982,1.39314156537112,-0.142497249482811,0.881910247812679,0,0,0.290595640426289,0,0,0,0,0.00382804620659365
XEM,-0.53513722045629,0,0.0840769787428318,0,1.48228632170102,0,0.953898483938561,0.0671598617364358,0.122173409608188,0,0,0.798989723733987,0,0,0.19565559097163
BV010082.INDEX,0,0,0.0557545331858594,-0.0125249623021981,0,0.0378644312003173,0,0.0531464836288551,-0.020312345957095,0.0091923498412181,0,0,0,0,0.00940436932279105
CVIX.INDEX,0.0577018736116019,0.0238744861288013,0.0239447931485832,0.0662368287813982,-0.103549378823134,0,-0.161537929676171,-0.210422170527726,0.028112577978366,0.0723516637257251,0,0,1.60017391078415,0.0318588605715531,0
DXY.INDEX,0,0.0108209629761902,-0.0363757065117536,0.00609188457448518,0,0,0,0.0197579979741839,-0.0140881282435655,-0.00165982780703614,0.123097893922964,0.0132115529309479,0,0,-0.0187438610443645
SPX.INDEX,0,0.00283978729384165,0,0,0,0.00955368191099162,0,0,0.00363923963879046,-0.00376239008967596,0,0,0,0,-0.0767220251411456
VIX.INDEX,-0.0660442315747466,-0.0361491642223051,-0.165485476396628,0.0938787036962198,0,0,0,-0.159910249317287,0.131516876835867,0.088871755143026,0,-0.472392000009743,0,-3.7257593429854,0
