,BTC,ETH,XRP,LTC,EOS,BCH,TRX,XLM,BNB,BSV,ADA,XMR,MIOTA,DASH,NEO,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.0246854051998174,0.07017110592225,0.0469858674610836,0.00486149988305271,0,0,0.0254432612728692,0.0217502104680732,0,0.193992569001404,-0.0219007411445394,0.188928439606921,0.0214814860490482,0,0,0,0,-0.0138153227811592
ETH,0,0,0.0622794940367616,0,0.308268111654922,0.138788267358318,0.0264837131967543,0,0.214897533049831,0.103197018993127,0,0,0,0.0893069438377605,0.00000000000000000346944695195361,0,0.0399807690803063,0,0,0
XRP,0,0.0881367800850025,0,0.00175558850725074,0.0468023820061678,0.0313002424486659,0,0.131074505655584,0,0,0,0,0,0.0824064120716032,0.253732535415014,0,0,0,0,0.022516447078273
LTC,0,0.280171760650535,0,0,0.285431678073488,0.0739162025391985,0,0,0,0,0,0,0,0.0856033518963252,0,0,0,0,0,0
EOS,0,0,0,0.392967950213731,0,0,0,0,0.216663369114079,-0.000000000000000000867361737988404,0.072414246169625,0.264355142562123,0.0850452509973463,0,0,0,0,0,0,0
BCH,0.652134255797937,0,-0.11215516314544,0.0218975852485629,0.146195577137849,0,0.138885329943971,0,-0.0854223966423513,0.604187789234311,0,0,0.0534121341925431,0,0,0,0,0,0,0.108295627300534
TRX,0,0,0,-0.0270233123818114,-0.105062147423321,0.349525625007793,0,0,0.0574903091427329,-0.222257432235803,0.938411204005936,0,0,-0.384194806804429,0,0.165437345438653,0,0,0,0.0247966477041447
XLM,0,0.0321759305910709,0,0.139346591331931,0,0.127479675203168,0,0,0.121894847846152,0.125117352941997,0.0376787645999845,0,0.0591908025087577,0,0.0482295536713449,0,0,0,0,0
BNB,0,0,0,0,0.339282152954067,0,-0.00000000000000000346944695195361,0,0,0.0624067725176311,0.152010871711241,0,-0.0278550091740718,0,0.180717722230829,0,0,0,0,0
BSV,0,-0.0539392828628455,-0.248604309325251,0,0,0.276965347253914,0.0561972102007032,0.479350435907012,0.0907408822715685,0,0,0.16756031019449,0,0,0,0,0,0,0,0
ADA,0,0.325716497808198,0,0.0877219816828797,0.301177339548331,0.0792284340653302,0.0620981937669123,0,0,0,0,0,0.0442717458422049,0,0,0,0,0,0,0
XMR,0,0.0651490881110071,0,0.0742882953412636,0.0794757551182723,0.12078738782141,0,0,0,0,0.0447426042860097,0,0.029352495107984,0.188783670295414,0.197041384485143,0,0,0,0,0
MIOTA,0,0.229472585641911,0,0,0.235895583677291,0,0,0,0,0.169957961533451,0,0,0,0.102360657445599,0,0,0,0,0,0
DASH,0,0,0,0.0803278423379052,0.067437391415493,0,-0.136837293602038,0.336318330472166,0,0.0332100147690139,0,0.404791938288506,0.111765224454039,0,0.0792258383207669,0,0,0,0,-0.0613836296658883
NEO,0,0,0.182318223881914,0.145254076169636,0.280287801784029,0.00305129342754027,0.146730130987716,0,0.0254665496202067,0,0,0.0885465629493318,0,0.0635640243777268,0,0,0,0,0,0
BV010082.INDEX,0,-0.209955839010813,0.104043800063427,0,0.0111344895267181,-0.0403983476011147,0,0,-0.0737960786874137,0,0.0996636878067861,0,0,0.145593781636115,0,0,0,0,0,-0.0532602942266471
CVIX.INDEX,0,0.494412867532248,-0.0396695215207182,0.0775812964556789,-0.181781342269174,0.0274349868416008,-0.289649585842051,0.124120043386869,-0.0302385986458685,0,0,0,0.0960364816817599,0,-0.417402709539876,0.0524076275567872,0,0,0,-0.0446941712773572
DXY.INDEX,0,0,0,0.000000000000000000216840434497101,0.00999679505524043,-0.0173390785511687,-0.0421491273774819,0,-0.00421312734798258,0.0137253930753636,0.0173457850005103,0.00773603263842482,0,0.0185061685351529,0,0.0931132567005854,0,0,0,0.0208032388184354
SPX.INDEX,0,-0.02650070021375,0.0785077074366529,0,0,0,0,0,0,-0.00863464273012203,0,0.014862973615965,0.000000000000000000433680868994202,-0.039757739655237,0,0.105669628135707,-0.049057104204018,0,0,-0.124962413806818
VIX.INDEX,0,0,0.000000000000000000433680868994202,-0.287575008444654,0.14569714780266,0,0,0,0.427545589882908,-0.0815013418174104,0,0.102377535011134,0,0,0,0,0,0,-2.37030220110064,0
