,BTC,ETH,XRP,LTC,XMR,DASH,ETC,XEM,DOGE,ZEC,XLM,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0438655924019024,0,0.357977238352389,0.149410002054601,0.216793437352817,0.00964173961626451,0,0,0.0407944287761723,0.0526116270681173,0.027322696916209,0.0410163089690417,0,0,0,0,0
ETH,-0.401712626664477,0,0.433194065179631,0.119044103913503,0.311602179541561,0.421388383811908,0,0.214717991411441,0,-0.0404878994885657,0.112894285895279,0.0738948216014327,0.0522595294478595,-0.280419298519156,-0.429353834752003,0,0,0
XRP,0.0282492123067492,0.175070916672326,0,0,0,0.112038820487961,0,0,0,-0.0794991430909129,0.0643392058104783,0.0116441800999138,0,0,0,0,0,0.0525557781810569
LTC,0.469735047947593,0.0208627671635376,0,0,0,0,0,0.156411251230456,0,0.114803783308086,0.051902496194321,0.0583117494628768,0,0,0,0,0,0
XMR,0.442139030116445,0.152028867545368,-0.181022367483954,0.262349435787673,0,0,-0.0558536469910501,0,0,0.0452317373925928,-0.0541140742301781,0.023602458220381,-0.116513089475289,0,0,0,0,0
DASH,0.518428099123689,0,0,0,0.186556970105071,0,0.313391299869627,0.108763503900571,0,0,0.119795573194732,-0.0138192809214643,-0.0817838836997056,0,0,0,0,0
ETC,0.226727357908739,0.2856431014419,-0.338515141339406,0,0.0372874918252839,0,0,0.439170273224155,0,0.0683700231050208,-0.0279386545683548,0.15272005877164,0.189003082021979,0,0,0,0,0
XEM,-0.322488444345918,0.101069636230201,0.0301735586861141,0.275433326368443,-0.0538052155187243,0.334926816891122,0.0898872006585363,0,-0.0425235260074907,0,-0.000000000000000000867361737988404,0,0,0,0,0,0,0.0775573946648759
DOGE,0.0755216402316585,0,0,0.0586413152717016,0,-0.00000000000000000693889390390723,0.144030360556423,0.0260388542765293,0,0.0251885626416671,0,0.1164260176379,0.0224087911836767,0,0,0,0,-0.16808073907679
ZEC,0,0.664438883370355,-0.415321585498896,0.0353367779835626,0,0,0.174827337698411,0,0,0,0.0442438444747953,0.0388274104349774,0,0,0,0,0,0.312996742543274
XLM,0,0.15127657911301,0,-0.000000000000000000433680868994202,0.0371061913030829,0.0860900011881598,-0.00000000000000000346944695195361,0.0800043558126982,0,0.133816820701883,0,0.0878410066966461,0.141671188700585,-0.421642791020381,0,0,0,0
NEO,0.488007254628221,0.116749186173344,0.589273669689139,-0.37289421696296,0.125569821914147,-0.1904388495212,0,0,0,-0.0354926988561592,-0.0313963120072096,0,0.0900097713870114,0,0.00242147761563253,0,0,-0.161527622982955
DGB,0.667398406377944,0.00000000000000000346944695195361,-0.431193881702863,-0.249083826582505,0,0,0.125913746189883,0,0,-0.0709889648963794,0,0.15610768659495,0,0,0,0,0,-0.0380168033080041
BV010082.INDEX,0.0379372134659118,-0.0795298488317518,0,0,0.0201743946074718,0.0806781298168305,0,-0.146381411455823,0.0126959219585235,0,0,-0.00741136122164069,0,0,-0.1134419509435,0,0,-0.06138832684301
CVIX.INDEX,0,0.100961162767232,0,0.0635075132170113,0.0608974348941072,0,0.0577179522637445,-0.0665151178641103,0.0369910084472122,-0.0535031364875055,-0.049591561740964,0,-0.0180208386663201,0,0,0,0,0.0648124004398696
DXY.INDEX,0,0,0,0.0237698065724318,0,0.0157275362398304,0.000000000000000000216840434497101,0.00737558691629257,0.0046886868007839,0,-0.0155063285287384,0,-0.00712027414078873,0.052666251187638,0,0,0,-0.0305441742428298
SPX.INDEX,0,0,0,-0.0172673550239461,0.0141535193697646,0.0179406948119709,0,0,0,0,-0.00621636863571128,0.0186034858851956,0,0,0,0,0,-0.0592217306298368
VIX.INDEX,0.0444176870145693,-0.393556568276055,0.496223471044457,0.0486052823526347,0.121774651008724,0,0,-0.131827601976184,-0.0611548009833955,0.023200843255656,-0.0843197148475885,0.0839805119270643,0.0538708512316406,-0.158624233033364,0.240804265953205,0,-2.46076519279186,0
