,BTC,XRP,LTC,ETH,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0700630768618943,0.6706946648645,0.103631541263353,0.0685999002795959,-0.0210044726909888,0.0166999710170318,0.160490992331098,0.00596563859299467,0.0527789491801254,0,0,0,0,0.0473057710364099
XRP,0,0,0,-0.0735059013991167,0.0476069875636037,0,0.93854582808516,-0.339977264770159,0.0315095289744692,-0.0634539217551836,0,0,0,0,0
LTC,0.584404468904124,0,0,0,0,0.137039561717631,0.021323985183809,0.000000000000000000867361737988404,0,-0.0239370457868589,0,0.261662878918944,0,0,-0.0704461213627313
ETH,0.0956579746446214,-0.117450916384701,-0.000000000000000000433680868994202,0,0.0217340636403607,-0.143315119532838,0.0226090902736543,0.188007258607104,0,0.0904074809172472,0,-0.443775809322869,0,0,0.23997809230725
DASH,0.167728292147971,0.290638356402712,0,0,0,0.133352734532093,-0.136967100011831,0,0.100347948918465,-0.00580631559875766,0,0.38416385343296,0,0,0
DOGE,0,0,0.535943318952382,0,0,0,0,0,0.0821506928243408,0,0,0,0,0,0
XLM,0.251346840482745,0,0,0,0,0,0,-0.288111432283981,0.0668079654776766,0.266697438405119,-0.233284550403352,-0.0253997786381778,0,0,-0.118584556830383
XMR,0.202095774261763,0,-0.130198329197881,-0.0504130238109773,0.0984092246704078,0.282458352054216,0.157974875830176,0,-0.0569437946331874,0.0158978299513724,0.709165199850352,0.362675324504991,0,0,-0.0303169895196121
XEM,-1.58908056834778,0.183539098639469,1.25618545943146,0,0.088002795759726,0,0.280953138277217,0.773530434214532,0,-0.0413810581522072,1.60633180212361,-1.3535145933842,0,0,0.376461138485033
DGB,0.233371922196311,-0.214627592274156,-0.519207368154852,-0.556151011333119,0.504393781227676,0.177715413286789,0.551416483580143,0.329532195742214,0.134545251925074,0,0,0,0,0,0.119049049690049
BV010082.INDEX,0,-0.0344580743518106,0.0735757934382134,0,0.0893183626933106,0,0,0.0243157454083253,0.0177127576302678,-0.0388564736297686,0,0,0,0,-0.0567479702145738
CVIX.INDEX,0,-0.120592942382884,0.143936064736091,0,0.0616058212606782,0.0339890964096602,-0.114170175490327,-0.0542643555302538,-0.0231110626560906,0.0498464344721069,-0.148802350249329,0,0,0,0.0818767266852268
DXY.INDEX,0,0.0056550884222237,0,0,0,-0.0192410541760643,-0.0395381173898661,0.0214691646661253,0,0.00463711889759769,0,0.119719055043113,0,0,-0.0250694280223908
SPX.INDEX,0,0.0144360298058629,0,0,0,-0.00809762416190048,-0.00190258199173277,0.00242978114841599,0.00429365641067497,0.00579286165154688,0.0355177485180508,0,0,0,-0.0938486258700875
VIX.INDEX,0,0.19883923408995,0,0,0.115035588467039,-0.20416700461659,0,-0.171808992157143,-0.0465604950595572,0.226854520572915,0,0,0,-6.37984218234702,0
