,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,XMR,MIOTA,DASH,TRX,NEO,ETC,BNB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,-0.0818357292963671,0,0,0,0.208680061671085,0,0.146905714099532,0.0296440207092023,0,0.182492177327879,0,0.00251501931650852,-0.0233661090328482,0,0,0,0,-0.0260971271900709
ETH,0,0,0,0,0.129372654517228,0,0.180620264960023,0.371720934743154,0.010960277809961,0,0.0275657824960323,0,0,0.21146499477703,0.0612476500276197,0,0,0,0,0
XRP,0,0,0,0.232318813741194,0.0586773440895062,0.0482119885195623,0,0,0,0.222363927577616,0,0,0,0.192725714705127,0.0761325963762935,0,0,0,0,0.0296952425329164
BCH,0.222400653560805,0.0890254505981121,0.0792882838551859,0,0.218839300213736,0,0.128152426495113,0.192220802507115,0,0,0.0688357801733062,0,0,0,0,0,0,0,0,0.0482915340469263
EOS,0,0.0248555931307368,0.0591364931733626,0,0,0.169406524522201,0,0.287309402486622,0.031813861812285,0.192800384601662,0,0.0129704890850079,0.278476394564543,0,0,0,0,0,0,0
XLM,0,0,0.23110299640178,0,0.112870987276367,0,0,0,0.197347190979119,0.00161053642350107,0,0.198502996409573,0,0,0,0,0,0,0,0
LTC,0.0807752399262228,0.156700870316181,0,0.289278396444227,0.0990886847100829,0,0,0,0.0886301903639989,0.129504930792711,0,0.0175236922567558,0,0,0,0,0,0,0,0.00462697002793483
ADA,0,0.0538031384593052,0.0699270084972821,0.321068481449265,0.135719008482375,0,0,0,0.0455922779171338,0,0.15134602141318,0,0,0,0,0,0,0,0,0
XMR,0,0.107105596957048,0,0.0870067397938355,0.295391737209059,0.0761107602982114,0,0,0,0.0541657154759086,0.117874921458828,0.0376625393616226,0,0,0,0,0,0,0,0
MIOTA,0,0,0.00288074166244366,0,0,0.329045324157204,0,0,0,0,0,0.399048350602681,0.396530491714104,0,0,0,0,0,0,-0.0197376433249403
DASH,0,0.370963211896892,0,0,0,0,0,0.0855550387168017,0,0,0,0,0.319708709188447,0,0.0504148932603241,0,0,0,0,0
TRX,0,0,0,0,0.190466947797538,0,0,0,0,0,0,0,0.49364647376412,0,0.0236631929738277,0,0,0,0,0
NEO,0,0,0.0571173118656585,0.135340580175526,0.00835470680008197,0,0,0.145784435837692,0,0.267111472089521,0.126935003610864,0.191615986659805,0,0,0.135691562233833,0,0,0,0,0
ETC,0,0.219428875796179,0,0,0.323155465918083,0.0835467658512406,0,0,0,0.27279292439622,-0.139870423481858,0,-0.0694057184100445,0,0,0,0,0,0,0.0130768095575334
BNB,-0.154602367239568,0.333421966152658,-0.0745760681843749,-0.112749799090746,0,0,0,0.481841830440905,0,0.105156069800784,0.251477173044428,-0.0709364869342913,0.0442774200257562,-0.0605556174979547,0,0,0,0,0,-0.0846995400022103
BV010082.INDEX,0.0471120593402626,0,0.0406370766233995,0,-0.00879969107802543,-0.0419965488226137,-0.17757124716453,0,0,0,0.0220563813621322,0.0541541059595039,-0.0376019022343748,0,0.11081566934339,0,-0.00393486039750732,0,0,-0.0753100875018533
CVIX.INDEX,0,-0.147478957107736,0,0,-0.00685766809898261,-0.052502995723631,0.171173239331014,0.141843528809422,-0.0756831421534708,0,0,0,-0.0441434195014507,0.0921129786521061,0.199188230944721,0,0,0,0,0.109503561839187
DXY.INDEX,0.0118160682975255,0,-0.0156729135454517,0,0,0,0,0,0.0100543327248186,-0.0139194077366888,0.0128392832537717,-0.0126827299648064,0,0.00338612446979728,0,0,0.100349324439055,0,0,-0.0024527829034762
SPX.INDEX,0,0,0,0,0.0243221495005785,-0.0219655888696233,0,0,-0.000000000000000000867361737988404,0,0,0,-0.00131592256250176,0,-0.0236777032407112,0,0,0,0,-0.049557785351
VIX.INDEX,0.0708703373433182,0,-0.236350971647198,0.733059670859033,0,0.0541763665062579,0,0,-0.297638120107332,0,-0.36799545474962,0.275502138732558,-0.54156313418729,-0.13965337871121,0.508079550479466,0,0.137396074717612,0,0,0
