,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,MIOTA,NEO,XMR,DASH,TRX,XEM,ETC,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.123017651262007,0.105703431807239,0.0407384856943657,0,0,0.00540021524189117,0.207219472917104,0.0477213898663145,0,0,0.0370285848804457,0.0455894694207684,0,0,0,0,0,0.0495308975969109
ETH,0,0,0.0994918311445651,0.250364225043601,0,0.285524390382923,0.065463283839022,0,0.0437201087307636,0.00000000000000000346944695195361,0,0,0,0.0516593570112724,0,0,0,0,0,0
XRP,0,0.11776234751025,0,0,0.109477276494712,0.127854234170566,0,0.0806001865180834,0,0.16545224114347,0.00000000000000000693889390390723,0,0,0.0404736286588892,0.0883118380044886,0,0,0,0,0
BCH,0,0.339036856474273,0.0357799952800913,0,0.0185052216443625,0.217096875107825,0,0.186063497780812,0,0.0927442535303098,0,0.0702849749088907,0.0809900123214292,0,0,0,0,0,0,0
EOS,0,0,0.10057635859836,0.209723159940614,0,0,0,-0.129578154457216,-0.0493497711791178,0,0.21997913757309,0,0,0.0355321490548113,0.289796264545869,0,0,0,0,-0.116728778017499
LTC,0.00520345095601433,0.184697394019149,0.0138858194837015,0.261053076055755,0,0,0.0657008040120066,0,0.146639862819911,0.0753146686425962,0,0,0,0.0875763808166386,0,0,0,0,0,0
ADA,0,0.131046635698141,0.291464547938976,0,0.138808492279636,0,0,0.0912347631983015,0.077866883969348,0.129373508636038,0.0768182146386162,0,0,0.0894892395345582,0.037896504420873,0,0,0,0,-0.000000000000000000216840434497101
XLM,0,0,0.0515519120966538,0.0827263935919785,0,0,0.240491385638596,0,0.263953963591684,0.0466279911905926,0,0,0.0702203550353301,0.178776448768413,0,0,0,0,0,0
MIOTA,0.0154484652317626,0.094167906971908,0.199235141554679,0.291519701990413,0,0,0.0595916328618696,0,0,0.175010655311297,0.0488966730797157,0,0.0924144037798565,0.043200144033805,0.036876474592904,0,0,0,0,0.0565520084903194
NEO,0,0.35824880378742,0,0,0,0,0.0502705504290186,0.111566169457061,0.0460441533679874,0,0.116736150883645,0,0.0310677596734486,0,0.139617482434442,0,0,0,0,0
XMR,0.103021838869378,0,0,0.0542264753581081,0,0.207322365139608,0,0.0688006388161037,0.138948813916165,0.169005978006729,0,0.217720369358723,0,-0.0470453337816524,0,0,0,0,0,0.0682799218871087
DASH,0,0.102268860451921,0,0.218713757785599,0,0,0.0764275379601863,0,0.0594323662990359,0.157808625529745,0,0,0.106405037105243,0.0477624615667466,0,0,0,0,0,0.0683864704622807
TRX,0,0,0,0.100681179018267,0,0,0,0,0.481945331407525,0,0,0.0373964630316069,0,0.0957173350981351,0,0,0,0,0,0.0523625790112973
XEM,0,0.159200023440871,0,0,-0.0687659874121838,0,0.288408188127842,0,0,0.432841345757922,0,0,0.135045110305382,0,0,0,0,0,0,0
ETC,0,0,0.359536357909819,0.124167735153962,0.136578494437962,0,0,0.14566238328579,0.103058032879609,0.113466837988936,-0.272348726114506,0,0.127861309423111,0.0617215719783328,0,0,0,0,0,-0.0116805142222166
BV010082.INDEX,0,0,0,0,0.0267500332565901,0,0,0.0143941189949031,0,0,0,0.103031589829728,-0.0409556757968216,0,-0.0145660869048813,0,0,0,0,-0.0653568511640008
CVIX.INDEX,-0.184911733367848,0,0.00681561234119704,-0.0619483730722817,-0.0476286672625711,0,0.0782574068373808,0.13077684958808,0.141905109582399,-0.125701747701065,-0.0969042427923268,0.263863118511094,0.0312286796759369,-0.201373828088012,-0.0597475480815717,0,0,0,0,-0.0135245468665728
DXY.INDEX,0,0.00409863592426195,0.0118608608369808,0,-0.00345322598812795,-0.0000000000000000000542101086242752,0,-0.0308440339331409,0,0,-0.00381964700669913,0.0354440663236535,-0.0108760172529978,0,0.00384596981627027,0,0,0,0,-0.00000000000000000010842021724855
SPX.INDEX,0,0,0,0.0359872531639621,0.0160232579337016,0,0,-0.0375199528923717,0,0,0,-0.0133467903726597,-0.0276653955202582,0,0.0105173294180192,0,0,0,0,-0.103886785328075
VIX.INDEX,0,0,0,0,0,-0.0475620298188915,0,-0.164532017299053,-0.0618013682973126,0,0,0.206173724880959,0.155381613684356,0,0,0,0,0,-3.89796931310955,0
