,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,XMR,TRX,MIOTA,DASH,BNB,NEO,ETC,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0614346063312865,-0.00948688288948092,0.067529570943277,0.173397398603501,0,0,0,0.0318091238208193,0,0,0,0,0.03834374300745,0,0,0,0,0,0
ETH,0,0,0,0.0830364633898328,0.256641365711941,0,0,0.343189088058974,0,0,0.029409218888066,0,0,0.0380103987033724,0.21132102970314,0,0,0,0,0
XRP,0,0.245852447437675,0,0,0,0.0317358670556118,0,0.199565560047846,0,0,0.257632781737272,0,0,0,0,0,0,0,0,-0.0789550976107952
BCH,0,0.30249900330209,0.0713669928173522,0,0,0.0219395459503049,0,0.124748241478717,0,0.27686299718344,0.00453611265710797,0,0,0,0,0,0,0,0,0
EOS,0,0.551898213174405,0,0,0,0,0,0.20176076717074,0,0,0,0,0,0.135642544969445,0,0,0,0,0,0
XLM,0,-0.00000000000000000693889390390723,0.195789049498642,0,0.0132605051207809,0,0,0.00456818310793285,0,0.33903327560192,0,0,0,0,0,0,0,0,0,-0.0285766154903022
LTC,0,0.232429616945429,0,0.0643971795635386,0.218758949305515,0,0,0,0,0.114583515343087,0,0,0,0.0490920805915309,0,0,0,0,0,0
ADA,0,0.128073279031212,0.091496207016596,0.105785686119305,0,0.18996046287612,0,0,0.0745916294465485,0.1008181741972,0,0,0.230524030670857,0.135985459124288,0,0,0,0,0,0
XMR,0,0.384433658882021,0,0.114490334222487,0.100831537343374,0,0,0,0,0,0.0775872306673795,0.0843053690033151,0,0.0486617076729152,0,0,0,0,0,0
TRX,0,0.210451485411961,0,0,0.123829791863676,0,0,0.10205936387976,0,0,0.33740753098897,0,0,0.0948678899158822,0,0,0,0,0,-0.0497900232604709
MIOTA,0,0.0919302919894695,0.0654385323075528,0,0,0.0595971538855243,0,0,0,0.263716994068776,0,0,0.186616920429379,0.365269697556767,0,0,0,0,0,-0.0320311971758604
DASH,0,0.347935621227483,0,0,0,0,0,0.0952163034818982,0,0,0.00000000000000000346944695195361,0,0,0.255112421913341,0,0,0,0,0,0.0136821817395453
BNB,0,0.264926328802579,0,0.0327773608681481,0,0,0,0.0684758922658064,0,0.00691739116852224,0,0.0427272800355264,0,0.115990314890439,0,0,0,0,0,-0.012599560093342
NEO,0,0.0478592163114519,0,0,0,0.0706601617719236,0,0.122130400864873,0.347949845088158,0,0.195883313661704,0.194222795064917,0,0,0,0,0,0,0,0
ETC,0,0.129311389748689,-0.0747305530666042,0.0709677403496601,0.167909010700206,0,0.237441363904156,0.302156934669109,0,0,0,-0.0665960209223348,0,0,0,0,0,0,0,-0.0763384464266658
BV010082.INDEX,0,0.041173951143228,-0.0386618288214563,0.0284946676997754,-0.0413445124384566,0.00792669407886387,0,0.0332719821449749,0,0.00206186895388777,0.0705113682490402,0,0,-0.181092357592799,0.0188519443251679,0,0,0,0,-0.0357886797223113
CVIX.INDEX,0,-0.17801666985685,0.0583847509825586,0.021362761705266,0,-0.0448937768121877,-0.179178474487773,-0.0598134775242683,0.0386511718567448,0.125120942197252,0,0,0.201214694666036,0,0.20403311821612,0.0794217157068438,0,0,0,0.0398353354981034
DXY.INDEX,0.0177313595521542,-0.00139303715404326,-0.0162133912569621,0,0,0.00223269126710503,0,0.00532439871427156,0,-0.027662254975077,0.000000000000000000216840434497101,0,0,0.0245759212899932,0,0,0.0440547685807459,0,0,-0.00198379922920071
SPX.INDEX,0,0,-0.00563636225712552,0,0,-0.0219391823819586,0,0,0.0107347522516686,0,0,0,0,-0.013669048941695,0.00643497110771433,0,0,0,0,-0.096357187420673
VIX.INDEX,0,-0.154693466373579,-0.313396149608187,0.162382910190568,0.147364913006982,-0.239935658894823,0,0.318594798149897,0,-0.273975229849876,0.591030468400951,0.066949676938048,0,-0.541481039395291,0,0,0.0235658469791351,0,-7.46085848023904,0
