,BTC,ETH,LTC,XRP,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.120993318756371,0.222218939957591,0.129468506785451,0,-0.0476573124358345,0.00000000000000000173472347597681,-0.00530981051510843,0,0.00665057098244583,-0.132088967676258,0,0,0,0
ETH,-1.54258584865596,0,0.29357324201947,0.550130951369114,0.315380826448756,-1.11823376337582,-0.318054199030033,0,-0.221410866912619,0.324340752435712,0.312689592607974,-0.0811585064560053,0,0,-0.0530998241736858
LTC,0.545366196595299,-0.110845995067751,0,0,-0.0292542051913188,0,0,0,0,0,0,0,0,0,-0.0264328587633132
XRP,0,0.127743707708866,0.0910088544036209,0,0,0.0700367139815938,-0.0409092546796777,0.100118421817412,0.204772362963809,-0.213969337267421,-0.232891727338278,0,0,0,0.0777405995318265
DASH,0,0.139335137104253,0,-0.257442931300436,0,0.112169296369004,0.253311687311466,0.193337460877823,0,0.0536024507402987,0,0,0,0,0.0782258340036188
DOGE,0.0494551053490088,-0.0545776968293168,0.311575315741176,0.0541996997488694,0,0,0,-0.0444907973623664,0.0721728525626001,0.0972712458365908,0.357007642362139,0,0,0,0.124497360984981
XEM,0,0,0,0,0.33760426398113,0,0,0,0,0.183543599599214,0,0,0,0,0.0683502210752743
XMR,0,0.554164839412394,0,0,0.0141664993120507,0.30071568239401,-0.117643240254701,0,0.4760068901475,-0.178384059730542,0.252895122013883,0,0,0,-0.654443972951482
XLM,0,0.0404447401136716,0.147651511594637,0.347407871808895,0.101664706411306,0.082459827133147,-0.0390779995746026,0.185896298424391,0,0.0964485046086642,0,0.2437209594582,0,0,-0.0545573340801518
DGB,-0.829390582167769,0.41132140903107,-0.0502459551069829,-1.21583557672145,0,0.265039662069164,0.593260659939671,0.214200040843534,0.369626002227529,0,0,-0.612267087823569,0.379462799682615,-3.12970972212899,-0.456713400572742
BV010082.INDEX,0.0253253826056272,0.0584250494883451,0,-0.00000000000000000346944695195361,0,0.125257951861026,0.0691039269072052,0.0966324355303382,0.180780746770526,-0.0892329365234059,0,0.166425922139443,0.757935494425417,0,-0.0273713631333667
CVIX.INDEX,0,0.0216493353712636,-0.23043002747024,0.0384688702021369,-0.307265559457489,0.105362496851065,0.0588728751091696,0.0411422589701266,0.375829982802265,0.00726878366149862,0,0,0.611559107335986,0,0.0929580472764303
DXY.INDEX,0,-0.0189986027712411,0.0276601116593562,0.022003107892634,0,0,-0.0135495227166374,0.000716248577500903,0,0.0293698172974635,0.076140766829449,0,0,0,-0.00702946825176648
SPX.INDEX,0,-0.0093171552302847,-0.0333659992290964,0.0165150461052477,0.00706938847732795,0,0.0095484741417021,-0.0150084545885489,0,0.00843805470524684,0,-0.0227189035838397,0,0,-0.088811485373392
VIX.INDEX,0,0.115899797855008,0,0.0618751614070117,0.426574171866532,0.467154139789915,0,-0.42248352705541,0.109453976630134,-0.138176904050765,-0.207915177914603,0,0,-2.31848917350099,0
