,BTC,ETH,XRP,LTC,DASH,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.164022499857996,0,-0.0298609670935388,0.119721190896578,0.170326215488834,0.234044732705578,0.181505130597204,-0.129631922379429,0,0.171240949820923,-0.381814591140036,0.0822193315262353,0,0,0,0,0
ETH,0.126409622418761,0,0.018571483578306,-0.0498888344645248,0,0.834449682329654,0.267207139545696,-0.057128079351831,-0.194922844351517,0,0.107619001198574,0,0,0,0,0,0,0
XRP,0,0.108870159581475,0,-0.229430950437137,-0.27272993328573,0,0,-0.146444087163287,-0.000000000000000000867361737988404,0,1.28006702364672,0.176782347244437,-0.496543451922734,0,0.391069708629172,0,0,0
LTC,-0.348267971372613,0,-0.0651502503292384,0,0.097021396352577,0.0503017694879402,0.157692448839097,-0.0251484805929168,0.0462201325456508,0.395723964786202,0.221344055143421,-0.116789333052189,0,0,0,0,0,0
DASH,-0.270696411680947,0.0229435762222147,0,0.0628580409690576,0,0,0,0.100642816572265,0.194831950407053,-0.157597805734959,-0.106881203562992,0,0.050223135399054,0,0.592822609546701,0,0,-0.0680572589936364
XMR,0,0.296250874788579,0.028332241822389,-0.0309295790902084,0,0,-0.114697959746619,0.378262557787757,0.10570605519292,0,0,-0.0897178912375263,0,0,-0.110853850766668,0,0,0
ETC,0,0.305504788768454,-0.0475010799026773,0.104124963539686,0.189820266150453,0,0,0,0.0308226437285984,0,0,0,0.0254496723542019,-0.0980258577610735,0,0,0,0.1744749551868
XEM,0,0.0417849326190228,0,0,0,0.239632314553811,0,0,0.134943032893147,-0.014685439910099,0,0.208734064479111,0.180518096967728,0,0,0,0,0
ZEC,0,0.0621667634078695,0.0124143348157554,-0.0842043007127382,0.247318647950922,0,0,-0.0152954138165081,0,0.226781950581481,0,-0.0251871555846622,-0.137956265482368,0,0,0,0,0
DOGE,0.18633281019948,0.193469047938325,-0.0383626572337079,0.306289820709364,0.0658382593754248,0,-0.250107715882141,-0.123591186413471,0.357474590964581,0,0.347598916207461,0.0642910314392167,0.0536177511417149,0,0,0,0,0.247905456821102
XLM,0.292668919930056,0.0298297390766493,0.295590618441783,0.186922430717521,0,0,0,0,0,0.426257848318652,0,0.041857650788676,0,0,0,0,0,-0.204416976336649
NEO,0,-0.0629067904245032,-0.0480557145209903,0,0,-0.261574957822048,0,0.12129538298264,0.140132316058804,0.0788548023053949,0.122990620323104,0,0.00442264771392492,0,0,0,0,0
DGB,0.312174771437828,0.0244557675789482,-0.109870103198502,-0.188237659932822,-0.112091533179287,-0.113985456557726,0,0.0465445276158323,0,0,0.327390506651159,0.153854029713386,0,0,0.254581395619985,0,0,-0.577544820584482
BV010082.INDEX,0.087578558213703,-0.0277011275796215,0,-0.0355499641207201,0.0482343481691427,-0.0153123040649543,-0.0874827097741217,0.0205353540280001,-0.0670526105506249,0.0519891681717155,-0.000255765501287372,0,0.0278787375820688,0,0.194868133364395,0,0,-0.0230013885109769
CVIX.INDEX,0.0520650641211597,0,-0.0160386794483578,0.0536416501853906,-0.000865091698917434,0,0,-0.0280295806043769,0.0867287952305431,0.109079437083398,0,-0.0981778718347498,0,0,0,0,0,0.293911728452432
DXY.INDEX,0.010539337998922,0,0.000468216256467092,0.00294562009388013,-0.00359590582520778,-0.00895464931774969,0,0,-0.00750337554102278,0,0,-0.00285711962467733,0,0.051918663773302,0.0162928568076821,0,0,0.00728195891492301
SPX.INDEX,0.00412945861491308,0,0,0.00572477257547381,0,0.00282729820048449,0,0,0,0,0,0,0,0,0,0,0,-0.0221890053532538
VIX.INDEX,0,0.0645244873451445,-0.0298502835543464,-0.0410405627824959,-0.0645367502226347,0,-0.249681906384041,0,0,0.104127570993804,0,0,-0.0104292341102677,-0.426522874944234,0.660091174367446,0,0,0
