,BTC,XRP,LTC,ETH,DASH,DOGE,XLM,XMR,DGB,XEM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.0160756430150884,0.302095002289508,0,0.137959770721173,0,0.0524285845198668,0.075823818465634,0.0209834322846206,0.0421887837126317,-0.125066948668244,0,0,0,0
XRP,0,0,0,-0.0727931764683206,0.12605321163615,0.317741625038283,0.238333014314886,-0.354133826186409,0.0213418225703748,0.0237467682730032,0,0.605690127302575,-1.68323188817882,0,-0.304882414725547
LTC,0,0,0,0.0163030807844725,0,0.39620476505888,0.0933457404542553,0.200453273651845,0.0342022595363832,0.0642810499206454,0.0573226653405435,0,0,0,-0.0146595105382783
ETH,0,-0.0678168023197109,-0.642841653373299,0,0,0,0.324744093714764,0.428439516684248,-0.0280407877709094,-0.287451393374129,0,0,0,0,-0.195701867667433
DASH,0.47862673057661,0,0,-0.0866792620375256,0,0.260868781704066,0.0275482654681853,0.0818716844894188,0.00823989020077436,-0.00000000000000000173472347597681,0,0,0,0,0
DOGE,0,0.158357695285096,0.0597781782349633,0,0.00880842222023216,0,0.0312082750471184,0.228849557166285,0,-0.0554052915808535,0.066544553152697,-0.0369200919371989,0,0,0
XLM,0,0,0,0,0,0,0,0,-0.0554694394078056,0,0,0,0,0,0.0492049228770161
XMR,1.68990624994252,-0.0305031591417502,0,0.00136429832046285,0.138242456452348,0,0.142978642200268,0,0.0152616304299227,-0.101264067669903,0,0,0,0,0.0703770990556871
DGB,0,0,0,-0.02229517434122,0,0,0,0,0,0.328338955998834,0,0,0,0,0
XEM,0,0,-0.381383211223083,-0.328910300621311,0.333986480231965,0,0.53172973026975,-0.196149424139228,0.0852709841632263,0,0,0,0,0,-0.00000000000000000346944695195361
BV010082.INDEX,0,0.109016661864289,0.22894605235429,-0.0174625103135733,0,0,0,0,-0.00257392273547986,0.0421389865414203,0,0.0760090861951395,0,0,0.00670955653108458
CVIX.INDEX,0,0.0379890754269809,0.323928381168327,-0.0180320971053896,0.0891791293828407,0,-0.15280415841192,-0.211699100480969,-0.00956348434618878,0.0340650957762008,0.096555199293186,0,0,0.422627386203927,0.17450428189126
DXY.INDEX,0,-0.0222258250310429,0.00653164732720152,0.00997412332108991,-0.00115762130416187,-0.0775601445659777,-0.00895739385036822,0.0207241329411179,0,0.0301215552087479,0.0158550345017174,0.00390072002516312,0,0,-0.0351572110901969
SPX.INDEX,0,-0.0359337070698255,0,-0.0349968462858129,0,0,-0.039538323853788,0,0,0,0,0,0,0,-0.11649310493946
VIX.INDEX,0,-0.338110495690898,0.126802464170837,0,0,0,0.00000000000000000346944695195361,-0.0121898867806276,0,-0.0354284121154332,0.201174044456185,0.232642639335642,-3.23096186711027,-3.89115398382195,0
