,BTC,ETH,XRP,LTC,DASH,ETC,XEM,XMR,ZEC,DOGE,XLM,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.213898833345273,0,-0.0357893194369717,0.0374448883898181,0.219437686967701,0.0839563524745239,0.233376159893522,-0.167899907658564,0,0.157487227103225,-0.309189527340739,0.112844168758928,0,0,0,0,0
ETH,0,0,0,-0.0544079103621467,0.026111864720884,0.179928199337036,0,0.793695424394995,0,0,0.146028264745081,0,0,0,0,0,0,0
XRP,0,0.077379373295369,0,-0.018712233835903,-0.163856154373739,0,-0.0214985901963704,0,0,0,0.819667939608758,0,-0.306357295813669,0,0,0,0,0
LTC,-0.19708057061623,0.0770648027767066,-0.0246177603340458,0,0.0810271557359267,0.196836366587601,-0.0939327025798788,0.0681630657483601,0,0.380640912578103,0.148643828029352,0,0,0.377586491784191,0,0,0,0
DASH,-0.276465023601181,0.0503317753894295,0,0.0712860932763751,0,0,0.101429068904051,0,0.151864269538278,-0.163483840510144,-0.104935667527953,-0.0261749168748691,0.071868735702705,0.0773504180578942,0.664800770231304,0,0,-0.139227282891608
ETC,0,0.286235229917394,-0.0188170435468048,0.15325806899012,0.13488036203485,0,0.0371850276829176,0,0.0154354686277556,0.0463540799330229,0,0,0.0817340030984898,-0.475124857220747,0,0,0,0
XEM,-0.0000000000000000138777878078145,0.259144558639984,0.0113937622739204,0,0.125572989670033,-0.340272507130089,0,0.17736876480666,0,-0.118631308190182,0,0.216486068089862,0.327745207425912,0,0,0,0,-0.512556699042302
XMR,0,0.30129836938214,0.0438585396357888,-0.00339324483009527,0,0,0.300380337571468,0,0.237306028603952,0,-0.0201845713114066,-0.201555256912065,0.0625393438931762,0,-0.289977312896123,0,0,0
ZEC,-0.0248890262353742,0.00765942139449141,0.0396309685952396,-0.0290371201949174,0.182625634030822,0,-0.0357559408683775,0.130966962456473,0,0.256197180760848,-0.122299789610869,-0.0644460406812582,0,0,0.238086511098631,0,0,0
DOGE,0.161108558080048,0.185235808421967,-0.0416990527626032,0.309039284004269,0.0724855206964191,-0.225964334309741,-0.181979898270864,0,0.335348393135953,0,0.279460368051545,0.0398079464038329,0.00882950587112847,0,0,0,0,0.303242386481878
XLM,0.224015090978957,0,0.29626082751444,0.179754599059607,0,0,0,0,0.00373506955598877,0.429700220378574,0,0.0674628335803169,0,0,0,0,0,-0.20810857059453
NEO,0,-0.101228713806317,-0.0512246068400306,0,0.0278280524913664,0,0.0967225943725108,-0.266188110617359,0.232890436494766,0,0.20907957809286,0,-0.0540190975831054,0,0,0,0,0.201042452690773
DGB,0.222356853629607,0.320208482859807,-0.0567640222128438,-0.109375442406725,-0.118222447394638,0,0.328160163992024,-0.539816809645567,0.0343662491575797,-0.0718401600047069,0.328204134968174,0.333390522132746,0,0.168102395253017,0.584019740516426,0,0,-0.882466750388155
BV010082.INDEX,0.0658722925734696,0,0.00520639764735952,0.000000000000000000433680868994202,0,-0.0594570322456247,0,0,0,0,0,0,0.0274154809564897,0,0,0,0,-0.062102549711873
CVIX.INDEX,0,-0.00000000000000000693889390390723,-0.0269218479360792,0.0551459111081079,-0.0174974495363184,0,-0.000000000000000000867361737988404,0,0.0983185019060618,0.142175613258291,0,-0.0880332352763042,0.0110444661016367,0,0,0,0,0.320952660646989
DXY.INDEX,0.0099836683230345,0,0.00108200962229703,0.00504090722532461,0,-0.00605273369178985,-0.00271594684173268,-0.00962259851062296,0,0,0,-0.0233910200519419,0,0.043633762031423,0.00287923305635089,0,0,0
SPX.INDEX,0.00962019684614775,0.00745788066257457,0,0.00304720488229207,-0.00322574349838389,-0.00453174164711076,0,0.00633878767544513,-0.0128399468341974,0,0.00269555113245665,-0.00625485627238185,0,0,0,0,0,-0.0360133476488415
VIX.INDEX,0,0.186597217188564,-0.000924589901797552,-0.0835205484108176,0,-0.293152763883884,-0.0752715496058057,-0.166231099503426,0,0.0448000020365715,0,0.0624353175387928,-0.0970560000448602,-0.351055633460086,0.546218469305715,0,0,0
