,BTC,ETH,XRP,LTC,XEM,DASH,DOGE,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0121266123668561,-0.107839893845873,0.623125221720769,0.0672093638814271,0,0.0285491388716854,0.109425993425194,-0.0293311048973877,0,0,0.0244613903237812,0,0,0.039490079877465
ETH,0.31499061290939,0,0,0,0,0.832920751598013,0,-1.45791248915602,0,0.331259883331363,0.79242432234864,0.0910045875415613,0,0,0.307598826454715
XRP,-0.389559490448095,0.000000000000000000867361737988404,0,0.429492767509524,0.0732276678776499,0,0.122340921696242,-0.0141355286035438,0,-0.104919913857177,0,0.321070724837042,0,0,-0.0345075713648036
LTC,0.612049715527009,-0.0526724201518665,0,0,-0.0368081571138663,0,0.15793024158766,0,0.113694380153027,0,-0.157640434710295,0,0,0,-0.144796244900126
XEM,0.618714160920602,0.157844853069116,0,0.734215995651375,0,-0.0772424257016785,0,0,0.576830275410076,0.357701330802161,0.70096258425823,0.389583432618012,0,0,0.291221989526941
DASH,0,0.0363798634122826,0,0.151194484163106,-0.0135548671170154,0,-0.140503684955918,0.0411589889845343,0.176043468626265,0.130298354620223,-0.396944165314646,0.217754885820954,0,0,-0.0810875765881707
DOGE,0.246058101086166,0.0530409944654696,0,0.33045130325965,-0.0598733359909,0.146785156920228,0,0.121029419309951,0.0237122717218182,0,0,0,0,0,0
XMR,0.377365238656909,-0.278888045636217,0,0,-0.0264095794730143,0.207001334210357,0,0,0,0,0,0.142150921868569,0,0,0.0214175065707331
XLM,0.0526629343757911,0.170800224066153,-0.0534724904627087,0.231502774893277,0.14454638114211,-0.0206550812948956,-0.0809989552266575,0.210364425826616,0,-0.293160016662586,0,-0.137802262041968,-0.896548592285466,1.40063153590266,0.293070728558809
DGB,-0.670822564093843,0.250732946076927,0,0.466137578078289,0.133341226973311,0,0,0,-0.239517035728047,0,0,0,0,0,0.0876608245551972
BV010082.INDEX,-0.110244263548351,0.0265931081770174,-0.134294748364796,0,0.0221664274698448,-0.300305693329028,-0.0192359688754597,0,0.0725645445858308,0,0,0.065723770640799,0,0.760647673000972,-0.0858959223432089
CVIX.INDEX,0.369599882508621,-0.118175718975773,0.119582045379408,-0.425633234151304,0.000000000000000000867361737988404,0.325899687799139,0,0,0.0176787025852157,0,0.135262509493698,0,0,0,0.159302973984312
DXY.INDEX,0,0.00000000000000000010842021724855,0.0153532162535438,0,0.00261299070718635,0.0289435584777424,-0.0232798974162482,-0.0234957571879179,0,0.0037797031044562,0,0.060397082884086,0,0,-0.0132289812391835
SPX.INDEX,0.0315799295340415,-0.00982118858480386,0.0059618894799108,-0.0275843867791785,-0.0143216553648363,0.0605943825793822,-0.0344832637698289,0,0.0314033685644733,0,0.0615662856104548,-0.0759712657977039,0,0,-0.0658942764562116
VIX.INDEX,0.0686333936593379,0.177378863270077,-0.400361863202952,-0.256481136071327,-0.0829690513605114,0,-0.06624350848459,0,0.34111518159825,-0.313587568784988,0,0.903118251374559,0,-3.54766285204132,0
