,BTC,ETH,ETC,XRP,LTC,DASH,XEM,DOGE,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.00648648197466303,-0.0296586767969235,-0.0657069175214247,0.509442274049267,0,0.0694931562515641,0.0466390419786572,0.149779096401922,-0.0179713422250956,0.0392299742802284,0,0,0,0,-0.0128196578254215
ETH,0.951882469322593,0,-0.194254146660416,0,0,0.799489765003831,0,0,-1.03751770045845,0,0.426364050646492,0,-0.0848638819845411,0,0,0.130151460057234
ETC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XRP,0,-0.0304403962032498,0,0,0.0833961479873456,0,0.0209058324007272,0.00929224837528992,0,0.0470669965709183,0,0,0.399984726343428,0,0,-0.126703263682761
LTC,0.915799698286647,-0.0666736283332182,0,0,0,0.270826886548001,-0.091587352240042,0,0.0577889519995771,0.138885673843832,0,0,0,0,0,-0.0807244959955565
DASH,0,0.00351191150220853,0.0170390771048219,0.228461404862099,0.175437217101684,0,-0.0446604701081009,-0.0341886012797267,0,0.124675550823089,0.177375177832238,0,0.143020839432524,0,0,-0.0210768290791759
XEM,1.19387616874793,0,0.0406070202769796,0.434758189420589,0,0,0,0,0,0.432798496074063,0.264248001099605,0.916390976142106,0.477732669662154,0,-2.62737172252028,0.0733310871962442
DOGE,0,0.105043266874276,0.0276838890912732,0,0.417231168224748,0,-0.0781785845653948,0,0.222509322553377,0.101954737149663,0,0,-0.0520745199081931,0,0,0
XMR,0.846234582397046,-0.194056612960209,-0.090221977497469,-0.231489581044801,0,0.188543720978318,-0.104462898667779,0.301162998537221,0,0.0522697487698753,0.155468446260313,0,0,0,0,0
XLM,0.265529801686495,0,-0.0385874700257261,0,0,0,0.172486797869342,0,0,0,-0.173210721560284,0,-0.0712956073072762,0,0,0.118469314392731
DGB,-0.235311708975129,0.53343452898731,0.100645021366442,0,0,0.378528251825569,0.181473096494553,-0.00563294401728016,-0.000000000000000000867361737988404,0,0,0,0.583377168968751,0,0,-0.189384823337778
BV010082.INDEX,-0.205636919141623,0,0.0305912880168803,-0.102478591915202,0,0,0.0204380111125885,0,0.0116047702907546,0.0534658552309519,-0.0162246217553274,0,0.0862035878596708,0.742796073248316,1.46689897831697,-0.0315216466218485
CVIX.INDEX,0,-0.153963610005502,0.0111117527686327,0,0,0.414013100895281,-0.0387237462448747,0,0,0.0862538743193137,0.000000000000000000867361737988404,0,0,0,0,0.153541752056418
DXY.INDEX,0,0,-0.00154828386241074,0,0,0.0414834095254225,0.00077629954786105,-0.0212391187485732,0,-0.00963712488357831,-0.0137536335929084,0.178873481373863,0.0633648110532115,0,0,0.0087337091749052
SPX.INDEX,0,0,0,0,0,0,-0.00787657667152381,0,0,0.016770198693306,0,0.0166306372854658,0,0,0,-0.0818575654701804
VIX.INDEX,0.203582986623772,0.164168374302427,0.105419210707515,-0.762961518730972,0,0.135396145807484,-0.151610024190539,-0.878446698261932,0,0.53477767427283,-0.292245165318673,0,1.10391283397213,0,-1.40433852388421,0
