,BTC,LTC,XRP,ETH,DASH,DOGE,XLM,XMR,DGB,XEM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.240605188520261,0.283546890713337,-0.000000000000000000867361737988404,0.105180799831011,0,0,0.0451939348414098,0.0247014851269299,0.0377961667603841,0,0,0,0,0
LTC,0.746737899153913,0,0.197236384255198,0.102180838772469,0,0.0934579994278819,0,-0.225411023922039,0.0100090351715552,0.0250326108410875,0,0,0,0,-0.0801606298322925
XRP,0,0,0,-0.0415912224233603,0,0.451759963426639,0.30694839699471,-0.0194325023092717,0.0557141409556763,0.063287484330326,-0.268003491289188,-0.337382291312042,0,-0.153381011856572,0.056276397734109
ETH,0,0.282645340959493,0.708496899433619,0,0.499106616157272,-0.433009257446168,0,0.17597710611197,-0.0486589006198929,-0.100906588119873,1.28703294839288,0,0,0,0
DASH,0,0.615028299958611,-0.103021182057677,0,0,0.174653847064427,-0.326968893160311,0,0.00974061928780513,0.00843361974817978,0,0.0171732273512644,0,0,0
DOGE,0.213193084410268,0.224978745657844,0,0,0.186203788571812,0,0,0,0.02228234849046,0.0530466779097193,0,-0.0693591498919811,0,0,-0.0480210713252326
XLM,0.164801944426498,0.119031827105776,-0.164536848783026,0.139273319559939,0.0574984624653772,-0.313290015006114,0,0.120872528802248,-0.0000000000000000000542101086242752,0.13618036845354,0,0,0,0,-0.226512696210132
XMR,0.114818795692517,0.235696921311908,0.0296964486688219,-0.0189857716933595,0,0.294945945375198,-0.0031397822415752,0,0.015700739642873,0,-0.935781082934398,-0.258117084912036,0,0,-0.249489518795002
DGB,0,-0.749815188871267,0.129945254115542,0.0114480570645464,-0.132980429227886,1.37600176578892,0.850969031304136,0,0,0.261742307563763,0,0,0,0,0
XEM,-0.283492760510541,0.330963709415913,0,0.0717376813228298,-0.195392419468792,1.13361024825517,0.742666960729385,0.22164255575718,0.116646993017677,0,0.870443671935673,0.578841175017248,0,-3.09937674635234,0.166445347529423
BV010082.INDEX,0.000000000000000000433680868994202,-0.0842591382104672,0.10602297411445,-0.018874113446432,0.055505546132842,0,0.0111033053988827,0.0701837015728793,-0.0205840968848886,0.00903460057470652,0,0.167704070198599,0,0,0.0614887146307233
CVIX.INDEX,0.201491862184789,0.0435575988122814,-0.0575971391129377,0.0422461722110439,-0.042451545836339,-0.247867099562268,-0.259332526597681,-0.145112992084633,-0.00365893797807298,0.0810176857157581,0,0,0,0,0.0468778698052772
DXY.INDEX,0,0.0158327162759661,-0.0339093295552501,0.00532195919683132,0,0,-0.000871072230945789,0.0259783711869261,-0.0141632337116328,-0.00230198476786633,0.114383350523843,0.00924557481401066,0,0,-0.0171374908285376
SPX.INDEX,0,0,-0.0132614051514324,0.00606564146306146,0.00420247607024623,0,0,0,0.00464091403118962,-0.00281826784734178,0,0,0,0,-0.0786511841756906
VIX.INDEX,0,-0.171506992879115,-0.16400708410727,0.172217298993604,0,0,-0.143994329979656,-0.29240191059087,0.125000841329539,0.155066830784392,0,-0.399868543451059,-0.2150022648829,-4.01325160071425,0
