,BTC,ETH,XRP,EOS,LTC,BCH,BNB,XLM,ADA,TRX,BSV,XMR,DASH,MIOTA,MKR,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.127983213525539,0,0.0417799843684834,0.0827549506979099,0.0686480716627587,0.00580319866282496,0.0504734636970409,0.00659685213227201,0,0,0,0,0.0152892784222549,0,0,0,0,0,0
ETH,0,0,0,0.148029289258392,0.193449247127613,0.266997956248942,0.0104763977008502,0,0,0,0.0492978016403219,0,0,0,0,0,0,0,0,0
XRP,0,0.0398773739034241,0,0.0820802116099478,0.0989579016971962,0.10937676815198,0,0.153070562928168,0.0571041262932959,0,0,0,0,0,0.0404339508859259,0,0,0,0,0
EOS,0,0.0465757581914698,-0.0996490578665596,0,0.267671971921641,0.277071774713513,0.00150137996542318,0,0,0,-0.0642771104709193,0,0.268698285358622,0.226320934314349,0.218417453537147,0,0.0242824510821381,0,0,0
LTC,0,0.296455508751164,0,0.225258721731551,0,0.119902841196342,0.0458704945040104,0,0.154156202631384,0,0,0,0,0.161395779198163,-0.173642902197991,0,0,0,0,0.0189671031007161
BCH,0,0.297521265371335,0.185467153555122,0.217938397710244,0,0,-0.0521726233877078,0.0884212250878517,0.0836352479068246,0,0.219211495537778,0,0,0,0,0,0,0,0,0
BNB,0,0,-0.119578214601686,0,0.492581479908235,0.173338146042803,0,0,0,0,-0.0957899636429502,0,0,-0.143674993831433,0,0,-0.122749412188079,0,0,-0.041953760342399
XLM,0,0.00783492414176147,0,0,0.14914572548142,0.224129924168911,0,0,0.0160923517150355,0,0,0,0.211546119690287,0.0435842695832621,0,0,0,0,0,0
ADA,0,0.066253414784036,0.195791469007589,-0.00000000000000000693889390390723,0.13570883225049,0.300507388064381,0,0.000890760015750003,0,0,0.111189131910704,0,0,0.157477903608477,0.102506986592375,0,0,0,0,0
TRX,0,0,-0.0714717270887146,0,-0.0224734489234156,0.327712495327884,-0.102065131571689,0,0.158461279859797,0,0.043255731453501,0.155261447890731,0,0,0.041506879032937,0.374485123527015,0,0,0,0.160068641211597
BSV,0,0.165889802467061,0,0.0458528474589518,0,0.284376145123334,0,0,0.0837631960694616,0,0,0,0,0,0.0671457887392302,0,0,0,0,0
XMR,0,0.0129519774358028,0,0,0,0.153652012340495,0,0.19076914145091,0.0478813268807202,0.14230932324237,0.0298127708597711,0,0.0952671862567273,0,0,0,0,0,0,-0.0494295547339294
DASH,0,0.109810032869622,0,0.120401832872676,0.118863079152633,0,0,0.0813860106850221,0.149789324806859,0,0,0,0,0,0,0,0,0,0,0
MIOTA,0,0.201890362617188,0,0,0.0226403758025904,0.183371766071783,0,0,0.0816683822088973,0,0,0.265629469229952,0.0384180038173581,0,0,0,-0.0408884093003531,0,0,0
MKR,0,0,-0.513854198356384,0.34524625263643,0,0,0,-0.0530854042197472,0,0,0.605880930829735,0.209707359815776,0,0,0,0,0.141720670062371,0,0,-0.0173345833085732
BV010082.INDEX,0,0,0.195464987442684,0,-0.152454328994877,0,0.0847412008230644,0,-0.268963427416124,0,0.0912146590973837,0.295132763839794,0,0,0.0932984764150056,0,-0.252761989690913,0,0,0.0485979321631819
CVIX.INDEX,-0.555858241191263,0.312416041046571,0,0.0592145011870395,0.133719382173472,-0.306914761521379,0,0,-0.0222947839299252,0,-0.155947185383784,0,0,0,0.139877654160894,-0.722321642284981,0,2.41408966845211,0,-0.0212148816154182
DXY.INDEX,0,0,0.00392813832712193,-0.00684243940213394,0.0123682677561605,0,0,0.0124855956161027,-0.00601185610964097,0.0051749293737883,0.00745181587844363,0,0.0188053199646979,-0.0520377695400637,0.0000000000000000000542101086242752,0.0584741801734323,0.0474092028763905,0,0,0.0131102815827776
SPX.INDEX,0,0,0,0.018841054064191,-0.0248529172250514,0,0.00970276418737902,0,-0.024258605606313,0,0,0.0232270638905417,0,0,0.0106081946507921,0,-0.0047812509992718,0,0,-0.0736480002938521
VIX.INDEX,0,0,0,-0.448007779443013,0,0.113789897319485,0,0,0.0389266264293021,0,0.114907197906682,0.312666413931591,-0.192038974599232,0,0.179927058470745,-0.108698954292574,0,0,-4.35104055310817,0
