,BTC,ETH,DASH,XMR,XRP,LTC,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.158209292556936,0.0701217535257261,0.245508518670715,0,0.387894974698476,0.00853538078262675,0.0810564622199813,0,0,0,0.0409519784131631,0.183608916282041,0,0,0,0,0
ETH,0,0,0.183725236494998,0.217695406819194,0,0,0,0.0472509501644693,0.0634882141595451,0,0,0.103307651710864,0.159855625466762,0,0,0,0,0.0815184891817918
DASH,0.283989916368122,0.0723018685017998,0,0.108797380008557,0,-0.186709304406373,0,-0.0462769188919305,0,0,0,0.191894275627996,0.0657121429774891,0,0.475915940351019,0,0,0
XMR,0.0670474284755579,0.642286021346282,0.0207013139751335,0,-0.109709788285687,0.367685533001758,0,-0.0477552573817765,-0.259043545225826,0.155541623465763,0,-0.0192275832643356,0,0,-0.478438339827761,0,0,0
XRP,0,-0.0599127339080871,0.0406820060468678,-0.101308749999051,0,0,-0.0974412379441044,0.0850582891844214,0.030440143067357,0.502575073992128,0,-0.102037727327702,0.0575867149833235,0.398266897805446,0.103799885625409,0,0,0.121153277496394
LTC,0.212608302553397,0,-0.0302183479039495,0.029755028617236,0,0,0.182196755964254,0.0370859677600633,0.0167279830703994,0.065991821375274,0.141942147705956,0.0403583956790849,0,0,0,0,0,-0.000000000000000000867361737988404
ETC,0.212110153555236,0,0.155977036489752,0,-0.00350688960697053,0.479385778483505,0,-0.0241286034976486,0.091324685105375,0,0.156449627140977,0.0315769129516861,0,-0.227588573353185,-0.301459225288613,0,0,0.160444070718049
XEM,0,0.471576016144134,-0.207829917075801,0,0,0,0,0,0.113958006384886,-0.332476876602022,0.101383302650055,0.265104540749659,0,0,0,0,0,0
ZEC,0,0.171470674196823,0.187092151595102,0,0,0,0.175355648855624,-0.0843837370206228,0,0.244358647786573,0,0.0507398420064274,0.00927786778549369,0,0,0,0,0
DOGE,0.133253537042634,0,0,0.13207790194322,0.203524363776812,0,0,0,0.166347914365998,0,0.0531821091395647,-0.0281796333294463,0.0433107176546094,0,0,0,0,0
XLM,0,0.208975015659326,-0.0776109097110972,0.146457085499274,0,0.267374684809013,0,0,-0.163065478261235,0,0,0.015873069288402,0.177782908636727,-0.37459564051403,0,0,0,-0.0480807781227382
NEO,0,-0.38736719035489,0.0280206623805048,0,-0.150411000167498,0,0.468762289810778,-0.0226301950942069,0.179326888478568,0,0,0,0.216094134561741,0,0,0,0,0
DGB,0.16379437346808,0.126132426952073,0,0,-0.159854674563806,0,0,0,-0.00000000000000000693889390390723,0.307096643609052,0.18218643568556,0.0497275970186225,0,0,0,0,0,-0.293760900867589
BV010082.INDEX,-0.0451246926339662,0,0.0191718606257839,0.0291203578303373,0.0715582181045434,-0.165226158087032,-0.0216648068817919,-0.000181601468392334,0.0497851657300389,0.105120620988634,0.0452138381126357,-0.01027485926174,-0.0157443775815837,0,0,0.779183250118574,0,0
CVIX.INDEX,0,0.20064966524411,0.025810663705499,0,0.146829141191453,0,0,-0.109637177275853,-0.162388911850975,0,0,-0.00503597672169214,0,0,0,0,0,0.08997910497222
DXY.INDEX,0.015494069863586,0.0085200791055103,-0.0125411096671758,0,0,0,0.0158120251249741,-0.0236839554887534,0,0,0.00855864105003504,0,-0.000290201322960018,0.139478582381121,0.0350859575524855,0,0,-0.0125775801560279
SPX.INDEX,0,0.0179632173416459,0.00101586274532904,0,-0.0117641325286652,0,-0.0148999681910835,0,-0.0011875699869607,0,0.0160073362934588,0,0.00164874137235051,0,-0.0146782834772505,0,0,-0.0284262724800697
VIX.INDEX,-0.888378220480609,0,0.128780072402672,0,-0.064150515611165,0.810035014704837,-0.317052633396169,-0.0247966411309113,0,0.117437658001341,0.131341186986428,0,-0.108434636351412,0,0.364120287212336,0,-0.262156214343401,0
