,BTC,ETH,XRP,LTC,ETC,XMR,DASH,XEM,DOGE,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0725657194646656,0,0.283387805888985,-0.020062636390578,0.0379259233672343,0,0.000677678210031439,0.184086278083898,0.0715096191054011,0.069331323890593,0,0,0,0,-0.13293100550551
ETH,0.425795694566557,0,0,0,-0.0443896675950437,0.0283523903518364,0,0.312432768463856,0,-0.0500661847747854,0.192615399992917,0,0,0,0,-0.129809526256551
XRP,0,0.0277403163990269,0,0,-0.00630574085464599,0.0406908490739882,0,0,0,0,0.0566223272891046,0,0,0,0,-0.0243761514683799
LTC,0.654811631242174,0.0501531180521319,0,0,0,0.00766819344368231,0,0,0,0,0,0,0,0,0,0
ETC,0,-1.01231306571369,0,0,0,0.119275336097034,0.657975822951978,-0.107064786139822,-0.67407490603629,0.29303331243413,0.355424627220126,0,0.983933008643162,0,0,-1.11695931014432
XMR,0.554127191257833,0,-0.68156286083617,0.132642750322891,-0.0673372939694478,0,0.456840029730516,-0.121467419389651,0,0.225785135306546,0.114925154955031,0.0794883856274995,0,0,0,0.265921294365727
DASH,0,0.235887803682438,-0.549429856663658,0.0143247922426541,0.0278643329573309,0.0505326424502665,0,0,0.0538299502856116,0.188191528526426,-0.154847488764418,-0.17404138677188,0,0,0,-0.369984456173504
XEM,1.20656198570509,-0.00989005123812799,0.364530791768089,0,0.07111859702309,0.0942687125156201,0.309214984032907,0,0.141070706805128,0.523515839876379,0.267982377898649,0.237649640646087,-0.0411768918716974,0,-4.20994270856724,-0.22505582063361
DOGE,0.672967181781846,0,0.44265949988562,0.0187031961630764,0.00467302367233748,0,0.0599703144367861,-0.0528362987510561,0,0.0568033459126048,-0.0888136414056842,0,0,0.799811572532936,0,0.17512576055986
XLM,0.61884464305647,-0.152571067795026,0.164348741863292,0,-0.0640099288779357,-0.0180125540231682,0,0.110250718590742,-0.101643537792173,0,-0.0286560955841426,0,0,0,0,0.196492633315104
DGB,0,0.649390835567047,0,0,0.118369317707102,0,0,0,0,0.427659167627825,0,0,0.612923436974936,0,0,0
BV010082.INDEX,0,-0.0721180341695639,0,0,0.00309915219133457,0.00682890801596736,-0.0501438487993716,0.0622735640687897,0,-0.0528389674220513,-0.0593759160083432,0,-0.0292189604383481,0.404691162551464,0,0.153094165940651
CVIX.INDEX,0,-0.1408326891972,0,0.0730305662421049,-0.0045692959166197,-0.0170013445273408,0,0,0,0,0.0879949225615745,0,0,0,0,0.0362040170638416
DXY.INDEX,0,0,0,0.0135061357471533,0.000672641957299395,0.00181674051331291,0.0360696066775887,-0.0115438732013339,0.0000000000000000000271050543121376,0.00638781252574791,-0.027890511259675,0.127319268101063,0,0,0,0.00442413664393192
SPX.INDEX,0,-0.00476579745676003,0,0,0,0,0,0,0,0,-0.00651322981670537,0,-0.00296325918245398,0,0,-0.0455462255576327
VIX.INDEX,-0.0381605591822411,0.00155828004627031,0,-0.0261570651428469,0,0.0795423426732922,0,-0.201428946778254,-0.271859155118634,0.199086142998544,0.0631129332748406,0.0589008728328782,0.633044503873749,0,-3.51315910374612,0
