,BTC,XRP,LTC,DOGE,DASH,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0181476085826218,0.125304420247987,0.106715170507215,0.112737158508482,0,0.0789593740862666,0.034073920582509,-0.0229529883206671,0,0,0,0,-0.0307795416820601
XRP,0.507559749708138,0,0.0747420630936968,0.127637803870284,0,0.26239632758421,-0.169393287515175,-0.128555451033753,0,0,0.0630558708491429,0,0,0
LTC,0.763914109830448,0.162940747763078,0,0.0828746356175722,-0.0372031356522911,-0.280486073503916,0,0.0145013224475766,-0.0293384809611865,0,0,0,0,0.0557029501175673
DOGE,0.208760223745134,0,0.217253725817232,0,-0.000000000000000000216840434497101,0.350414540299796,0.131608659992133,0.22714334806381,0.107384329118558,0,0.557576643613604,0,0,0.0642812739241247
DASH,0.467242607081619,0,0.0842159796651703,0,0,0.602010077125577,-0.233402085483041,0.0394910195746332,-0.123036690266217,0,0.296363531890183,0,0,0
XLM,1.40210724446553,0.491489876032546,-0.0282390278982664,0.0351856138107159,-0.335293345842839,0,-0.220369297862601,0.0352035282698221,-0.1053267391725,0.368832065072301,0,1.13658779218287,0,-0.303941881556324
XMR,0,0.440419991468191,0.176411175434165,0.402234997502563,-0.284198078153194,0,0,-0.0749250519157423,-0.011411551617412,0,0,0,0,-0.673741323178465
XEM,0,0,0.178953257001409,0.946184988797171,0.483020407477879,0,-0.459776406727291,0,0,0,-0.635879971786323,0,0,-0.414009349044333
DGB,0,0,0.25733533062094,0.100410758647976,0.0782090762178149,0,0.370731026635439,0,0,0,0,0,0,0.212194722624811
BV010082.INDEX,0,-0.0213524317419008,0,-0.0516187352483722,0.036918515126582,0.0748121104168935,0.0381193865912011,-0.0234234046155674,0.0476276976246002,0,0.0859263211068608,0.36322725497638,0,0.0541460576547938
CVIX.INDEX,0,0,0,0.0355238850818954,0,0,0,0,0.112287347583396,0,0,0,0,0.057985050236698
DXY.INDEX,0,0.0123503888185614,-0.039059657408313,0.0281625581340342,0.0350396723884626,0.0196154921588997,0,-0.0191317735326158,-0.0193798947742015,0.143094414458271,0.0880393972115531,0,0,-0.00647039198111431
SPX.INDEX,0,0.00765617579165888,-0.00732388429943758,0.0189841209646684,0,0,-0.0045320059595344,-0.00675397887703686,0,0,0,0,0,-0.0878332795437687
VIX.INDEX,0,0.0000000000000000138777878078145,-0.103369513594557,0.115485433857699,0,0,-0.289272130541816,0,-0.0266876519403319,0,0.0503538110932572,0,-3.57335363746863,0
