,BTC,ETH,XRP,LTC,XEM,DASH,ETC,XMR,XLM,DOGE,ZEC,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.0757892759023169,0.0568226445578715,0,0.103128473892739,0,0.209730027442937,0,0.01457217359236,0,-0.191550850295458,-0.0952173411442656,0.185639948129227,0,0,0,0,-0.0725241842320946
ETH,0,0,0.108359493220162,-0.039979879612648,-0.113036163347375,-0.146548944422377,0.380337612002741,1.03597706249587,-0.116935223448943,0,-0.236992761481315,0,0.134371337418793,0,-0.503367734048109,0,0,0
XRP,0,0.109106420856682,0,0,0,0,0,0,0.506492742546398,0,0.118451354015745,0.106747724912867,-0.311341900432499,0,0,0,0,0
LTC,0,0,0,0,0,0.115192912536278,0,0,0.104175079412113,0.154091548410172,0,0,0,0,0,0,0,0
XEM,0,0,0.0786016619591089,0.0461890203449701,0,0.075640160718979,0,0.227318798265008,0.0232679809556029,-0.245916269073368,0,0.344554996740195,0.363994908493226,0,0,0,0,-0.448813252200464
DASH,-0.114111462864765,0,-0.150242336619338,0,0.158629681737827,0,0,-0.0438829421444458,0.102264954333191,0,0.0871858855685049,0,0,0,0,0,0,-0.0673690826637275
ETC,0,0.316032308627433,-0.0371226167383857,0.171419865260451,0.0575069173365648,0,0,0.0732557558173906,-0.00811188853068369,0,0.173290412129428,-0.0919216541248059,-0.0401950792212584,0,0,0,0,0.197064946995905
XMR,0.153734881356872,0.263095081396216,-0.0307374578359627,-0.122949653206695,0,0,-0.153969581591311,0,0.149466183485057,-0.138615963255871,0.0296620275275762,0.064635220320142,-0.0312003349918766,0,-0.110620814590295,0,0,0
XLM,0,0.00000000000000000173472347597681,0.316659863891578,0.165266962770542,-0.0943094049788246,0.10372837283244,0.307806122612599,0.353262579156852,0,0.363662282528498,0,0.0427015831656147,0.272016087459629,0,0,0,0,0
DOGE,0,0.0467906537208206,0.00000000000000000346944695195361,0.254137948144403,-0.102713399508728,0.106485316447119,0,0.134869979049344,0.252966404022876,0,0.223700305654854,0.106949877708167,0.0341538078154098,0,0,0,0,0.498693058792123
ZEC,-0.0894738963355192,0.0324639042110982,0.0389561612260855,-0.0111653557445124,0,0.15607061675381,0,0.295145701366733,-0.0988800450443715,0.263446529249613,0,0,0,0,0.0571961573896142,0,0,-0.189130527479993
NEO,-0.535450758857936,0.0352480373033707,-0.0307767487434943,0.121787105805451,-0.0644453838624035,0.193294704120386,-0.0874627702635105,0,-0.013097214286748,0.0755885499997504,0.216704294987372,0,0.129319075565262,0,0,0,0,-0.0600304005227011
DGB,0.119122225872939,0.100888703348803,0,-0.190245053905019,0.0137481872298035,0,0,0,0,0,0,0.235604204507021,0,0,0,0,0,0
BV010082.INDEX,0.0658123403592058,0,-0.0149291630135943,0,-0.0121428830589628,0.0172882190274649,-0.0713803652791092,-0.0600337988482537,0.0217192557986083,0,-0.0282739641406718,-0.0280414851850353,0.003868851851851,0,0,0,0,-0.100438862607769
CVIX.INDEX,0,-0.0482170982985806,0.0110851453840516,0.0578270764091396,0,-0.0917386010919484,0,0,0,0,0.142837574482346,0,0.038247021045863,0,0,0,0,0.297563977147635
DXY.INDEX,0.0420930685980568,0,0.00102989136529452,0.00494703794098585,-0.00262094733304349,-0.00664723348800441,0,0,0,0,0,-0.0018744430926582,-0.00123294614439957,0.0437656684420377,-0.00148051604644509,0,0,0.0228843438561988
SPX.INDEX,0.0056622044335516,0.00683974745480453,0,0.00265895805729949,-0.00244476390203899,0,0,0.0053154162098875,0.00256421872324119,0.00259732367256084,-0.00364394954571943,-0.00206341689651892,0.0011100027053893,0,0,0,0,-0.0396205663565258
VIX.INDEX,0,0,0,0,0,0,0,0,0.0635517773282994,0,0,0,0,0,0,0,0,0
