,BTC,ETH,XRP,LTC,DASH,DOGE,XMR,XLM,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.00414449234076502,-0.0274406480577973,0.768472012429559,0.0870536982952281,-0.0119561120211978,0.00594962398319364,0,0,0.00683064438829888,0,0,0,0,0.00253649315014277
ETH,-0.842838937863637,0,0.443394171527411,0,0,0.0485276746959776,0.312933302777055,-0.684866538766205,0.162513489460954,0.000000000000000000867361737988404,0,1.4016263978063,0,0,0.208482992868035
XRP,0.241516920284517,0.018512802010869,0,0,0.0456687922666453,0.0624691303702768,0.0718293885058556,-0.0349560005673655,0,0.0330232997631093,0,0.182046767320844,0,0,-0.0143814750968772
LTC,0.500690681113553,0.006279441002604,0.0668577634622585,0,-0.0217278024475689,0.0279757684331951,0.0153883755023691,0.0390481892001132,0.027565507268458,0,0,0,0,0,-0.0331790973628591
DASH,0.796290265110935,-0.116352113569213,0.351555650470204,0,0,0,-0.0366775451400635,-0.366118062074181,-0.0955689848095201,0.0828293299432765,0.708301260571575,-0.695968589289183,-1.61847246403514,0,0.379380838032863
DOGE,0,0.275725787443798,0,1.34249243246996,0.198747542276024,0,0.0388644163975948,0.626139588355835,0.0456085928879947,-0.120764664274779,0,0,0,0,0.254990153321072
XMR,0,0.289475158117955,0,0,0.158684312400755,-0.151815429264977,0,0.855476794430875,-0.327756759315825,0.166849433483869,0,0,0,0,-0.195732200608614
XLM,0,-0.140757728834093,0.384519746593666,0.18682897784751,-0.452285923690917,0.249238988121145,0.0898139561987115,0,0.17074599705328,0.033333863623146,0,0.407250989420789,-1.02045775489348,0,0.234467382227623
XEM,-1.63761301551079,0.123572676460889,0,2.26144255251243,0.0559520399886212,-0.128676900145177,0.0472520025887221,0.0255147912149974,0,0.132256630425176,0.752156137422289,0,0,0,-0.379470418958739
DGB,0.0000000000000000277555756156289,0.284991467133057,0.313209746939688,0.342402208497888,0.664956467879527,0,-0.145964841747426,0.751818758749477,0.0931251760208393,0,-2.79893845676332,-0.0000000000000000555111512312578,0,0,-0.397543345629558
BV010082.INDEX,0.0934876699414198,-0.00987595748113178,0,0.051520262241572,0.115592803356439,0,-0.0430112819225246,0.114877394900624,-0.015972209740975,-0.135206209625591,0,0,0,0.165818365837625,-0.0983660897511263
CVIX.INDEX,0,0,-0.121489102092868,-0.0184005658653072,0,-0.00687583401192452,0.0311197108666411,0.0480690145503894,-0.00119002016192585,-0.0254399222558121,0,0,0,0,0.173041025868224
DXY.INDEX,-0.1418798795118,0.00508676892278107,-0.0631307183474042,0.128404310448966,-0.0194411823212766,0.0137759435185813,0.013442185876845,-0.0220889071457019,0.0101344568182846,0.0143040800484049,0.0863599561805078,0,0,0,0.0189924111288248
SPX.INDEX,0,0.0102296336565061,-0.054805236853363,0,0,0,0,0.0331512634730488,0,-0.00521521368094151,0,-0.0175983148027377,0,0,-0.124950837492767
VIX.INDEX,0,-0.113748977627954,0,-0.183834320010886,0.220670542481272,0,-0.0420984607391262,0.150442774019976,0,-0.100343635824656,0,0,0,-3.79760557437554,0
