,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,ZEC,XLM,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.031290513625759,0.0951194668400478,0.327689650148922,0.178370074800286,0.00000000000000000173472347597681,0.239842384426145,0,0,0.0273587866416619,0,0,0.0409760117014548,0,0,0,0,0
ETH,-0.156080472290149,0,0.338249157388964,0.116649338914851,0.255283416585324,-0.162433432540324,0.0056423619430547,0.0662097162745097,0,0,0.275306782680817,0.282584448484083,0,-0.322023845505519,-0.325015064678818,0,0,-0.00388741838195036
XRP,0.140270801034105,0.066688695005823,0,0,0.0220703476882178,0.0246496958809764,0.0491521489024449,0,0,-0.0718857333599332,0.0976418169404325,0,0.130221024973275,-0.168150935878493,0,0,0,0
LTC,0.842263174933396,0,0,0,0,-0.0334174154922789,-0.0665187738681141,0,0,0,0,-0.0622781493555821,0,0,0,0,0,0
XMR,0.0694920407115932,0.269018487506485,0,0,0,-0.157623135779809,0.145024168391746,0.301307993727966,0,0.0650712958343977,0,0.185544050044788,-0.334093969399208,0,0.15821175238036,0,0,0.359515438849289
ETC,0.801716912252637,0.0736468400737632,-0.712936049584792,-0.429529693928307,0.0866006681848414,0,0,0.161753698941499,0,-0.0315520100444841,0.029214608969593,0,0.432133907780568,0.201128653622248,0,0,0,0
DASH,0.547758329509334,0,0,0,0.145221504987765,0.374384606082397,0,0.15113331496297,0,0,0,-0.0141364497051231,-0.0789390585014354,0,0,0,0,0
XEM,-0.315356048408383,0.13352395590608,0,0.247103424616578,-0.0581202524466588,0.089388925078461,0.349089960880496,0,0,0.000718389978587115,-0.0273534507141591,-0.0148826379246743,0,0,0,0,0,0.00818382715231748
DOGE,0,0.00575597271631297,0,0.287484327317416,-0.103770676833679,0.000000000000000000216840434497101,0.0884716312828458,0.0084840647789299,0,-0.00972767215424187,0,0.123974657888805,0,0,0.0142959311489984,0,0,0.038221606565748
ZEC,0,0.906950276395148,-1.29732716196773,0,0,0.364613983597596,0.000456869954317627,-0.0777659390412849,0,0,0.024183249380465,-0.00252518023856969,0,0,-1.44528010315759,0,0,0.376134683067805
XLM,0,0.241093574482855,0,0,0.0302926752711988,0,0.127383797748752,0.0542186593087777,0,0.025335853592673,0,0.073321804111864,0.172675021623838,0,0,0,0,-0.117921586838732
NEO,-0.04495474697491,0.140860068289753,0.49114057532565,-0.377825187548879,0.057654401237574,-0.168854122877389,0,-0.132092322302492,0.225688192620247,0,-0.112877826418442,0,0.0318772254427293,0,0.247353969625269,0,0,0
DGB,0.553764921388217,0.561987919788977,0,-0.811293565089911,-0.113933432455971,0.241461373244413,-0.115306561495546,0.155535528678352,-0.957217219047774,-0.0303937111001591,-0.145015445905389,-0.0244826255445113,0,0.399495290590632,0,0,0,0.0987974891103363
BV010082.INDEX,0,-0.107260190906018,0,0.0474272409148382,0.0429616509028523,0.0181993203965538,0,-0.0129321251885478,0,-0.0339439904154396,0,0.0155459789392154,-0.0144009284261449,0,-0.17261690283185,0,0,0
CVIX.INDEX,0,0.111999591042043,0,0.16771793979649,0.0571897594059084,0.00474137197855075,-0.000000000000000000867361737988404,0,0,-0.0404766048401594,0,0.0379647801434995,0,0,0,0,0,0.22937033021175
DXY.INDEX,0,0.00480044667022832,-0.0119489952039295,0.0132578598522713,0.000778577742612605,-0.0100816808353037,0.0126021851211598,0.0296453154710982,0.0193056424398686,-0.00111039803800073,-0.0136091126406453,0,0.000572605504588687,0.108686909643137,0,0,0,-0.0175832961580953
SPX.INDEX,0,0,0,0,0.00712370176435565,0,0.0140903528480345,0,0,0,-0.00741867386765946,0.0193247923819814,-0.00573438476426214,0,0,0,0,-0.0484794105591231
VIX.INDEX,0,0,0,0,0.0785509661246975,0,0,-0.381029968008717,0.271248365777558,0.0510983507303662,-0.0810880258455235,0.0289823261466074,0.0194922679366617,-0.496770151763001,0.72095123258923,0,-3.72125133665903,0
