,BTC,XRP,LTC,DASH,XLM,DOGE,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.593321168764451,0.0184906466735069,0.0608297991207203,0.26598039253784,0.049808382229513,-0.0453829506417707,0,0,0,0,0,-0.0110056860463738
XRP,-0.177340515844447,0,0.320329581719451,0.087567270929168,0.29670736540471,0.723546502792744,-0.242919406131604,-0.252370618309232,0,0,0.178866150742225,-2.68490368221236,0,-0.0556475732073268
LTC,0.777935828083821,-0.0162777130667775,0,-0.0418894817793895,0,0.0604428171638254,0,0.00443796305957426,0.0239853966038493,-0.345475463315425,-0.113164290214285,0,0,0.175994478990368
DASH,0.923613579797856,0,-0.790898200367566,0,0,1.13117350013765,-0.127061694225854,-0.0453580697476768,-0.0975267476757538,1.16674504694969,0.381616739674496,0,0,0.0399680082556009
XLM,0,0.109983303440788,0.627720204917848,0,0,0,-0.0128179653143238,-0.094850812463634,0,0,0,0,0,0.143022286846986
DOGE,0.597322953117098,0.0818004969695003,0,0.0558858983405158,0,0,0.00258361798159982,0.0416339318470622,-0.0650307720670864,0,0,0,0,0
XMR,0.855882858211409,-0.287657703372029,0,-0.0618103693540424,0.100775018096357,0.798830889661066,0,0,0.0689447718264092,0.913169746290432,-0.469038806924629,0,0,-0.409448647860843
XEM,-1.07817844868659,-0.973067115258814,1.02793491484165,0.402315488823614,-0.0253391103688629,1.59679461163831,-0.264866358729952,0,0.217360639779049,0,0,0,0,-0.476048796395578
DGB,0.66285072665354,0.203623459498323,0.00000000000000000346944695195361,0.167918263151376,0,0,0,0,0,0,0,0,0,0.497855496539213
BV010082.INDEX,0,0,0,0,0,0,-0.0246951949545321,-0.0225583499186869,0,0,0,0,0,0
CVIX.INDEX,1.00811247601831,0,-0.820773980284513,0.0459796024167475,-0.14782609905192,0,-0.0307550867726265,-0.0337839952663833,0,0,0,0.726616556758275,0,0.0888621699533449
DXY.INDEX,0.0961820399441941,-0.00255273874083684,0,-0.00513031297189501,0,0,0.00793786010975658,0.00208507589016814,-0.0187914660732263,0.166521778176171,0.105541559013444,0,0,0.0380866467733053
SPX.INDEX,0,0,0,-0.0126824909864011,0.0288206718147173,-0.0315563019498521,0.00284527896559305,0.0032879940018215,0.0125534242346176,0,-0.0188359725744677,0,0,-0.110613957706833
VIX.INDEX,0,0,0,-0.00000000000000000173472347597681,0,-0.0794208957741115,-0.0402418736679523,0.110683626463896,-0.110132307826487,0.944267510053915,0.331966131677027,0,-0.699891353152655,0
