,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0386825956777533,0,0.304046109753867,0.0351147597569446,-0.0119514259710953,0,0.0711260313417,0.181296400656986,0.0252404042971824,0.0694888083971371,0,0,0,0,-0.0932986723915006
ETH,0,0,0.144987428645567,0.425807797129013,0.0109660834609738,-0.0466656874970752,0,0.31804971863721,0.424845261078767,-0.140268091664944,0.173959638248808,-0.040932562540374,0,0,0,0.0691362169120314
XRP,0,-0.0533860254111539,0,0,0.030594820872578,-0.010008162478141,0,0.0433668768886949,0,0.146737648410349,0.054551377298201,0,0,0,0,0.077416846593496
LTC,0.387106501921069,0.00345313751472113,0,0,0.0192977399365002,0,0.0409833712110933,0,0,0,-0.00499744934705951,0,0,0,0,0
XMR,0,0,-0.386837548052345,0.590800207107768,0,0,0.421709105614603,0,0,0.611928497032874,0,0.215655800748283,0,0,0,0
ETC,0,-0.512200082315525,0,0,0,0,0,0,-0.90007881490411,0.354810639412047,0,0,0,0,0,-0.361206998614976
DASH,0,0,0,0,0.0459937656156672,0.000702875171870235,0,0.148645027220285,0,0.152840482560185,-0.14133615277354,0,0,0,0,-0.242489754015648
XEM,0.551653666870953,0.195994339838292,0,0,0,0,0.278624717755239,0,0.00143282437100257,0.277020346815905,0.171714434298567,0,0,0,0,-0.0736514703724019
DOGE,0,0.170406882785865,0.195929433116904,0,0,0,0,0,0,0,0,0,0,0,0,0
XLM,0.417960667345372,-0.0878459737856045,0.501981996561724,0.0249651313754035,-0.0135146016066672,-0.0469249793483227,0,0.0397791450172719,-0.057020381514106,0,0,0,0.171261208083206,0,0,0.0991369896850985
DGB,0,0.534630765798196,0.19995623288245,0,0.0218507143914951,0.114927612954248,0,0,0.140820508921114,0.384840108866866,0,0,0.398483807867179,0,0,0
BV010082.INDEX,0.00130915779339581,-0.0501995084915467,0.00598298422334099,-0.0495079810350444,0.0171235073064973,-0.0104347938560132,0,0,-0.108274707408073,-0.0945524480417326,-0.00153580575938327,0,0.098639685436214,1.07020938367842,0,0.0457677125012372
CVIX.INDEX,-0.22623615428937,-0.128514718374373,0,0.0485291628912648,0,-0.00479166882180862,0.0280734042209082,0.0837242125299408,0.210610736478421,0,0.105164621086468,-0.0169190925346248,0,0,0,0.186070147533334
DXY.INDEX,-0.0455249166689295,0.0267166176218427,0.00179943380545591,0,0.00239414898628077,0.00490341094952653,0.0273443670267516,-0.0187762441231974,0,0.0506215822455933,-0.0259409242618841,0.164775573206613,0,0,0,0
SPX.INDEX,0,0,0,0,0.00426242321080822,0.00129727778172076,0.0157014861117193,0,0.0148817203483172,0,0,0,0,0,0,-0.0663032943968383
VIX.INDEX,-0.31620530384866,0,0.0556438365672582,0,0.097274705804165,0.0596959522466322,0,-0.368757560415903,0.148620695170515,0.0330740181960602,0.0878899891245453,0.0475965581751953,0.766146418356541,0,-5.14859587420869,0
