,BTC,ETH,XRP,LTC,DASH,DOGE,XMR,XEM,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,-0.0632659789463997,0.770575731798303,0.0361656069413496,-0.0175877432020043,0.0239527726802742,-0.0145260483534596,0.00787071032380043,0.00645920411708896,-0.0916062201799951,0,0,0,0
ETH,-3.16078268062486,0,0.218998035143719,0.826029087526584,0.341770703212808,0.180182881185511,0.220859029375365,0.114765064758066,-0.352993889044378,0,1.13037455842612,-0.590808136992937,-3.10161313949377,-1.18240246764527,-0.174844667844715
XRP,0,0,0,0,0,0.115477108852566,0.0324847177527793,0.00478712852965408,0,0,0,0,0,0,0
LTC,0.380635518837011,-0.0309160115308273,0,0,-0.0129507563906977,0.0376687699935027,0.00302568193683154,0.00935759735541593,0.0238088896296539,0,0,0,0,0,0
DASH,0,-0.0959885718514705,0.0408401312193371,0,0,0.231410898562102,0.00198568269061354,0.00398332933253688,-0.342401212617915,0.0164640596923413,0.531392231397761,-0.743435919947985,0,0,0.208620397567367
DOGE,0,-0.062300878816791,0.134965472421097,0.188320610446316,-0.0634084890189685,0,-0.0557340167953638,0.0345542548632555,0.062622319941219,0.0793471629414178,0.235983598153242,0.27689554542462,0.579995718853214,0,0.119127376652005
XMR,0,0.38431904664743,0.0567412315650673,0,0,0,0,-0.314229058490052,0.811533379493742,0.0897031307588521,0,0,0,0,-0.554859385481896
XEM,0,0,0,0,0,0,0,0,0,0.151749717911748,0,0,0,0,0
XLM,0,0.0168279081832851,0.545935037248473,0.290718582247196,-0.558538956381364,0.293470236611388,0.13710622004926,0.233514334171956,0,0,0,0,0,0,0.366225897029102
DGB,0,0.0292891899883983,-1.94649768835221,0.490464946654006,0.5380059431032,0.751108283830834,0,-0.0347424310183447,0.761298839422027,0,-1.49191839875764,-0.138506952441913,0,0,-0.145413159064552
BV010082.INDEX,0,0.0479519321847229,0.0627923874037155,0,0.0220956431479878,-0.00000000000000000346944695195361,0.0304285931397556,0.00276606655030066,0.168479440465083,-0.0878167167115216,0,0,1.7654645419032,0.996455340983994,0.0722660048149629
CVIX.INDEX,0,0,0,0,0,0,0.0214135128130775,0,0.0438848011081229,-0.0203706602735107,0,0,0,0,0.214262310196021
DXY.INDEX,0.00881040766972249,-0.00289982696694911,-0.0269879346393729,0,-0.000000000000000000216840434497101,0.00499899160189334,0.0031662948120345,0.0150162547930862,-0.0209576725096548,0,-0.000000000000000000433680868994202,0.0554289953332697,0,0,0.0131943575525769
SPX.INDEX,0,-0.010112762537343,-0.080159139579044,0,0.00664186470601863,-0.0130289564519822,0,-0.0000000000000000000033881317890172,0,-0.00350987249237032,0,0,0,0,-0.0921862208864659
VIX.INDEX,0,0.142249971468146,0,-0.235931402510024,0.122145662744085,0.0983866718324435,-0.0936551097675183,0,0.12620844861301,-0.0407119590250548,0,0,0,-5.0432104967961,0
